Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
1,14358.529000,3,0.004400,5.470778e-52,28,5,94,7,21,3,121,143,36,132,807,72,5,11,135,32
2,14223.474000,3,0.006500,6.607563e-52,28,5,94,7,21,3,121,145,36,135,807,72,5,11,135,32
3,14330.027000,3,0.006100,1.165205e-51,28,5,94,7,21,3,121,153,36,145,807,72,5,11,135,32
4,14390.830000,3,0.005800,8.543651e-52,28,5,94,7,21,3,121,147,36,141,807,72,5,11,135,32
5,14150.356000,3,0.002700,7.158194e-52,28,5,94,7,21,3,121,147,36,135,807,72,5,11,135,32
6,14455.130000,3,0.008400,1.230925e-51,28,5,94,7,21,3,121,154,36,146,807,72,5,11,135,32
7,14352.927000,3,0.004600,5.923716e-52,28,5,94,7,21,3,121,144,36,133,807,72,5,11,135,32
8,14366.061000,3,0.005200,9.591624e-52,28,5,94,7,21,3,121,151,36,140,807,72,5,11,135,32
9,14311.055000,3,0.005900,7.850922e-52,28,5,94,7,21,3,121,147,36,138,807,72,5,11,135,32
10,13883.946000,3,0.005900,7.850922e-52,28,5,94,7,21,3,121,147,36,138,807,72,5,11,135,32
11,11750.870000,3,0.006800,9.014351e-52,28,5,94,7,21,3,121,150,36,139,807,72,5,11,135,32
12,11750.261000,3,0.004600,1.079946e-51,28,5,94,7,21,3,121,153,36,142,807,72,5,11,135,32
13,11688.318000,3,0.009100,9.858058e-52,28,5,94,7,21,3,121,151,36,141,807,72,5,11,135,32
14,11571.317000,3,0.007000,1.128792e-51,28,5,94,7,21,3,121,152,36,145,807,72,5,11,135,32
15,11822.030000,3,0.005200,8.703511e-52,28,5,94,7,21,3,121,149,36,139,807,72,5,11,135,32
16,11778.681000,3,0.004100,9.591624e-52,28,5,94,7,21,3,121,151,36,140,807,72,5,11,135,32
17,10979.679000,3,0.016600,1.174974e-51,28,5,94,7,21,3,121,148,36,153,807,72,5,11,135,32
18,11359.303000,3,0.006200,8.392671e-52,28,5,94,7,21,3,121,148,36,139,807,72,5,11,135,32
19,11305.223000,3,0.004100,5.035603e-52,28,5,94,7,21,3,121,142,36,131,807,72,5,11,135,32
20,9706.010000,3,0.002100,6.607563e-52,28,5,94,7,21,3,121,145,36,135,807,72,5,11,135,32
21,14032.791000,3,0.005900,9.858058e-52,28,5,94,7,21,3,121,151,36,141,807,72,5,11,135,32
22,14485.237000,3,0.006900,6.927284e-52,28,5,94,7,21,3,121,147,36,134,807,72,5,11,135,32
23,14549.151000,3,0.003400,1.108365e-51,28,5,94,7,21,3,121,153,36,143,807,72,5,11,135,32
24,14366.816000,3,0.007000,7.620013e-52,28,5,94,7,21,3,121,147,36,137,807,72,5,11,135,32
25,14367.107000,3,0.008400,1.274443e-51,28,5,94,7,21,3,121,156,36,145,807,72,5,11,135,32
26,14320.110000,3,0.006600,7.620013e-52,28,5,94,7,21,3,121,147,36,137,807,72,5,11,135,32
27,14350.513000,3,0.007400,1.260233e-51,28,5,94,7,21,3,121,154,36,147,807,72,5,11,135,32
28,13746.371000,3,0.007000,5.470778e-52,28,5,94,7,21,3,121,143,36,132,807,72,5,11,135,32
29,14028.867000,3,0.008800,8.312741e-52,28,5,94,7,21,3,121,147,36,140,807,72,5,11,135,32
30,14038.019000,3,0.008500,1.073729e-51,28,5,94,7,21,3,121,152,36,143,807,72,5,11,135,32
31,13557.562000,3,0.004900,1.101261e-51,28,5,94,7,21,3,121,152,36,144,807,72,5,11,135,32
32,13755.493000,3,0.004500,8.703511e-52,28,5,94,7,21,3,121,149,36,139,807,72,5,11,135,32
33,14319.869000,3,0.004500,6.332248e-52,28,5,94,7,21,3,121,144,36,135,807,72,5,11,135,32
34,14062.685000,3,0.007300,9.787009e-52,28,5,94,7,21,3,121,150,36,142,807,72,5,11,135,32
35,14633.948000,3,0.004600,7.158194e-52,28,5,94,7,21,3,121,147,36,135,807,72,5,11,135,32
36,14516.551000,3,0.018200,8.392671e-52,28,5,94,7,21,3,121,148,36,139,807,72,5,11,135,32
37,14054.795000,3,0.009000,1.201617e-51,28,5,94,7,21,3,121,154,36,145,807,72,5,11,135,32
38,14178.125000,3,0.006200,3.063991e-52,28,5,94,7,21,3,121,136,36,127,807,72,5,11,135,32
39,14389.888000,3,0.010900,8.152881e-52,28,5,94,7,21,3,121,148,36,138,807,72,5,11,135,32
40,14276.294000,3,0.008500,1.412988e-51,28,5,94,7,21,3,121,158,36,147,807,72,5,11,135,32
41,13416.591000,3,0.006400,1.165205e-51,28,5,94,7,21,3,121,153,36,145,807,72,5,11,135,32
42,13701.403000,3,0.008300,1.305527e-51,28,5,94,7,21,3,121,156,36,146,807,72,5,11,135,32
43,13691.577000,3,0.009300,1.046198e-51,28,5,94,7,21,3,121,152,36,142,807,72,5,11,135,32
44,13689.577000,3,0.002800,7.620013e-52,28,5,94,7,21,3,121,147,36,137,807,72,5,11,135,32
45,13472.277000,3,0.012200,3.543572e-52,28,5,94,7,21,3,121,140,36,125,807,72,5,11,135,32
46,13223.619000,3,0.008500,1.406772e-51,28,5,94,7,21,3,121,157,36,148,807,72,5,11,135,32
47,13084.224000,3,0.007700,8.392671e-52,28,5,94,7,21,3,121,148,36,139,807,72,5,11,135,32
48,12977.234000,3,0.004400,1.046198e-51,28,5,94,7,21,3,121,152,36,142,807,72,5,11,135,32
49,12895.322000,3,0.006500,1.380128e-51,28,5,94,7,21,3,121,158,36,146,807,72,5,11,135,32
50,12526.313000,3,0.008900,4.049797e-52,28,5,94,7,21,3,121,140,36,128,807,72,5,11,135,32
