Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
1,15792.555000,3,0.002500,1.163784e-50,28,6,94,7,21,3,121,193,36,195,807,72,5,11,135,32
2,15426.986000,3,0.001800,9.877597e-51,28,6,94,7,21,3,121,188,36,187,807,72,5,11,135,32
3,15740.650000,3,0.002300,1.588746e-50,28,7,94,7,21,3,121,188,36,193,807,72,5,11,135,32
4,15521.470000,3,0.001100,7.859803e-51,28,6,94,7,21,3,121,180,36,179,807,72,5,11,135,32
5,15598.855000,3,0.001400,1.100372e-50,28,7,94,7,21,3,121,180,36,174,807,72,5,11,135,32
6,15535.914000,3,0.003500,9.548995e-51,28,6,94,7,21,3,121,185,36,188,807,72,5,11,135,32
7,15660.364000,3,0.003100,1.389187e-50,28,7,94,7,21,3,121,187,36,183,807,72,5,11,135,32
8,15621.749000,3,0.002800,1.513345e-50,28,7,94,7,21,3,121,192,36,184,807,72,5,11,135,32
9,15575.644000,3,0.001500,9.030337e-51,28,6,94,7,21,3,121,183,36,186,807,72,5,11,135,32
10,15239.252000,3,0.001000,8.392671e-51,28,6,94,7,21,3,121,184,36,179,807,72,5,11,135,32
11,14537.982000,3,0.002500,1.031632e-50,28,6,94,7,21,3,121,187,36,192,807,72,5,11,135,32
12,14599.192000,3,0.002300,9.996604e-51,28,6,94,7,21,3,121,188,36,188,807,72,5,11,135,32
13,14660.655000,3,0.000800,6.863340e-51,28,6,94,7,21,3,121,177,36,173,807,72,5,11,135,32
14,14711.559000,3,0.002600,1.062894e-50,28,6,94,7,21,3,121,189,36,192,807,72,5,11,135,32
15,14651.924000,3,0.003600,1.529331e-50,28,7,94,7,21,3,121,191,36,186,807,72,5,11,135,32
16,14536.014000,3,0.003900,1.507484e-50,28,7,94,7,21,3,121,190,36,186,807,72,5,11,135,32
17,14503.322000,3,0.001000,7.326935e-51,28,6,94,7,21,3,121,176,36,179,807,72,5,11,135,32
18,14214.890000,3,0.001800,1.147531e-50,28,7,94,7,21,3,121,180,36,177,807,72,5,11,135,32
19,14247.634000,3,0.001500,1.309257e-50,28,7,94,7,21,3,121,184,36,182,807,72,5,11,135,32
20,14340.508000,3,0.001700,9.698198e-51,28,6,94,7,21,3,121,186,36,188,807,72,5,11,135,32
