Run,countDM,numSol,ratioDM
1,43,40000,0.00107500000000000000
2,102,40000,0.00255000000000000018
3,22,40000,0.00055000000000000003
4,0,40000,0.00000000000000000000
5,44,40000,0.00110000000000000007
6,262,40000,0.00655000000000000027
7,166,40000,0.00415000000000000004
8,18,40000,0.00044999999999999999
9,73,40000,0.00182500000000000002
10,94,40000,0.00235000000000000009
11,157,40000,0.00392499999999999967
12,7,40000,0.00017500000000000000
13,323,40000,0.00807500000000000058
14,49,40000,0.00122499999999999996
15,24,40000,0.00059999999999999995
16,28,40000,0.00069999999999999999
17,30,40000,0.00075000000000000002
18,71,40000,0.00177500000000000010
19,334,40000,0.00834999999999999978
20,54,40000,0.00135000000000000007
21,102,40000,0.00255000000000000018
22,50,40000,0.00125000000000000003
23,92,40000,0.00229999999999999996
24,48,40000,0.00119999999999999989
25,158,40000,0.00395000000000000039
26,30,40000,0.00075000000000000002
27,58,40000,0.00144999999999999990
28,117,40000,0.00292500000000000008
29,150,40000,0.00374999999999999986
30,38,40000,0.00095000000000000000
31,311,40000,0.00777499999999999979
32,348,40000,0.00869999999999999940
33,42,40000,0.00104999999999999994
34,213,40000,0.00532499999999999987
35,33,40000,0.00082500000000000000
36,84,40000,0.00209999999999999987
37,122,40000,0.00305000000000000019
38,267,40000,0.00667500000000000038
39,181,40000,0.00452500000000000038
40,56,40000,0.00139999999999999999
41,60,40000,0.00150000000000000003
42,161,40000,0.00402499999999999993
43,153,40000,0.00382499999999999984
44,409,40000,0.01022499999999999971
45,23,40000,0.00057499999999999999
46,57,40000,0.00142500000000000005
47,112,40000,0.00279999999999999997
48,102,40000,0.00255000000000000018
49,79,40000,0.00197500000000000019
50,11,40000,0.00027500000000000002
