Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
1,14358.979000,3,0.004000,4.895281e-51,28,6,94,7,21,3,121,173,36,157,807,72,5,11,135,32
2,14112.816000,3,0.003300,2.078185e-51,28,5,94,7,21,3,121,166,36,156,807,72,5,11,135,32
3,14323.374000,3,0.004900,5.062246e-51,28,6,94,7,21,3,121,171,36,161,807,72,5,11,135,32
4,14109.719000,3,0.002600,1.790437e-51,28,5,94,7,21,3,121,163,36,152,807,72,5,11,135,32
5,14179.921000,3,0.002200,2.024010e-51,28,5,94,7,21,3,121,164,36,157,807,72,5,11,135,32
6,14273.526000,3,0.002800,2.078185e-51,28,5,94,7,21,3,121,166,36,156,807,72,5,11,135,32
7,14429.811000,3,0.002500,1.820632e-51,28,5,94,7,21,3,121,162,36,154,807,72,5,11,135,32
8,14143.631000,3,0.004200,5.449464e-51,28,6,94,7,21,3,121,173,36,163,807,72,5,11,135,32
9,14042.335000,3,0.001700,1.790437e-51,28,5,94,7,21,3,121,163,36,152,807,72,5,11,135,32
10,13901.127000,3,0.004400,5.309142e-51,28,6,94,7,21,3,121,170,36,165,807,72,5,11,135,32
11,14660.609000,3,0.004000,4.518721e-51,28,6,94,7,21,3,121,169,36,157,807,72,5,11,135,32
12,14455.326000,3,0.002700,1.634129e-51,28,5,94,7,21,3,121,161,36,150,807,72,5,11,135,32
13,14279.855000,3,0.004600,4.774497e-51,28,6,94,7,21,3,121,169,36,160,807,72,5,11,135,32
14,14464.083000,3,0.004900,4.961001e-51,28,6,94,7,21,3,121,170,36,161,807,72,5,11,135,32
15,14601.156000,3,0.003000,1.857045e-51,28,5,94,7,21,3,121,162,36,155,807,72,5,11,135,32
16,14723.492000,3,0.005000,5.062246e-51,28,6,94,7,21,3,121,171,36,161,807,72,5,11,135,32
17,14428.555000,3,0.002800,4.341098e-51,28,6,94,7,21,3,121,168,36,156,807,72,5,11,135,32
18,14228.669000,3,0.005100,4.875742e-51,28,6,94,7,21,3,121,166,36,165,807,72,5,11,135,32
19,14022.299000,3,0.001400,1.310855e-51,28,5,94,7,21,3,121,157,36,145,807,72,5,11,135,32
20,14209.206000,3,0.002600,2.078185e-51,28,5,94,7,21,3,121,166,36,156,807,72,5,11,135,32
21,13694.470000,3,0.002800,2.032003e-51,28,5,94,7,21,3,121,165,36,156,807,72,5,11,135,32
22,13881.132000,3,0.002400,1.669653e-51,28,5,94,7,21,3,121,161,36,151,807,72,5,11,135,32
23,14119.653000,3,0.003000,2.165220e-51,28,5,94,7,21,3,121,167,36,157,807,72,5,11,135,32
24,14191.328000,3,0.003200,4.142161e-51,28,6,94,7,21,3,121,165,36,157,807,72,5,11,135,32
25,14500.574000,3,0.002000,1.715835e-51,28,5,94,7,21,3,121,163,36,150,807,72,5,11,135,32
26,14787.001000,3,0.010800,5.435254e-51,28,6,94,7,21,3,121,172,36,164,807,72,5,11,135,32
27,14519.251000,3,0.003500,5.177701e-51,28,6,94,7,21,3,121,174,36,159,807,72,5,11,135,32
28,14485.760000,3,0.006400,5.946807e-51,28,6,94,7,21,3,121,175,36,166,807,72,5,11,135,32
29,14187.083000,3,0.001500,1.380128e-51,28,5,94,7,21,3,121,158,36,146,807,72,5,11,135,32
30,14298.570000,3,0.001400,1.747807e-51,28,5,94,7,21,3,121,162,36,152,807,72,5,11,135,32
31,13560.098000,3,0.003800,5.264736e-51,28,6,94,7,21,3,121,173,36,161,807,72,5,11,135,32
32,13595.455000,3,0.004000,4.961001e-51,28,6,94,7,21,3,121,170,36,161,807,72,5,11,135,32
33,13947.429000,3,0.004100,5.048036e-51,28,6,94,7,21,3,121,170,36,162,807,72,5,11,135,32
34,13789.043000,3,0.004100,4.591546e-51,28,6,94,7,21,3,121,168,36,159,807,72,5,11,135,32
35,13556.674000,3,0.001400,1.544429e-51,28,5,94,7,21,3,121,158,36,151,807,72,5,11,135,32
36,13308.506000,3,0.006300,6.138640e-51,28,6,94,7,21,3,121,175,36,168,807,72,5,11,135,32
37,13099.351000,3,0.005500,4.973435e-51,28,6,94,7,21,3,121,171,36,160,807,72,5,11,135,32
38,13039.272000,3,0.003400,1.992926e-51,28,5,94,7,21,3,121,165,36,155,807,72,5,11,135,32
39,13006.845000,3,0.004200,4.236301e-51,28,6,94,7,21,3,121,166,36,157,807,72,5,11,135,32
