Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,14163.856000, 1024.000000,1334.000000,2560.000000,16384.000000,18.700000
2,14789.208000, 1024.000000,1561.500000,2684.000000,16384.000000,18.600000
3,14145.367000, 1024.000000,1513.800000,2592.000000,16384.000000,19.300000
4,14796.366000, 1024.000000,1453.200000,2616.000000,16384.000000,19.300000
5,14678.672000, 1024.000000,1479.200000,2592.000000,16384.000000,19.200000
6,14293.651000, 1024.000000,1501.900000,2560.000000,16384.000000,18.300000
7,14084.526000, 1024.000000,1566.100000,2824.000000,16384.000000,19.200000
8,13786.268000, 1024.000000,1402.700000,2576.000000,16384.000000,19.200000
9,13702.275000, 1024.000000,1496.100000,2580.000000,16384.000000,19.400000
10,15371.158000, 1024.000000,1524.100000,2560.000000,16384.000000,18.200000
11,12742.153000, 1024.000000,1511.400000,2560.000000,16384.000000,18.700000
12,12706.375000, 1024.000000,1637.000000,2772.000000,16384.000000,19.100000
13,13075.561000, 1024.000000,1340.700000,2616.000000,16384.000000,18.800000
14,12995.825000, 1024.000000,1547.400000,2748.000000,16384.000000,18.100000
15,13208.634000, 1024.000000,1557.000000,2772.000000,16384.000000,19.000000
16,13132.609000, 1024.000000,1613.900000,2920.000000,16384.000000,18.600000
17,13534.328000, 1024.000000,1600.200000,3072.000000,16384.000000,19.100000
18,13583.239000, 1024.000000,1608.000000,3072.000000,16384.000000,19.000000
19,13494.997000, 1024.000000,1559.100000,2804.000000,16384.000000,19.200000
20,11281.354000, 1024.000000,1586.100000,2784.000000,16384.000000,19.100000
21,14078.136000, 1024.000000,1286.000000,2176.000000,16384.000000,19.200000
22,14829.585000, 1024.000000,1399.900000,2560.000000,16384.000000,18.700000
23,14265.174000, 1024.000000,1447.100000,2560.000000,16384.000000,18.200000
24,14771.484000, 1024.000000,1530.100000,2560.000000,16384.000000,18.800000
25,14766.312000, 1024.000000,1535.900000,2576.000000,16384.000000,18.800000
26,14395.176000, 1024.000000,1553.200000,2756.000000,16384.000000,19.300000
27,14022.253000, 1024.000000,1500.700000,2780.000000,16384.000000,19.000000
28,13601.512000, 1024.000000,1541.900000,2796.000000,16384.000000,18.900000
29,13635.177000, 1024.000000,1308.500000,2560.000000,16384.000000,18.600000
30,15106.665000, 1024.000000,1613.600000,2840.000000,16384.000000,18.200000
31,13689.265000, 1024.000000,1439.200000,2660.000000,16384.000000,18.900000
32,13510.611000, 1024.000000,1320.600000,2592.000000,16384.000000,18.700000
33,14095.720000, 1024.000000,1522.600000,2560.000000,16384.000000,19.000000
34,14086.410000, 1024.000000,1667.500000,2860.000000,16384.000000,19.100000
35,14447.279000, 1024.000000,1657.200000,2892.000000,16384.000000,18.100000
36,14299.259000, 1024.000000,1419.100000,2560.000000,16384.000000,18.200000
37,14836.063000, 1024.000000,1511.100000,2584.000000,16384.000000,18.700000
38,14833.404000, 1024.000000,1987.800000,3424.000000,16384.000000,19.000000
39,15054.071000, 1024.000000,1581.900000,2676.000000,16384.000000,18.600000
40,14871.567000, 1024.000000,1379.200000,2616.000000,16384.000000,18.800000
41,13708.721000, 1024.000000,1455.400000,2560.000000,16384.000000,19.300000
42,13731.188000, 1024.000000,1545.400000,2608.000000,16384.000000,19.200000
43,14156.744000, 1024.000000,1291.600000,2560.000000,16384.000000,18.600000
44,14188.118000, 1024.000000,1687.700000,2836.000000,16384.000000,18.700000
45,14326.609000, 1024.000000,1483.400000,2560.000000,16384.000000,18.400000
46,14551.065000, 1024.000000,1526.000000,2604.000000,16384.000000,18.200000
47,14880.155000, 1024.000000,1367.100000,2784.000000,16384.000000,18.700000
48,14967.167000, 1024.000000,1599.200000,2760.000000,16384.000000,19.200000
49,14985.912000, 1024.000000,1549.100000,2704.000000,16384.000000,19.300000
50,15215.257000, 1024.000000,1662.300000,2896.000000,16384.000000,19.200000
