Run,countDM,numSol,ratioDM
1,0,40000,0.00000000000000000000
2,7,40000,0.00017500000000000000
3,0,40000,0.00000000000000000000
4,27,40000,0.00067500000000000004
5,0,40000,0.00000000000000000000
6,98,40000,0.00244999999999999992
7,3,40000,0.00007499999999999999
8,1,40000,0.00002500000000000000
9,0,40000,0.00000000000000000000
10,1,40000,0.00002500000000000000
11,128,40000,0.00320000000000000015
12,7,40000,0.00017500000000000000
13,23,40000,0.00057499999999999999
14,0,40000,0.00000000000000000000
15,2,40000,0.00005000000000000000
16,2,40000,0.00005000000000000000
17,10,40000,0.00025000000000000001
18,21,40000,0.00052499999999999997
19,0,40000,0.00000000000000000000
20,0,40000,0.00000000000000000000
21,10,40000,0.00025000000000000001
22,2,40000,0.00005000000000000000
23,2,40000,0.00005000000000000000
24,13,40000,0.00032499999999999999
25,1,40000,0.00002500000000000000
26,24,40000,0.00059999999999999995
27,0,40000,0.00000000000000000000
28,0,40000,0.00000000000000000000
29,0,40000,0.00000000000000000000
30,20,40000,0.00050000000000000001
31,6,40000,0.00014999999999999999
32,16,40000,0.00040000000000000002
33,27,40000,0.00067500000000000004
34,62,40000,0.00154999999999999995
35,13,40000,0.00032499999999999999
36,1,40000,0.00002500000000000000
37,4,40000,0.00010000000000000000
38,0,40000,0.00000000000000000000
39,63,40000,0.00157500000000000001
40,26,40000,0.00064999999999999997
41,16,40000,0.00040000000000000002
42,7,40000,0.00017500000000000000
43,0,40000,0.00000000000000000000
44,11,40000,0.00027500000000000002
45,3,40000,0.00007499999999999999
46,11,40000,0.00027500000000000002
47,13,40000,0.00032499999999999999
48,52,40000,0.00129999999999999994
49,8,40000,0.00020000000000000001
50,43,40000,0.00107500000000000000
