Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,14034.329000, 1024.000000,1536.700000,2560.000000,16384.000000,19.100000
2,14688.278000, 1024.000000,1331.900000,2560.000000,16384.000000,19.300000
3,14073.080000, 1024.000000,1388.800000,2560.000000,16384.000000,19.200000
4,14748.085000, 1024.000000,1575.900000,2896.000000,16384.000000,19.600000
5,14780.834000, 1024.000000,1524.400000,2580.000000,16384.000000,19.100000
6,14238.242000, 1024.000000,1590.600000,2912.000000,16384.000000,19.100000
7,14122.023000, 1024.000000,1665.500000,3072.000000,16384.000000,19.200000
8,13694.849000, 1024.000000,1533.100000,2560.000000,16384.000000,19.200000
9,13481.151000, 1024.000000,1516.200000,2576.000000,16384.000000,19.200000
10,15257.296000, 1024.000000,1618.200000,2688.000000,16384.000000,19.200000
11,13690.897000, 1024.000000,1547.600000,2680.000000,16384.000000,19.100000
12,13693.055000, 1024.000000,1487.300000,2560.000000,16384.000000,19.200000
13,14261.682000, 1024.000000,1447.500000,2560.000000,16384.000000,18.800000
14,14448.764000, 1024.000000,1309.700000,2608.000000,16384.000000,19.100000
15,14227.391000, 1024.000000,1538.000000,2820.000000,16384.000000,18.300000
16,14547.751000, 1024.000000,1470.400000,2744.000000,16384.000000,18.800000
17,15301.685000, 1024.000000,1524.000000,2780.000000,16384.000000,18.200000
18,15074.685000, 1024.000000,1335.200000,2560.000000,16384.000000,19.400000
19,14958.101000, 1024.000000,1339.300000,2560.000000,16384.000000,18.300000
20,15084.245000, 1024.000000,1470.400000,2708.000000,16384.000000,19.000000
21,13774.874000, 1024.000000,1633.600000,2924.000000,16384.000000,19.000000
22,13778.723000, 1024.000000,1308.800000,2560.000000,16384.000000,18.100000
23,14258.047000, 1024.000000,1560.100000,3072.000000,16384.000000,18.400000
24,14409.469000, 1024.000000,1284.800000,2560.000000,16384.000000,19.200000
25,14372.263000, 1024.000000,1427.800000,2560.000000,16384.000000,19.100000
26,14629.161000, 1024.000000,1547.200000,2648.000000,16384.000000,18.700000
27,15009.085000, 1024.000000,1420.300000,2612.000000,16384.000000,19.200000
28,15224.633000, 1024.000000,1547.900000,2560.000000,16384.000000,19.000000
29,15305.358000, 1024.000000,1440.000000,2672.000000,16384.000000,18.200000
30,15173.710000, 1024.000000,1473.300000,2616.000000,16384.000000,18.600000
31,14427.761000, 1024.000000,1483.900000,2560.000000,16384.000000,19.100000
32,15046.076000, 1024.000000,1394.700000,2560.000000,16384.000000,19.100000
33,14414.666000, 1024.000000,1431.600000,2560.000000,16384.000000,19.100000
34,15072.385000, 1024.000000,1431.300000,2664.000000,16384.000000,18.500000
35,15047.330000, 1024.000000,1443.700000,2580.000000,16384.000000,19.100000
36,14766.047000, 1024.000000,1346.700000,2560.000000,16384.000000,19.500000
37,14460.217000, 1024.000000,1582.200000,2748.000000,16384.000000,18.400000
38,14056.405000, 1024.000000,1440.500000,2640.000000,16384.000000,19.000000
39,13825.978000, 1024.000000,1342.200000,2576.000000,16384.000000,18.800000
40,15557.502000, 1024.000000,1449.600000,2704.000000,16384.000000,18.100000
41,13882.970000, 1024.000000,1355.200000,2560.000000,16384.000000,19.500000
42,14078.786000, 1024.000000,1487.700000,2660.000000,16384.000000,19.100000
43,14412.576000, 1024.000000,1317.900000,2240.000000,16384.000000,19.200000
44,14421.051000, 1024.000000,1539.200000,2676.000000,16384.000000,19.000000
45,14530.334000, 1024.000000,1467.400000,2604.000000,16384.000000,19.300000
46,14617.601000, 1024.000000,1452.100000,2584.000000,16384.000000,18.900000
47,15137.915000, 1024.000000,1325.000000,2560.000000,16384.000000,19.100000
48,15119.624000, 1024.000000,1507.000000,2560.000000,16384.000000,19.000000
49,15245.786000, 1024.000000,1515.400000,2896.000000,16384.000000,18.300000
50,15766.130000, 1024.000000,1539.600000,2768.000000,16384.000000,18.200000
