Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
1,219.000000,16,0.000000,3.188079e-52,28,6,91,7,19,2,120,178,35,215,802,70,3,10,135,32
2,215.000000,16,0.000000,6.076063e-52,28,5,89,7,21,3,119,191,34,196,803,72,4,11,134,31
3,216.000000,16,0.000000,3.910952e-52,28,7,93,6,20,1,119,165,36,185,804,71,4,11,135,31
4,212.000000,16,0.000000,2.142444e-52,28,5,93,7,21,1,121,166,33,227,806,70,4,10,133,31
5,216.000000,16,0.000000,3.859125e-52,28,8,88,7,19,3,121,174,36,132,803,70,5,10,133,29
6,216.000000,16,0.000000,2.394376e-52,27,7,91,6,20,2,121,212,31,217,801,72,3,11,135,30
7,215.000000,16,0.000000,3.666689e-52,28,7,93,6,21,2,121,168,35,195,795,72,5,8,133,32
8,210.000000,16,0.000000,3.467205e-52,27,7,93,7,20,3,121,150,35,192,803,71,3,10,134,30
9,219.000000,16,0.000000,3.342815e-52,28,5,94,7,21,3,121,224,36,141,807,70,4,10,129,30
10,214.000000,16,0.000000,4.107165e-52,28,6,89,7,20,1,121,220,33,142,803,71,5,11,135,32
11,222.000000,16,0.000000,8.024365e-52,27,7,94,7,19,2,120,181,33,194,800,72,5,11,135,30
12,215.000000,16,0.000000,3.744435e-52,28,6,92,7,20,2,120,183,36,193,807,70,4,8,131,32
13,216.000000,16,0.000000,3.658554e-52,27,6,93,7,21,3,121,208,31,190,801,72,4,9,133,30
14,217.000000,16,0.000000,2.173796e-52,27,6,93,6,19,2,121,199,33,160,798,70,5,11,135,31
15,217.000000,16,0.000000,2.652499e-52,26,6,90,6,21,2,120,191,36,130,807,72,5,11,135,32
16,214.000000,16,0.000000,3.599677e-52,28,7,88,7,21,1,120,180,35,165,802,72,5,11,131,30
17,223.000000,16,0.000000,3.225749e-52,28,6,90,6,18,2,120,204,36,164,807,70,4,11,135,30
18,221.000000,16,0.000000,3.061604e-52,28,7,87,7,19,3,118,193,36,166,805,72,4,10,134,28
19,220.000000,16,0.000000,1.192126e-51,28,6,94,7,20,2,121,188,36,208,807,69,5,10,134,27
20,228.000000,16,0.000000,3.247258e-52,28,5,91,7,20,2,121,185,34,191,806,70,5,11,129,32
21,221.000000,16,0.000000,3.605158e-52,28,8,89,6,19,1,119,198,33,160,806,72,5,11,135,31
22,220.000000,16,0.000000,3.370894e-52,27,8,92,6,21,1,120,179,36,182,806,72,3,11,132,32
23,216.000000,16,0.000000,3.172821e-52,28,6,90,7,21,3,121,222,32,123,802,72,4,11,135,29
24,217.000000,16,0.000000,3.260736e-52,27,6,91,6,19,2,121,195,34,189,802,71,5,11,131,31
25,224.000000,16,0.000000,4.008220e-52,27,7,89,6,19,2,121,160,36,257,807,72,3,11,134,30
26,220.000000,16,0.000000,2.558391e-52,27,8,93,7,20,1,121,153,32,212,807,71,4,11,132,30
27,216.000000,16,0.000000,5.031502e-52,28,8,89,7,19,2,120,166,36,163,807,71,4,9,134,31
28,221.000000,16,0.000000,3.943402e-52,28,8,94,7,21,2,118,207,33,167,805,71,3,10,135,29
29,218.000000,16,0.000000,4.994158e-52,28,7,88,7,20,2,121,156,35,232,806,69,5,10,134,27
30,219.000000,16,0.000000,2.811126e-52,28,8,92,6,20,2,119,178,36,130,801,71,5,10,132,32
31,217.000000,16,0.000000,7.866331e-52,28,6,94,6,20,1,121,236,36,162,805,71,5,11,134,28
32,224.000000,16,0.000000,3.089613e-52,27,7,93,7,20,2,121,215,33,178,807,72,5,9,132,25
33,217.000000,16,0.000000,3.862669e-52,27,6,89,6,20,2,118,198,35,176,805,72,5,11,134,32
34,225.000000,16,0.000000,5.510560e-52,28,8,91,5,19,3,121,186,36,193,804,70,3,11,135,31
35,222.000000,16,0.000000,3.229250e-52,28,7,87,5,20,2,121,178,36,165,803,70,5,11,135,30
36,222.000000,16,0.000000,3.410458e-52,27,6,92,6,21,2,121,158,35,267,807,72,3,11,135,27
37,218.000000,16,0.000000,3.103930e-52,27,6,92,7,20,3,120,196,36,152,805,69,5,8,132,32
38,222.000000,16,0.000000,3.280617e-52,27,6,93,7,21,3,120,219,36,186,805,70,3,11,132,26
39,226.000000,16,0.000000,3.532886e-52,28,7,91,6,19,2,121,206,34,181,807,71,4,8,133,30
40,219.000000,16,0.000000,4.061716e-52,28,8,94,6,21,3,121,149,33,186,805,72,4,11,135,25
41,212.000000,16,0.000000,5.381925e-52,28,6,92,7,21,1,121,176,34,192,803,71,5,10,132,31
42,215.000000,16,0.000000,3.775357e-52,28,6,93,7,20,3,120,195,35,131,805,70,5,9,131,32
43,216.000000,16,0.000000,7.115246e-52,28,5,94,7,21,1,119,233,36,201,807,72,4,10,134,30
44,220.000000,16,0.000000,3.495701e-52,27,7,90,7,21,2,121,232,35,122,806,70,5,11,131,29
45,218.000000,16,0.000000,4.552761e-52,28,6,91,7,21,2,120,154,36,183,801,72,5,11,131,29
46,211.000000,16,0.000000,5.166163e-52,28,7,94,5,21,3,121,173,35,160,803,71,4,9,134,32
47,216.000000,16,0.000000,6.905321e-52,27,5,93,7,21,3,120,190,35,169,801,70,5,11,135,31
48,216.000000,16,0.000000,6.082675e-52,28,7,87,6,19,3,120,158,36,198,807,71,4,11,135,30
49,219.000000,16,0.000000,4.033094e-52,27,7,93,7,21,3,121,179,32,173,802,71,4,9,134,29
50,212.000000,16,0.000000,4.435738e-52,28,7,92,7,20,3,120,157,35,180,803,71,3,9,135,32
