Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
1,14270.394000,3,0.002200,6.426388e-51,28,6,94,7,21,3,121,175,36,171,807,72,5,11,135,32
2,14040.906000,3,0.004300,6.714137e-51,28,6,94,7,21,3,121,175,36,174,807,72,5,11,135,32
3,14159.011000,3,0.001600,5.328680e-51,28,6,94,7,21,3,121,171,36,164,807,72,5,11,135,32
4,14009.301000,3,0.004900,7.126222e-51,28,6,94,7,21,3,121,180,36,172,807,72,5,11,135,32
5,14124.441000,3,0.002600,7.211481e-51,28,6,94,7,21,3,121,179,36,174,807,72,5,11,135,32
6,14116.989000,3,0.004000,7.353579e-51,28,6,94,7,21,3,121,181,36,173,807,72,5,11,135,32
7,14150.291000,3,0.003700,6.799396e-51,28,6,94,7,21,3,121,179,36,170,807,72,5,11,135,32
8,14375.784000,3,0.002300,7.476138e-51,28,6,94,7,21,3,121,182,36,173,807,72,5,11,135,32
9,14366.428000,3,0.002300,7.021424e-51,28,6,94,7,21,3,121,180,36,171,807,72,5,11,135,32
10,13885.197000,3,0.002800,6.266528e-51,28,6,94,7,21,3,121,177,36,167,807,72,5,11,135,32
11,13800.815000,3,0.002500,5.286051e-51,28,6,94,7,21,3,121,169,36,166,807,72,5,11,135,32
12,13880.118000,3,0.007200,8.280769e-51,28,6,94,7,21,3,121,184,36,178,807,72,5,11,135,32
13,14650.638000,3,0.001600,5.836681e-51,28,6,94,7,21,3,121,174,36,166,807,72,5,11,135,32
14,14544.090000,3,0.002800,6.181269e-51,28,6,94,7,21,3,121,179,36,164,807,72,5,11,135,32
15,14441.191000,3,0.002100,6.167059e-51,28,6,94,7,21,3,121,177,36,166,807,72,5,11,135,32
16,14878.377000,3,0.001900,6.580920e-51,28,6,94,7,21,3,121,178,36,169,807,72,5,11,135,32
17,14516.894000,3,0.005300,6.682165e-51,28,6,94,7,21,3,121,178,36,170,807,72,5,11,135,32
18,14676.162000,3,0.005400,7.673299e-51,28,6,94,7,21,3,121,181,36,176,807,72,5,11,135,32
19,14670.574000,3,0.003100,6.447703e-51,28,6,94,7,21,3,121,176,36,170,807,72,5,11,135,32
20,14483.705000,3,0.002900,6.714137e-51,28,6,94,7,21,3,121,175,36,174,807,72,5,11,135,32
21,13410.851000,3,0.005100,7.335816e-51,28,6,94,7,21,3,121,180,36,174,807,72,5,11,135,32
22,13692.278000,3,0.002700,5.648401e-51,28,6,94,7,21,3,121,174,36,164,807,72,5,11,135,32
23,13937.815000,3,0.001500,4.859756e-51,28,6,94,7,21,3,121,169,36,161,807,72,5,11,135,32
24,13896.557000,3,0.002300,5.449464e-51,28,6,94,7,21,3,121,173,36,163,807,72,5,11,135,32
25,13815.092000,3,0.004900,7.584488e-51,28,6,94,7,21,3,121,182,36,174,807,72,5,11,135,32
26,13534.778000,3,0.002600,5.930821e-51,28,6,94,7,21,3,121,174,36,167,807,72,5,11,135,32
27,13207.936000,3,0.003300,6.378430e-51,28,6,94,7,21,3,121,178,36,167,807,72,5,11,135,32
28,12886.359000,3,0.003700,6.350011e-51,28,6,94,7,21,3,121,176,36,169,807,72,5,11,135,32
29,12773.096000,3,0.002500,6.426388e-51,28,6,94,7,21,3,121,175,36,171,807,72,5,11,135,32
30,12876.666000,3,0.001700,4.801141e-51,28,6,94,7,21,3,121,172,36,157,807,72,5,11,135,32
31,14969.776000,3,0.002500,5.911283e-51,28,6,94,7,21,3,121,173,36,168,807,72,5,11,135,32
32,15156.536000,3,0.002100,6.902417e-51,28,6,94,7,21,3,121,179,36,171,807,72,5,11,135,32
33,15266.986000,3,0.001100,5.554261e-51,28,6,94,7,21,3,121,174,36,163,807,72,5,11,135,32
34,15216.957000,3,0.001700,5.769184e-51,28,6,94,7,21,3,121,177,36,162,807,72,5,11,135,32
35,15194.471000,3,0.002300,6.799396e-51,28,6,94,7,21,3,121,179,36,170,807,72,5,11,135,32
36,15004.982000,3,0.001400,4.575560e-51,28,6,94,7,21,3,121,167,36,160,807,72,5,11,135,32
37,14927.342000,3,0.003700,6.465465e-51,28,6,94,7,21,3,121,177,36,169,807,72,5,11,135,32
38,15135.355000,3,0.004800,7.021424e-51,28,6,94,7,21,3,121,180,36,171,807,72,5,11,135,32
39,14678.766000,3,0.003900,6.820711e-51,28,6,94,7,21,3,121,181,36,168,807,72,5,11,135,32
40,14925.466000,3,0.004100,7.126222e-51,28,6,94,7,21,3,121,180,36,172,807,72,5,11,135,32
41,14708.698000,3,0.001400,6.580920e-51,28,6,94,7,21,3,121,178,36,169,807,72,5,11,135,32
42,14769.065000,3,0.002700,7.289634e-51,28,6,94,7,21,3,121,178,36,176,807,72,5,11,135,32
43,15021.020000,3,0.005800,7.929076e-51,28,6,94,7,21,3,121,183,36,176,807,72,5,11,135,32
44,14926.295000,3,0.001300,4.795812e-51,28,6,94,7,21,3,121,171,36,158,807,72,5,11,135,32
45,14875.798000,3,0.005100,7.021424e-51,28,6,94,7,21,3,121,180,36,171,807,72,5,11,135,32
46,15037.914000,3,0.003600,6.138640e-51,28,6,94,7,21,3,121,175,36,168,807,72,5,11,135,32
47,15044.757000,3,0.002400,7.005438e-51,28,6,94,7,21,3,121,179,36,172,807,72,5,11,135,32
48,14809.700000,3,0.003200,6.138640e-51,28,6,94,7,21,3,121,175,36,168,807,72,5,11,135,32
49,14849.729000,3,0.003200,6.479675e-51,28,6,94,7,21,3,121,178,36,168,807,72,5,11,135,32
50,14890.906000,3,0.003900,7.818950e-51,28,6,94,7,21,3,121,183,36,175,807,72,5,11,135,32
