Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,14280.110000, 1024.000000,1500.700000,2560.000000,16384.000000,18.100000
2,14942.704000, 1024.000000,1482.000000,2584.000000,16384.000000,18.700000
3,14327.661000, 1024.000000,1539.000000,2576.000000,16384.000000,18.400000
4,15034.799000, 1024.000000,1535.800000,2648.000000,16384.000000,19.100000
5,15018.466000, 1024.000000,1487.400000,2560.000000,16384.000000,18.300000
6,14533.409000, 1024.000000,1407.000000,2560.000000,16384.000000,19.400000
7,14226.875000, 1024.000000,1542.400000,2636.000000,16384.000000,19.400000
8,13878.343000, 1024.000000,1503.100000,2840.000000,16384.000000,19.200000
9,13668.568000, 1024.000000,1451.700000,2700.000000,16384.000000,18.800000
10,15404.988000, 1024.000000,1522.700000,2612.000000,16384.000000,19.200000
11,13950.735000, 1024.000000,1552.700000,2560.000000,16384.000000,18.900000
12,14178.677000, 1024.000000,1613.200000,2720.000000,16384.000000,19.100000
13,14558.276000, 1024.000000,1425.300000,2728.000000,16384.000000,19.300000
14,14409.554000, 1024.000000,1280.700000,2560.000000,16384.000000,18.700000
15,14530.662000, 1024.000000,1292.500000,2560.000000,16384.000000,18.400000
16,14694.122000, 1024.000000,1430.600000,2576.000000,16384.000000,18.900000
17,15155.278000, 1024.000000,1396.500000,2560.000000,16384.000000,19.000000
18,15226.642000, 1024.000000,1551.900000,2708.000000,16384.000000,18.000000
19,15241.078000, 1024.000000,1435.700000,2560.000000,16384.000000,19.400000
20,15698.671000, 1024.000000,1473.800000,2560.000000,16384.000000,18.500000
21,14383.386000, 1024.000000,1367.100000,2632.000000,16384.000000,19.500000
22,15013.903000, 1024.000000,1309.700000,2256.000000,16384.000000,19.100000
23,14337.114000, 1024.000000,1537.700000,2560.000000,16384.000000,19.100000
24,15063.062000, 1024.000000,1484.200000,2560.000000,16384.000000,18.300000
25,14938.620000, 1024.000000,1493.400000,2560.000000,16384.000000,18.800000
26,14696.844000, 1024.000000,1385.600000,2560.000000,16384.000000,19.100000
27,14338.160000, 1024.000000,1530.900000,3072.000000,16384.000000,18.500000
28,13810.690000, 1024.000000,1491.200000,2572.000000,16384.000000,19.100000
29,13657.556000, 1024.000000,1445.400000,2560.000000,16384.000000,18.200000
30,15339.189000, 1024.000000,1446.600000,2652.000000,16384.000000,19.500000
31,13649.508000, 1024.000000,1298.200000,2592.000000,16384.000000,19.300000
32,13890.514000, 1024.000000,1538.800000,2604.000000,16384.000000,18.600000
33,14361.754000, 1024.000000,1317.200000,2616.000000,16384.000000,18.300000
34,14365.442000, 1024.000000,1543.600000,2660.000000,16384.000000,18.900000
35,14429.822000, 1024.000000,1461.400000,2560.000000,16384.000000,18.800000
36,14689.823000, 1024.000000,1458.300000,2560.000000,16384.000000,18.300000
37,14998.231000, 1024.000000,1459.200000,2632.000000,16384.000000,18.800000
38,15082.447000, 1024.000000,1520.900000,2592.000000,16384.000000,19.100000
39,15212.468000, 1024.000000,1557.900000,2904.000000,16384.000000,18.900000
40,15499.758000, 1024.000000,1777.400000,2968.000000,16384.000000,18.300000
41,13780.536000, 1024.000000,1370.000000,2560.000000,16384.000000,18.800000
42,13855.564000, 1024.000000,1537.900000,2632.000000,16384.000000,19.200000
43,14352.013000, 1024.000000,1368.100000,2560.000000,16384.000000,19.300000
44,14293.729000, 1024.000000,1559.900000,2688.000000,16384.000000,19.200000
45,14510.100000, 1024.000000,1319.300000,2580.000000,16384.000000,18.300000
46,14680.542000, 1024.000000,1490.400000,2712.000000,16384.000000,18.100000
47,15162.746000, 1024.000000,1401.800000,2560.000000,16384.000000,19.300000
48,15116.222000, 1024.000000,1301.900000,2376.000000,16384.000000,19.000000
49,15138.040000, 1024.000000,1556.200000,2572.000000,16384.000000,19.500000
50,15541.580000, 1024.000000,1541.000000,2560.000000,16384.000000,19.200000
