Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,22489.506000, 1024.000000,1306.800000,2752.000000,16384.000000,19.000000
2,23128.392000, 1024.000000,1410.400000,2560.000000,16384.000000,19.300000
3,22253.801000, 1024.000000,1525.700000,2560.000000,16384.000000,18.700000
4,23078.414000, 1024.000000,1814.900000,3216.000000,16384.000000,18.300000
5,23124.786000, 1024.000000,1509.200000,2672.000000,16384.000000,19.400000
6,22646.326000, 1024.000000,1801.200000,3016.000000,16384.000000,18.900000
7,22396.895000, 1024.000000,1535.600000,2632.000000,16384.000000,18.500000
8,21850.422000, 1024.000000,1544.300000,2616.000000,16384.000000,19.000000
9,21662.685000, 1024.000000,1406.300000,2560.000000,16384.000000,18.300000
10,23413.170000, 1024.000000,1528.900000,2648.000000,16384.000000,18.300000
11,21733.169000, 1024.000000,1383.600000,2560.000000,16384.000000,18.500000
12,22402.146000, 1024.000000,1556.000000,2608.000000,16384.000000,19.100000
13,21476.190000, 1024.000000,1558.600000,2700.000000,16384.000000,18.700000
14,22364.989000, 1024.000000,1454.800000,3160.000000,16384.000000,18.900000
15,22503.567000, 1024.000000,1537.400000,2784.000000,16384.000000,19.000000
16,21929.775000, 1024.000000,1489.400000,2736.000000,16384.000000,19.000000
17,21702.540000, 1024.000000,1772.700000,2972.000000,16384.000000,18.900000
18,21113.136000, 1024.000000,1529.500000,2852.000000,16384.000000,19.000000
19,20994.237000, 1024.000000,1466.100000,2560.000000,16384.000000,19.300000
20,23331.309000, 1024.000000,1517.800000,2848.000000,16384.000000,19.000000
21,20651.883000, 1024.000000,1538.000000,2592.000000,16384.000000,19.200000
22,20668.481000, 1024.000000,1609.100000,2808.000000,16384.000000,19.200000
23,21040.439000, 1024.000000,1539.900000,2576.000000,16384.000000,18.300000
24,21323.912000, 1024.000000,2021.100000,3552.000000,16384.000000,19.000000
25,21248.284000, 1024.000000,1371.200000,2560.000000,16384.000000,19.300000
26,21510.559000, 1024.000000,1503.800000,2676.000000,16384.000000,19.100000
27,22258.695000, 1024.000000,1546.500000,2676.000000,16384.000000,18.000000
28,22315.351000, 1024.000000,1514.300000,2560.000000,16384.000000,18.100000
29,22340.643000, 1024.000000,1483.800000,2780.000000,16384.000000,18.900000
30,23095.711000, 1024.000000,1535.100000,2672.000000,16384.000000,18.700000
31,20571.572000, 1024.000000,1298.000000,2560.000000,16384.000000,18.500000
32,20790.431000, 1024.000000,1547.300000,2736.000000,16384.000000,19.000000
33,20927.203000, 1024.000000,1527.800000,2612.000000,16384.000000,19.100000
34,21207.251000, 1024.000000,1294.200000,2412.000000,16384.000000,19.100000
35,21193.591000, 1024.000000,1594.300000,2688.000000,16384.000000,19.300000
36,21179.264000, 1024.000000,1538.100000,2708.000000,16384.000000,19.100000
37,21428.620000, 1024.000000,1606.900000,2784.000000,16384.000000,19.300000
38,21481.285000, 1024.000000,1678.700000,3188.000000,16384.000000,19.100000
39,21250.838000, 1024.000000,1546.300000,2680.000000,16384.000000,19.100000
40,21158.476000, 1024.000000,1655.500000,2824.000000,16384.000000,18.700000
41,20839.632000, 1024.000000,1295.700000,2560.000000,16384.000000,18.600000
42,21938.888000, 1024.000000,1565.500000,2708.000000,16384.000000,19.100000
43,21019.608000, 1024.000000,1497.700000,2640.000000,16384.000000,19.200000
44,21998.057000, 1024.000000,1600.500000,2708.000000,16384.000000,18.700000
45,21872.120000, 1024.000000,1590.700000,2808.000000,16384.000000,18.800000
46,21289.031000, 1024.000000,1605.400000,2700.000000,16384.000000,19.300000
47,21243.302000, 1024.000000,1626.600000,3080.000000,16384.000000,19.100000
48,20862.619000, 1024.000000,1553.800000,2640.000000,16384.000000,18.700000
49,20417.600000, 1024.000000,1410.100000,2640.000000,16384.000000,18.900000
50,22800.233000, 1024.000000,1566.400000,2732.000000,16384.000000,18.600000
