Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,21237.461000, 1024.000000,1535.200000,2560.000000,16384.000000,19.100000
2,21996.407000, 1024.000000,1541.600000,2696.000000,16384.000000,19.100000
3,21276.163000, 1024.000000,1545.900000,2600.000000,16384.000000,18.800000
4,21973.518000, 1024.000000,1539.500000,2732.000000,16384.000000,18.900000
5,21961.757000, 1024.000000,1584.300000,2696.000000,16384.000000,18.900000
6,21495.724000, 1024.000000,1547.100000,2664.000000,16384.000000,18.600000
7,21203.863000, 1024.000000,1573.100000,2680.000000,16384.000000,19.000000
8,20899.075000, 1024.000000,1520.700000,2588.000000,16384.000000,18.000000
9,20627.272000, 1024.000000,1468.300000,2560.000000,16384.000000,18.900000
10,22324.250000, 1024.000000,1517.900000,2840.000000,16384.000000,18.000000
11,22023.515000, 1024.000000,1496.900000,2560.000000,16384.000000,18.800000
12,22174.424000, 1024.000000,1457.200000,2592.000000,16384.000000,19.000000
13,22597.430000, 1024.000000,1534.500000,2624.000000,16384.000000,18.700000
14,22806.149000, 1024.000000,1388.900000,2560.000000,16384.000000,18.900000
15,22819.214000, 1024.000000,1406.700000,2560.000000,16384.000000,18.900000
16,22814.643000, 1024.000000,1424.500000,2768.000000,16384.000000,19.400000
17,23067.748000, 1024.000000,1550.400000,2996.000000,16384.000000,19.300000
18,22923.321000, 1024.000000,1568.300000,3228.000000,16384.000000,18.900000
19,23059.373000, 1024.000000,1541.500000,2804.000000,16384.000000,19.100000
20,22908.885000, 1024.000000,1468.500000,2648.000000,16384.000000,18.100000
21,20462.630000, 1024.000000,1494.300000,2560.000000,16384.000000,19.000000
22,21354.545000, 1024.000000,1664.700000,2904.000000,16384.000000,18.900000
23,20523.581000, 1024.000000,1448.100000,2592.000000,16384.000000,19.100000
24,21233.292000, 1024.000000,1538.400000,2748.000000,16384.000000,19.100000
25,21368.756000, 1024.000000,1544.700000,2688.000000,16384.000000,18.900000
26,20711.892000, 1024.000000,1612.100000,2700.000000,16384.000000,18.100000
27,20663.574000, 1024.000000,1533.100000,2736.000000,16384.000000,19.300000
28,20302.804000, 1024.000000,1521.800000,2688.000000,16384.000000,19.200000
29,20123.083000, 1024.000000,1608.100000,2704.000000,16384.000000,18.100000
30,22397.533000, 1024.000000,1678.700000,2948.000000,16384.000000,19.000000
31,19790.456000, 1024.000000,1560.500000,2808.000000,16384.000000,18.800000
32,19928.769000, 1024.000000,1699.200000,2816.000000,16384.000000,19.200000
33,20160.970000, 1024.000000,1574.400000,2580.000000,16384.000000,18.900000
34,20229.310000, 1024.000000,1510.200000,2592.000000,16384.000000,18.500000
35,20403.966000, 1024.000000,1562.800000,2672.000000,16384.000000,19.100000
36,20568.591000, 1024.000000,1549.700000,2688.000000,16384.000000,18.100000
37,21066.840000, 1024.000000,1514.200000,2652.000000,16384.000000,17.900000
38,21099.198000, 1024.000000,1521.000000,2676.000000,16384.000000,18.600000
39,21093.595000, 1024.000000,1541.200000,2652.000000,16384.000000,19.300000
40,22350.027000, 1024.000000,1645.100000,2844.000000,16384.000000,19.300000
41,19846.127000, 1024.000000,1538.500000,2616.000000,16384.000000,18.700000
42,19880.159000, 1024.000000,1731.300000,3072.000000,16384.000000,19.400000
43,20052.901000, 1024.000000,1492.200000,2688.000000,16384.000000,19.100000
44,20120.469000, 1024.000000,1516.000000,2588.000000,16384.000000,19.100000
45,20315.072000, 1024.000000,1565.500000,2952.000000,16384.000000,19.100000
46,20293.987000, 1024.000000,1633.900000,3072.000000,16384.000000,18.500000
47,20657.035000, 1024.000000,1495.700000,2776.000000,16384.000000,19.000000
48,20621.252000, 1024.000000,1700.500000,2808.000000,16384.000000,19.400000
49,20420.931000, 1024.000000,1645.800000,3056.000000,16384.000000,18.800000
50,20298.037000, 1024.000000,1575.100000,3072.000000,16384.000000,18.800000
