Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
1,519.000000,16,0.000000,2.929353e-51,28,7,94,7,19,3,121,254,36,259,807,72,3,9,135,27
2,525.000000,16,0.000000,1.721140e-51,28,8,91,7,21,2,120,214,35,223,805,69,5,11,130,28
3,541.000000,16,0.000000,1.520821e-51,28,8,93,7,21,3,118,228,34,223,806,71,4,10,132,27
4,520.000000,16,0.000000,1.540392e-51,28,6,94,7,21,3,121,164,36,254,800,71,5,8,132,32
5,518.000000,16,0.000000,2.996763e-51,28,6,88,6,21,1,121,192,36,315,806,72,5,11,135,32
6,527.000000,16,0.000000,2.060763e-51,28,7,90,7,20,2,121,203,35,275,802,70,5,11,133,27
7,532.000000,16,0.000000,1.966583e-51,28,8,91,6,21,3,121,236,31,191,803,70,5,11,133,31
8,524.000000,16,0.000000,2.254814e-51,28,8,93,7,21,3,121,237,35,205,801,70,4,11,129,29
9,516.000000,16,0.000000,2.343613e-51,26,8,91,7,20,3,121,257,36,157,806,72,4,10,134,32
10,526.000000,16,0.000000,1.572981e-51,26,8,92,7,21,2,120,260,36,209,805,69,4,9,135,32
11,527.000000,16,0.000000,3.602734e-51,27,7,88,7,21,2,121,274,35,207,805,71,5,10,134,30
12,535.000000,16,0.000000,1.938744e-51,28,7,94,6,20,3,119,244,35,181,805,70,5,11,130,32
13,527.000000,16,0.000000,1.655430e-51,28,5,91,7,20,3,121,217,34,192,806,72,5,10,135,29
14,538.000000,16,0.000000,2.785072e-51,28,7,88,7,19,3,121,185,35,198,804,71,5,11,134,32
15,524.000000,16,0.000000,2.728794e-51,27,7,94,7,20,3,121,224,33,188,803,70,5,10,135,31
16,533.000000,16,0.000000,1.568611e-51,28,8,90,7,20,2,119,264,33,186,806,72,5,8,134,31
17,532.000000,16,0.000000,2.257325e-51,28,7,94,7,21,3,121,323,36,223,803,72,3,8,133,27
18,521.000000,16,0.000000,5.878723e-51,27,8,92,7,20,3,121,212,36,189,807,72,5,10,134,29
19,531.000000,16,0.000000,2.503693e-51,28,6,92,6,21,2,120,252,35,237,804,71,5,10,131,32
20,530.000000,16,0.000000,2.022838e-51,27,8,93,6,20,2,121,188,34,260,806,72,4,11,131,32
21,528.000000,16,0.000000,2.003185e-51,28,6,92,7,20,2,120,203,34,308,805,72,4,11,132,29
22,518.000000,16,0.000000,1.642579e-51,28,8,87,6,21,2,121,224,33,207,806,71,4,11,134,30
23,536.000000,16,0.000000,1.550920e-51,27,7,89,7,21,3,121,280,36,124,806,72,4,10,135,31
24,535.000000,16,0.000000,3.330658e-51,28,8,91,7,20,2,120,270,36,159,804,70,4,11,134,32
25,536.000000,16,0.000000,3.269450e-51,28,8,94,6,21,3,120,217,36,240,803,72,3,11,133,29
26,541.000000,16,0.000000,2.759823e-51,26,8,93,6,21,3,121,245,36,196,805,70,4,11,134,31
27,530.000000,16,0.000000,2.426813e-51,28,7,88,6,21,3,121,255,34,182,803,72,4,11,132,32
28,540.000000,16,0.000000,1.822586e-51,27,6,94,7,21,3,119,236,34,238,803,71,5,9,132,31
29,534.000000,16,0.000000,3.049259e-51,28,7,89,7,20,3,121,186,35,256,799,72,4,11,135,30
30,524.000000,16,0.000000,2.037437e-51,28,7,94,7,21,3,119,171,36,279,803,69,5,9,135,28
31,529.000000,16,0.000000,2.292240e-51,28,5,93,6,21,2,121,262,34,244,806,72,5,10,134,29
32,534.000000,16,0.000000,2.233309e-51,27,8,91,7,21,3,121,278,36,149,804,72,4,8,134,31
33,557.000000,16,0.000000,3.127675e-51,28,7,93,6,21,2,121,239,36,190,803,72,4,10,134,30
34,524.000000,16,0.000000,2.810143e-51,27,7,91,6,21,2,121,242,35,200,800,72,5,11,134,31
35,525.000000,16,0.000000,2.600474e-51,28,6,90,6,21,3,120,293,35,166,806,72,4,11,133,31
36,522.000000,16,0.000000,1.952452e-51,27,7,88,7,20,3,120,207,36,161,804,72,5,11,134,31
37,532.000000,16,0.000000,2.993452e-51,27,8,88,7,21,2,121,226,36,178,803,72,5,11,134,29
38,524.000000,16,0.000000,2.605053e-51,28,5,94,7,21,3,121,222,34,230,799,71,5,10,134,32
39,527.000000,16,0.000000,1.447949e-51,28,6,88,6,20,3,119,200,36,235,807,71,4,10,135,32
40,533.000000,16,0.000000,1.797019e-51,27,8,93,6,20,3,120,210,35,173,804,71,5,11,133,29
41,528.000000,16,0.000000,2.350961e-51,28,6,93,7,20,2,120,157,35,310,803,72,5,11,134,30
42,517.000000,16,0.000000,1.339782e-51,27,7,94,7,20,1,121,189,35,179,801,72,5,11,135,32
43,532.000000,16,0.000000,7.481406e-51,28,8,89,6,21,2,121,226,35,214,807,72,5,11,133,32
44,534.000000,16,0.000000,2.422727e-51,28,6,88,7,19,3,121,287,36,218,806,72,5,9,134,27
45,529.000000,16,0.000000,2.388051e-51,28,7,93,7,20,2,121,214,36,221,806,72,5,9,130,29
46,548.000000,16,0.000000,2.105356e-51,28,6,90,7,20,2,121,236,36,247,804,72,4,10,132,29
47,542.000000,16,0.000000,3.523561e-51,28,7,93,7,18,3,120,188,36,246,802,72,4,11,135,32
48,535.000000,16,0.000000,3.497191e-51,28,7,92,6,20,3,121,177,36,253,805,70,5,10,133,31
49,519.000000,16,0.000000,2.168279e-51,28,7,91,7,21,3,121,256,31,172,802,70,5,10,135,32
50,540.000000,16,0.000000,2.406983e-51,28,6,89,7,21,3,121,221,35,171,801,72,4,11,134,32
