Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
1,359.000000,16,0.000000,7.167597e-52,27,7,94,7,19,3,121,219,36,209,797,71,3,11,131,32
2,362.000000,16,0.000000,9.629239e-52,28,6,94,7,19,2,121,229,32,184,802,72,4,11,135,30
3,358.000000,16,0.000000,9.370723e-52,28,6,94,7,19,2,121,186,35,295,806,72,4,8,134,28
4,365.000000,16,0.000000,8.309181e-52,28,8,90,7,21,3,120,243,34,130,801,72,4,11,133,28
5,364.000000,16,0.000000,8.829160e-52,27,7,91,7,19,2,121,198,34,211,799,72,4,11,133,32
6,364.000000,16,0.000000,1.095232e-51,27,7,94,7,19,2,119,234,35,198,807,70,4,11,134,29
7,347.000000,16,0.000000,8.783660e-52,28,8,90,7,20,1,121,224,36,213,801,72,3,10,134,30
8,353.000000,16,0.000000,5.274116e-52,28,7,92,5,21,3,119,239,34,143,805,72,4,11,133,30
9,359.000000,16,0.000000,7.380653e-52,28,7,93,6,21,1,121,175,36,197,802,69,5,11,135,29
10,354.000000,16,0.000000,1.390792e-51,28,6,87,7,21,2,120,193,34,271,807,72,4,11,131,32
11,358.000000,16,0.000000,1.097162e-51,28,6,92,7,19,3,121,206,36,177,799,72,5,11,132,28
12,357.000000,16,0.000000,9.967065e-52,27,8,93,6,21,3,120,206,31,203,807,71,5,9,134,30
13,374.000000,16,0.000000,8.166550e-52,28,6,92,6,21,2,119,255,34,199,805,71,4,11,132,29
14,353.000000,16,0.000000,1.077447e-51,28,6,86,6,21,3,121,259,36,134,807,70,5,10,135,32
15,367.000000,16,0.000000,7.227455e-52,28,7,90,7,21,2,120,157,33,217,807,69,5,10,134,30
16,368.000000,16,0.000000,1.251684e-51,28,7,94,5,21,2,120,280,34,193,805,72,3,11,134,32
17,364.000000,16,0.000000,1.496281e-51,27,7,92,7,20,3,121,261,36,154,807,72,4,10,135,26
18,359.000000,16,0.000000,1.388475e-51,28,8,94,7,21,1,121,167,36,174,803,71,5,11,131,32
19,366.000000,16,0.000000,1.269790e-51,28,8,93,7,21,3,121,161,35,188,805,71,4,9,135,27
20,364.000000,16,0.000000,1.031134e-51,28,6,94,7,20,2,119,233,36,227,807,72,4,8,134,28
21,358.000000,16,0.000000,1.114049e-51,28,5,94,7,21,3,119,184,36,240,805,72,4,9,134,30
22,359.000000,16,0.000000,1.204066e-51,27,7,92,7,19,2,120,211,36,275,805,72,3,10,134,30
23,373.000000,16,0.000000,1.407115e-51,28,7,92,6,21,1,121,229,36,168,807,71,5,10,134,29
24,361.000000,16,0.000000,6.856799e-52,28,6,89,7,21,2,121,197,36,169,807,70,5,9,130,32
25,366.000000,16,0.000000,8.015038e-52,28,8,90,7,20,2,121,143,36,187,802,72,4,10,135,31
26,366.000000,16,0.000000,8.129528e-52,28,7,93,7,18,2,121,177,34,231,802,72,4,11,133,29
27,363.000000,16,0.000000,1.081803e-51,27,6,94,7,21,3,121,191,33,202,803,71,5,10,132,29
28,366.000000,16,0.000000,1.616060e-51,27,8,92,7,21,1,121,201,33,213,803,70,5,11,135,31
29,366.000000,16,0.000000,1.281231e-51,27,6,90,7,20,2,121,236,36,147,807,72,4,11,134,32
30,358.000000,16,0.000000,1.059713e-51,27,7,92,6,21,3,121,194,34,142,805,72,5,11,133,30
31,371.000000,16,0.000000,6.848787e-52,28,8,84,7,20,1,121,176,36,187,805,72,5,11,133,32
32,358.000000,16,0.000000,9.690083e-52,28,8,88,7,18,1,121,220,35,215,805,71,5,10,132,32
33,369.000000,16,0.000000,7.121339e-52,28,6,88,6,21,2,121,299,36,134,804,71,5,11,135,27
34,359.000000,16,0.000000,6.790526e-52,28,8,94,6,19,3,120,203,33,164,806,71,4,11,134,27
35,359.000000,16,0.000000,9.286960e-52,28,7,93,6,20,2,120,242,35,152,807,69,5,9,135,30
36,372.000000,16,0.000000,7.936186e-52,28,5,93,7,20,3,121,247,35,179,799,70,4,11,132,31
37,357.000000,16,0.000000,1.335131e-51,28,8,90,6,19,3,120,166,36,207,805,71,5,10,133,30
38,354.000000,16,0.000000,1.670847e-51,27,7,92,7,21,3,121,188,36,223,800,72,4,8,135,31
39,357.000000,16,0.000000,9.690202e-52,28,5,89,7,21,3,121,187,34,223,807,72,4,10,132,31
40,353.000000,16,0.000000,1.109542e-51,28,8,94,7,21,1,119,161,36,251,806,70,4,11,134,29
41,353.000000,16,0.000000,7.737781e-52,27,7,90,7,21,3,121,186,36,131,806,71,5,11,132,29
42,357.000000,16,0.000000,2.337241e-51,28,8,92,7,20,3,121,192,36,162,803,72,5,11,131,28
43,378.000000,16,0.000000,1.030761e-51,28,6,94,6,21,3,121,178,32,219,806,72,4,11,134,28
44,356.000000,16,0.000000,8.587854e-52,28,6,90,7,20,3,120,164,36,160,803,72,5,11,134,29
45,354.000000,16,0.000000,7.043100e-52,28,6,93,7,20,3,120,193,36,169,798,69,5,9,135,31
46,366.000000,16,0.000000,1.268733e-51,28,7,94,7,21,3,121,196,35,155,802,70,4,11,133,28
47,361.000000,16,0.000000,1.983046e-51,28,6,94,6,20,3,119,210,35,186,806,72,4,11,135,31
48,358.000000,16,0.000000,8.157693e-52,28,8,90,6,21,3,120,180,36,185,804,72,5,7,134,31
49,357.000000,16,0.000000,1.461081e-51,27,6,89,7,19,2,121,223,35,190,807,72,4,11,135,32
50,359.000000,16,0.000000,5.816846e-52,28,7,93,7,19,2,121,186,32,252,806,71,4,10,129,32
