WorkType,Variable,SetIndex,Run,ExecutionTime(s),UsedHeap(MB),nTerms,nUpdates,Probability,BestSize,Tasks,Reduced,OriginMin,OriginMax
9_partitions,2,9,10,12586.570000,904.900000,2,100,0.735800,0.00000001000000000000,T2;T7,32;9,32;9,54;17
9_partitions,3,0,1,16058.183000,730.000000,2,100,0.003900,0.00000031000000000000,T1;T23,294;2,264;2,440;4
9_partitions,3,0,2,15824.352000,723.500000,2,100,0.002000,0.00000003000000000000,T1;T23,266;2,264;2,440;4
9_partitions,3,0,3,9791.876000,851.900000,2,100,0.001900,0.00000019000000000000,T1;T23,282;2,264;2,440;4
9_partitions,3,0,4,12296.592000,759.600000,2,100,0.000800,0.00000001000000000000,T1;T23,264;2,264;2,440;4
9_partitions,3,0,5,12244.241000,708.300000,2,100,0.002100,0.00000028000000000000,T1;T23,291;2,264;2,440;4
9_partitions,3,0,6,12180.605000,763.600000,2,100,0.001500,0.00000012000000000000,T1;T23,275;2,264;2,440;4
9_partitions,3,0,7,12033.620000,757.800000,2,100,0.003000,0.00000029000000000000,T1;T23,292;2,264;2,440;4
9_partitions,3,0,8,12026.700000,711.200000,2,100,0.000800,0.00000001000000000000,T1;T23,264;2,264;2,440;4
9_partitions,3,0,9,11887.823000,741.300000,2,100,0.009300,0.00000019000000000000,T1;T23,282;2,264;2,440;4
9_partitions,3,0,10,11854.579000,749.800000,2,100,0.002600,0.00000020000000000000,T1;T23,283;2,264;2,440;4
9_partitions,3,1,1,15154.455000,632.000000,1,100,0.000800,0.00000030000000000000,T7;T8,5;78,3;69,5;115
9_partitions,3,1,2,15260.086000,639.200000,1,100,0.000700,0.00000075000000000000,T7;T8,5;93,3;69,5;115
9_partitions,3,1,3,12017.109000,758.200000,1,100,0.001100,0.00000051000000000000,T7;T8,5;85,3;69,5;115
9_partitions,3,1,4,11974.145000,702.400000,1,100,0.000900,0.00000057000000000000,T7;T8,5;87,3;69,5;115
9_partitions,3,1,5,11972.889000,746.900000,1,100,0.001600,0.00000063000000000000,T7;T8,5;89,3;69,5;115
9_partitions,3,1,6,11643.335000,761.300000,1,100,0.000300,0.00000012000000000000,T7;T8,5;72,3;69,5;115
9_partitions,3,1,7,11347.159000,741.900000,1,100,0.014300,0.00000060000000000000,T7;T8,5;88,3;69,5;115
9_partitions,3,1,8,11334.692000,780.000000,1,100,0.000600,0.00000051000000000000,T7;T8,5;85,3;69,5;115
9_partitions,3,1,9,11317.673000,932.000000,1,100,0.000300,0.00000009000000000000,T7;T8,5;71,3;69,5;115
9_partitions,3,1,10,10772.379000,1138.500000,1,100,0.001500,0.00000054000000000000,T7;T8,5;86,3;69,5;115
9_partitions,3,2,1,15138.797000,765.300000,2,100,0.000300,0.00000004000000000000,T7;T23,13;7,12;6,20;12
9_partitions,3,2,2,15093.645000,860.500000,2,100,0.000500,0.00000036000000000000,T7;T23,17;11,12;6,20;12
9_partitions,3,2,3,12157.825000,754.100000,2,100,0.000400,0.00000018000000000000,T7;T23,14;11,12;6,20;12
9_partitions,3,2,4,12355.552000,762.500000,2,100,0.000300,0.00000030000000000000,T7;T23,16;11,12;6,20;12
9_partitions,3,2,5,12305.092000,871.800000,2,100,0.000400,0.00000036000000000000,T7;T23,17;11,12;6,20;12
9_partitions,3,2,6,11975.785000,756.300000,2,100,0.000100,0.00000018000000000000,T7;T23,14;11,12;6,20;12
9_partitions,3,2,7,12114.211000,764.100000,2,100,0.000100,0.00000030000000000000,T7;T23,16;11,12;6,20;12
9_partitions,3,2,8,11915.913000,762.600000,2,100,0.000100,0.00000018000000000000,T7;T23,14;11,12;6,20;12
9_partitions,3,2,9,11937.732000,901.500000,2,100,0.001400,0.00000036000000000000,T7;T23,17;11,12;6,20;12
9_partitions,3,2,10,11803.596000,856.500000,2,100,0.000100,0.00000018000000000000,T7;T23,14;11,12;6,20;12
9_partitions,3,3,1,14997.015000,716.000000,1,100,0.008300,0.00000005000000000000,T14;T23,3;8,3;4,7;8
9_partitions,3,3,2,13810.651000,920.200000,1,100,0.004600,0.00000005000000000000,T14;T23,3;8,3;4,7;8
9_partitions,3,3,3,11899.062000,660.100000,1,100,0.002700,0.00000005000000000000,T14;T23,3;8,3;4,7;8
9_partitions,3,3,4,11899.575000,727.800000,1,100,0.003200,0.00000005000000000000,T14;T23,3;8,3;4,7;8
9_partitions,3,3,5,11916.272000,703.300000,1,100,0.004000,0.00000005000000000000,T14;T23,3;8,3;4,7;8
9_partitions,3,3,6,11563.543000,743.300000,1,100,0.003700,0.00000005000000000000,T14;T23,3;8,3;4,7;8
9_partitions,3,3,7,11583.962000,749.200000,1,100,0.003200,0.00000005000000000000,T14;T23,3;8,3;4,7;8
9_partitions,3,3,8,11588.978000,702.400000,1,100,0.001200,0.00000005000000000000,T14;T23,3;8,3;4,7;8
9_partitions,3,3,9,11593.789000,748.700000,1,100,0.002800,0.00000005000000000000,T14;T23,3;8,3;4,7;8
9_partitions,3,3,10,11550.450000,708.100000,1,100,0.004500,0.00000005000000000000,T14;T23,3;8,3;4,7;8
9_partitions,3,4,1,7752.800000,907.100000,2,100,0.001500,0.00000208000000000000,T8;T10,54;34,39;22,67;38
9_partitions,3,4,2,7524.218000,1000.100000,2,100,0.003000,0.00000221000000000000,T8;T10,55;34,39;22,67;38
9_partitions,3,4,3,12029.146000,754.800000,2,100,0.001500,0.00000192000000000000,T8;T10,54;33,39;22,67;38
9_partitions,3,4,4,12353.470000,755.000000,2,100,0.001100,0.00000192000000000000,T8;T10,54;33,39;22,67;38
9_partitions,3,4,5,12313.829000,763.000000,2,100,0.004000,0.00000216000000000000,T8;T10,56;33,39;22,67;38
9_partitions,3,4,6,11878.596000,761.200000,2,100,0.002600,0.00000192000000000000,T8;T10,54;33,39;22,67;38
9_partitions,3,4,7,11903.306000,763.100000,2,100,0.001900,0.00000195000000000000,T8;T10,53;34,39;22,67;38
9_partitions,3,4,8,11905.214000,744.300000,2,100,0.001800,0.00000204000000000000,T8;T10,55;33,39;22,67;38
9_partitions,3,4,9,11863.128000,763.400000,2,100,0.001400,0.00000192000000000000,T8;T10,54;33,39;22,67;38
9_partitions,3,4,10,11869.679000,758.800000,2,100,0.000700,0.00000180000000000000,T8;T10,53;33,39;22,67;38
9_partitions,3,5,1,12450.789000,750.900000,2,100,0.001000,0.00000002000000000000,T11;T21,18;7,17;7,29;13
9_partitions,3,5,2,12458.406000,766.000000,2,100,0.001500,0.00000001000000000000,T11;T21,17;7,17;7,29;13
9_partitions,3,5,3,12325.509000,845.900000,2,100,0.082900,0.00000001000000000000,T11;T21,17;7,17;7,29;13
9_partitions,3,5,4,12274.830000,756.600000,2,100,0.003700,0.00000001000000000000,T11;T21,17;7,17;7,29;13
9_partitions,3,5,5,12206.982000,758.000000,2,100,0.003400,0.00000002000000000000,T11;T21,18;7,17;7,29;13
9_partitions,3,5,6,11869.045000,762.300000,2,100,0.003100,0.00000001000000000000,T11;T21,17;7,17;7,29;13
9_partitions,3,5,7,11837.952000,904.400000,2,100,0.003800,0.00000001000000000000,T11;T21,17;7,17;7,29;13
9_partitions,3,5,8,11877.668000,763.000000,2,100,0.035000,0.00000001000000000000,T11;T21,17;7,17;7,29;13
9_partitions,3,5,9,11917.281000,895.500000,2,100,0.001700,0.00000001000000000000,T11;T21,17;7,17;7,29;13
9_partitions,3,5,10,11907.078000,812.200000,2,100,0.018200,0.00000001000000000000,T11;T21,17;7,17;7,29;13
9_partitions,3,6,1,12439.767000,761.500000,2,100,0.006100,0.00000001000000000000,T5;T19,1;4,1;4,3;8
9_partitions,3,6,2,12453.095000,861.800000,2,100,0.078300,0.00000001000000000000,T5;T19,1;4,1;4,3;8
9_partitions,3,6,3,12224.391000,764.500000,2,100,0.012900,0.00000001000000000000,T5;T19,1;4,1;4,3;8
9_partitions,3,6,4,12283.710000,846.300000,2,100,0.010400,0.00000001000000000000,T5;T19,1;4,1;4,3;8
9_partitions,3,6,5,12209.128000,764.200000,2,100,0.014000,0.00000001000000000000,T5;T19,1;4,1;4,3;8
9_partitions,3,6,6,12013.335000,776.600000,2,100,0.016500,0.00000001000000000000,T5;T19,1;4,1;4,3;8
9_partitions,3,6,7,12019.757000,759.800000,2,100,0.006300,0.00000001000000000000,T5;T19,1;4,1;4,3;8
9_partitions,3,6,8,12048.781000,737.500000,2,100,0.011700,0.00000001000000000000,T5;T19,1;4,1;4,3;8
9_partitions,3,6,9,11990.771000,816.100000,2,100,0.013200,0.00000001000000000000,T5;T19,1;4,1;4,3;8
9_partitions,3,6,10,11976.880000,879.900000,2,100,0.008800,0.00000001000000000000,T5;T19,1;4,1;4,3;8
9_partitions,3,7,1,12434.286000,839.000000,2,100,0.000300,0.00000001000000000000,T10;T24,6;5,6;5,12;9
9_partitions,3,7,2,12431.527000,761.300000,2,100,0.001400,0.00000001000000000000,T10;T24,6;5,6;5,12;9
9_partitions,3,7,3,12315.410000,862.000000,2,100,0.000400,0.00000002000000000000,T10;T24,7;5,6;5,12;9
9_partitions,3,7,4,12371.431000,827.600000,2,100,0.000500,0.00000002000000000000,T10;T24,6;6,6;5,12;9
9_partitions,3,7,5,12271.069000,750.200000,2,100,0.000700,0.00000001000000000000,T10;T24,6;5,6;5,12;9
9_partitions,3,7,6,12012.001000,759.200000,2,100,0.001200,0.00000004000000000000,T10;T24,7;6,6;5,12;9
9_partitions,3,7,7,11994.230000,756.700000,2,100,0.001500,0.00000001000000000000,T10;T24,6;5,6;5,12;9
9_partitions,3,7,8,11973.996000,870.500000,2,100,0.000600,0.00000009000000000000,T10;T24,8;7,6;5,12;9
9_partitions,3,7,9,11963.319000,758.300000,2,100,0.000100,0.00000003000000000000,T10;T24,6;7,6;5,12;9
9_partitions,3,7,10,12106.498000,807.300000,2,100,0.000100,0.00000001000000000000,T10;T24,6;5,6;5,12;9
9_partitions,3,8,1,13039.856000,742.000000,2,100,0.009900,0.00000001000000000000,T2;T24,3;4,3;4,7;8
9_partitions,3,8,2,12672.898000,690.200000,2,100,0.094700,0.00000001000000000000,T2;T24,3;4,3;4,7;8
9_partitions,3,8,3,12113.685000,724.100000,2,100,0.152000,0.00000001000000000000,T2;T24,3;4,3;4,7;8
9_partitions,3,8,4,11820.823000,745.300000,2,100,0.021900,0.00000001000000000000,T2;T24,3;4,3;4,7;8
9_partitions,3,8,5,11436.480000,761.200000,2,100,0.033000,0.00000001000000000000,T2;T24,3;4,3;4,7;8
9_partitions,3,8,6,11840.113000,760.300000,2,100,0.015800,0.00000001000000000000,T2;T24,3;4,3;4,7;8
9_partitions,3,8,7,11841.176000,751.500000,2,100,0.017700,0.00000001000000000000,T2;T24,3;4,3;4,7;8
9_partitions,3,8,8,11790.175000,610.000000,2,100,0.035400,0.00000001000000000000,T2;T24,3;4,3;4,7;8
9_partitions,3,8,9,11758.232000,746.300000,2,100,0.119300,0.00000001000000000000,T2;T24,3;4,3;4,7;8
9_partitions,3,8,10,11162.040000,901.600000,2,100,0.107600,0.00000001000000000000,T2;T24,3;4,3;4,7;8
9_partitions,3,9,1,12353.342000,686.300000,1,100,0.010900,0.00000005000000000000,T13;T20,6;10,6;6,12;10
9_partitions,3,9,2,12178.384000,759.000000,2,100,0.013300,0.00000001000000000000,T13;T20,6;6,6;6,12;10
9_partitions,3,9,3,11242.248000,755.500000,1,100,0.008900,0.00000005000000000000,T13;T20,6;10,6;6,12;10
9_partitions,3,9,4,11129.658000,856.600000,2,100,0.007800,0.00000001000000000000,T13;T20,6;6,6;6,12;10
9_partitions,3,9,5,11159.509000,761.900000,2,100,0.047700,0.00000001000000000000,T13;T20,6;6,6;6,12;10
9_partitions,3,9,6,10955.639000,755.900000,1,100,0.005400,0.00000005000000000000,T13;T20,6;10,6;6,12;10
9_partitions,3,9,7,10721.760000,910.300000,2,100,0.012500,0.00000001000000000000,T13;T20,6;6,6;6,12;10
9_partitions,3,9,8,10430.438000,1018.300000,2,100,0.052800,0.00000001000000000000,T13;T20,6;6,6;6,12;10
9_partitions,3,9,9,10638.050000,863.700000,2,100,0.007700,0.00000001000000000000,T13;T20,6;6,6;6,12;10
9_partitions,3,9,10,10056.954000,1086.000000,1,100,0.007300,0.00000005000000000000,T13;T20,6;10,6;6,12;10
9_partitions,4,0,1,16185.122000,651.900000,2,100,0.000400,0.00000108000000000000,T4;T23,2;133,1;80,3;134
9_partitions,4,0,2,16230.685000,721.300000,2,100,0.000400,0.00000001000000000000,T4;T23,1;80,1;80,3;134
9_partitions,4,0,3,11784.408000,719.400000,2,100,0.000100,0.00000054000000000000,T4;T23,1;133,1;80,3;134
9_partitions,4,0,4,11821.217000,759.800000,2,100,0.000100,0.00000001000000000000,T4;T23,1;80,1;80,3;134
9_partitions,4,0,5,11776.514000,747.400000,2,100,0.000200,0.00000090000000000000,T4;T23,2;124,1;80,3;134
9_partitions,4,0,6,14171.268000,667.100000,2,100,0.000200,0.00000104000000000000,T4;T23,2;131,1;80,3;134
9_partitions,4,0,7,14090.600000,695.600000,2,100,0.000300,0.00000039000000000000,T4;T23,1;118,1;80,3;134
9_partitions,4,0,8,14066.242000,676.400000,2,100,0.000800,0.00000001000000000000,T4;T23,1;80,1;80,3;134
9_partitions,4,0,9,13960.172000,764.800000,2,100,0.000100,0.00000108000000000000,T4;T23,2;133,1;80,3;134
9_partitions,4,0,10,13451.892000,760.800000,2,100,0.000200,0.00000108000000000000,T4;T23,2;133,1;80,3;134
9_partitions,4,1,1,15848.193000,663.100000,2,100,0.000300,0.00000024000000000000,T14;T25,16;29,11;26,19;44
9_partitions,4,1,2,15856.313000,718.500000,2,100,0.000200,0.00000040000000000000,T14;T25,18;30,11;26,19;44
9_partitions,4,1,3,11847.822000,747.000000,2,100,0.000300,0.00000054000000000000,T14;T25,19;31,11;26,19;44
9_partitions,4,1,4,11860.559000,712.200000,2,100,0.000300,0.00000036000000000000,T14;T25,19;29,11;26,19;44
9_partitions,4,1,5,12517.694000,755.300000,2,100,0.001200,0.00000020000000000000,T14;T25,14;30,11;26,19;44
9_partitions,4,1,6,13417.227000,815.000000,2,100,0.000900,0.00000030000000000000,T14;T25,16;30,11;26,19;44
9_partitions,4,1,7,13379.482000,911.800000,2,100,0.000200,0.00000054000000000000,T14;T25,19;31,11;26,19;44
9_partitions,4,1,8,13102.597000,901.700000,2,100,0.000400,0.00000072000000000000,T14;T25,19;33,11;26,19;44
9_partitions,4,1,9,12951.892000,780.400000,2,100,0.000100,0.00000015000000000000,T14;T25,13;30,11;26,19;44
9_partitions,4,1,10,12947.802000,892.800000,2,100,0.001200,0.00000042000000000000,T14;T25,17;31,11;26,19;44
9_partitions,4,2,1,15478.275000,751.900000,2,100,0.000400,0.00000160000000000000,T14;T23,42;23,27;14,47;24
9_partitions,4,2,2,15519.027000,741.200000,2,100,0.000200,0.00000153000000000000,T14;T23,43;22,27;14,47;24
9_partitions,4,2,3,12127.956000,818.500000,2,100,0.000100,0.00000168000000000000,T14;T23,47;21,27;14,47;24
9_partitions,4,2,4,12128.678000,756.700000,2,100,0.000100,0.00000150000000000000,T14;T23,41;23,27;14,47;24
9_partitions,4,2,5,12123.976000,764.100000,2,100,0.000100,0.00000170000000000000,T14;T23,43;23,27;14,47;24
9_partitions,4,2,6,12190.767000,759.200000,2,100,0.000500,0.00000170000000000000,T14;T23,43;23,27;14,47;24
9_partitions,4,2,7,12216.834000,761.400000,2,100,0.000200,0.00000200000000000000,T14;T23,46;23,27;14,47;24
9_partitions,4,2,8,12208.475000,851.700000,2,100,0.000200,0.00000180000000000000,T14;T23,44;23,27;14,47;24
9_partitions,4,2,9,12233.616000,761.400000,2,100,0.000200,0.00000190000000000000,T14;T23,45;23,27;14,47;24
9_partitions,4,2,10,12229.250000,751.100000,2,100,0.001700,0.00000189000000000000,T14;T23,47;22,27;14,47;24
9_partitions,4,3,1,15501.784000,766.100000,2,100,0.001600,0.00000399000000000000,T5;T13,12;193,6;137,12;229
9_partitions,4,3,2,15421.247000,724.200000,2,100,0.000800,0.00000420000000000000,T5;T13,12;196,6;137,12;229
9_partitions,4,3,3,12170.756000,906.200000,2,100,0.000300,0.00000406000000000000,T5;T13,12;194,6;137,12;229
9_partitions,4,3,4,12083.530000,757.200000,2,100,0.001700,0.00000483000000000000,T5;T13,12;205,6;137,12;229
9_partitions,4,3,5,12141.955000,892.200000,2,100,0.000500,0.00000294000000000000,T5;T13,12;178,6;137,12;229
9_partitions,4,3,6,12203.979000,915.200000,1,100,0.000600,0.00000315000000000000,T5;T13,12;181,6;137,12;229
9_partitions,4,3,7,12205.633000,895.300000,1,100,0.001000,0.00000350000000000000,T5;T13,12;186,6;137,12;229
9_partitions,4,3,8,12197.245000,740.500000,2,100,0.000200,0.00000364000000000000,T5;T13,12;188,6;137,12;229
9_partitions,4,3,9,12202.463000,723.600000,2,100,0.000500,0.00000378000000000000,T5;T13,12;190,6;137,12;229
9_partitions,4,3,10,12228.038000,824.900000,2,100,0.000300,0.00000413000000000000,T5;T13,12;195,6;137,12;229
9_partitions,4,4,1,15091.507000,717.900000,1,100,0.003200,0.00000003000000000000,T1;T5,13;5,13;3,23;5
9_partitions,4,4,2,12201.115000,753.600000,1,100,0.003200,0.00000003000000000000,T1;T5,13;5,13;3,23;5
9_partitions,4,4,3,11714.420000,733.300000,1,100,0.002000,0.00000003000000000000,T1;T5,13;5,13;3,23;5
9_partitions,4,4,4,11720.237000,750.300000,1,100,0.001400,0.00000003000000000000,T1;T5,13;5,13;3,23;5
9_partitions,4,4,5,11706.976000,762.500000,1,100,0.002900,0.00000003000000000000,T1;T5,13;5,13;3,23;5
9_partitions,4,4,6,12487.658000,720.500000,1,100,0.002900,0.00000003000000000000,T1;T5,13;5,13;3,23;5
9_partitions,4,4,7,12442.590000,719.300000,1,100,0.002400,0.00000003000000000000,T1;T5,13;5,13;3,23;5
9_partitions,4,4,8,12434.675000,653.200000,1,100,0.002300,0.00000003000000000000,T1;T5,13;5,13;3,23;5
9_partitions,4,4,9,12490.226000,757.300000,1,100,0.002700,0.00000003000000000000,T1;T5,13;5,13;3,23;5
9_partitions,4,4,10,12486.723000,761.000000,1,100,0.001700,0.00000003000000000000,T1;T5,13;5,13;3,23;5
9_partitions,4,5,1,10580.348000,884.000000,1,100,0.088900,0.00000005000000000000,T7;T16,10;581,6;581,10;969
9_partitions,4,5,2,10407.973000,902.500000,1,100,0.053000,0.00000005000000000000,T7;T16,10;581,6;581,10;969
9_partitions,4,5,3,12150.585000,760.000000,1,100,0.070400,0.00000005000000000000,T7;T16,10;581,6;581,10;969
9_partitions,4,5,4,12042.286000,762.800000,1,100,0.072000,0.00000005000000000000,T7;T16,10;581,6;581,10;969
9_partitions,4,5,5,12331.085000,760.800000,1,100,0.016900,0.00000005000000000000,T7;T16,10;581,6;581,10;969
9_partitions,4,5,6,12550.493000,750.800000,1,100,0.019500,0.00000005000000000000,T7;T16,10;581,6;581,10;969
9_partitions,4,5,7,12583.086000,654.800000,1,100,0.021200,0.00000005000000000000,T7;T16,10;581,6;581,10;969
9_partitions,4,5,8,12573.616000,756.000000,1,100,0.014000,0.00000005000000000000,T7;T16,10;581,6;581,10;969
9_partitions,4,5,9,12574.217000,755.600000,1,100,0.012600,0.00000005000000000000,T7;T16,10;581,6;581,10;969
9_partitions,4,5,10,12617.183000,808.700000,1,100,0.025100,0.00000005000000000000,T7;T16,10;581,6;581,10;969
9_partitions,4,6,1,13250.644000,860.900000,2,100,0.001800,0.00000003000000000000,T9;T20,18;1,16;1,28;3
9_partitions,4,6,2,13453.232000,874.600000,2,100,0.003100,0.00000004000000000000,T9;T20,19;1,16;1,28;3
9_partitions,4,6,3,8275.080000,934.600000,2,100,0.001100,0.00000003000000000000,T9;T20,18;1,16;1,28;3
9_partitions,4,6,4,7764.830000,990.300000,2,100,0.002200,0.00000006000000000000,T9;T20,21;1,16;1,28;3
9_partitions,4,6,5,7736.865000,1081.800000,2,100,0.006000,0.00000003000000000000,T9;T20,18;1,16;1,28;3
9_partitions,4,6,6,13366.424000,900.000000,2,100,0.003000,0.00000006000000000000,T9;T20,21;1,16;1,28;3
9_partitions,4,6,7,13319.303000,901.800000,2,100,0.000300,0.00000002000000000000,T9;T20,17;1,16;1,28;3
9_partitions,4,6,8,13305.672000,897.800000,2,100,0.002800,0.00000006000000000000,T9;T20,21;1,16;1,28;3
9_partitions,4,6,9,13336.600000,913.500000,2,100,0.004400,0.00000001000000000000,T9;T20,16;1,16;1,28;3
9_partitions,4,6,10,13519.890000,889.200000,2,100,0.000900,0.00000003000000000000,T9;T20,18;1,16;1,28;3
9_partitions,4,7,1,12942.151000,740.400000,2,100,0.000200,0.00000507000000000000,T14;T21,95;53,57;41,95;69
9_partitions,4,7,2,13223.694000,653.900000,2,100,0.001300,0.00001092000000000000,T14;T21,95;68,57;41,95;69
9_partitions,4,7,3,7621.535000,858.500000,2,100,0.000100,0.00000644000000000000,T14;T21,79;68,57;41,95;69
9_partitions,4,7,4,7167.444000,890.200000,2,100,0.000100,0.00000380000000000000,T14;T21,75;60,57;41,95;69
9_partitions,4,7,5,5896.711000,1082.900000,2,100,0.000100,0.00000840000000000000,T14;T21,86;68,57;41,95;69
9_partitions,4,7,6,13147.839000,708.200000,2,100,0.000200,0.00000644000000000000,T14;T21,79;68,57;41,95;69
9_partitions,4,7,7,13179.067000,762.600000,2,100,0.001800,0.00000759000000000000,T14;T21,89;63,57;41,95;69
9_partitions,4,7,8,12802.776000,703.000000,2,100,0.000200,0.00000616000000000000,T14;T21,78;68,57;41,95;69
9_partitions,4,7,9,12695.482000,752.500000,2,100,0.000200,0.00000588000000000000,T14;T21,84;61,57;41,95;69
9_partitions,4,7,10,12599.724000,734.400000,2,100,0.000200,0.00000418000000000000,T14;T21,78;59,57;41,95;69
9_partitions,4,8,1,12889.850000,764.100000,2,100,0.002900,0.00000001000000000000,T12;T22,1;5,1;5,3;9
9_partitions,4,8,2,12779.630000,750.000000,2,100,0.003100,0.00000001000000000000,T12;T22,1;5,1;5,3;9
9_partitions,4,8,3,12148.451000,721.000000,2,100,0.002000,0.00000001000000000000,T12;T22,1;5,1;5,3;9
9_partitions,4,8,4,12264.060000,760.700000,2,100,0.000700,0.00000001000000000000,T12;T22,1;5,1;5,3;9
9_partitions,4,8,5,12149.115000,748.400000,2,100,0.000700,0.00000001000000000000,T12;T22,1;5,1;5,3;9
9_partitions,4,8,6,11490.389000,943.100000,2,100,0.001400,0.00000001000000000000,T12;T22,1;5,1;5,3;9
9_partitions,4,8,7,11251.175000,904.200000,2,100,0.001200,0.00000001000000000000,T12;T22,1;5,1;5,3;9
9_partitions,4,8,8,11155.986000,978.500000,2,100,0.002500,0.00000001000000000000,T12;T22,1;5,1;5,3;9
9_partitions,4,8,9,10959.963000,1099.400000,2,100,0.002800,0.00000001000000000000,T12;T22,1;5,1;5,3;9
9_partitions,4,8,10,10092.429000,1070.100000,2,100,0.001700,0.00000001000000000000,T12;T22,1;5,1;5,3;9
9_partitions,4,9,1,13068.663000,747.200000,2,100,0.001600,0.00000018000000000000,T2;T6,90;65,85;63,143;105
9_partitions,4,9,2,13125.518000,762.900000,2,100,0.003000,0.00000001000000000000,T2;T6,85;63,85;63,143;105
9_partitions,4,9,3,12111.302000,725.800000,2,100,0.003200,0.00000001000000000000,T2;T6,85;63,85;63,143;105
9_partitions,4,9,4,12117.765000,756.600000,2,100,0.008700,0.00000006000000000000,T2;T6,87;64,85;63,143;105
9_partitions,4,9,5,12094.618000,686.600000,2,100,0.005400,0.00000006000000000000,T2;T6,87;64,85;63,143;105
9_partitions,4,9,6,12318.102000,746.100000,2,100,0.003300,0.00000001000000000000,T2;T6,85;63,85;63,143;105
9_partitions,4,9,7,12330.553000,719.000000,2,100,0.001900,0.00000012000000000000,T2;T6,88;65,85;63,143;105
9_partitions,4,9,8,12331.994000,687.500000,2,100,0.004500,0.00000020000000000000,T2;T6,89;66,85;63,143;105
9_partitions,4,9,9,12324.583000,723.400000,2,100,0.013300,0.00000001000000000000,T2;T6,85;63,85;63,143;105
9_partitions,4,9,10,12325.801000,754.300000,2,100,0.002600,0.00000008000000000000,T2;T6,86;66,85;63,143;105
9_partitions,5,0,1,14280.561000,750.400000,2,100,0.000700,0.00000047000000000000,T11;T12,3;162,3;116,7;194
9_partitions,5,0,2,14537.771000,760.700000,2,100,0.000400,0.00000043000000000000,T11;T12,3;158,3;116,7;194
9_partitions,5,0,3,12049.618000,1004.500000,2,100,0.000100,0.00000033000000000000,T11;T12,3;148,3;116,7;194
9_partitions,5,0,4,12143.079000,822.100000,2,100,0.001100,0.00000132000000000000,T11;T12,4;181,3;116,7;194
9_partitions,5,0,5,12164.441000,745.800000,2,100,0.000400,0.00000053000000000000,T11;T12,3;168,3;116,7;194
9_partitions,5,0,6,12143.823000,765.800000,2,100,0.001500,0.00000078000000000000,T11;T12,3;193,3;116,7;194
9_partitions,5,0,7,12112.896000,754.900000,2,100,0.000300,0.00000044000000000000,T11;T12,3;159,3;116,7;194
9_partitions,5,0,8,12111.801000,766.200000,2,100,0.001000,0.00000050000000000000,T11;T12,3;165,3;116,7;194
9_partitions,5,0,9,12142.709000,745.200000,2,100,0.003000,0.00000130000000000000,T11;T12,4;180,3;116,7;194
9_partitions,5,0,10,12110.487000,760.800000,2,100,0.000500,0.00000051000000000000,T11;T12,3;166,3;116,7;194
9_partitions,5,1,1,14219.276000,754.300000,1,100,0.010600,0.00000013000000000000,T7;T11,30;8,18;8,30;14
9_partitions,5,1,2,14464.758000,812.400000,2,100,0.003800,0.00000013000000000000,T7;T11,30;8,18;8,30;14
9_partitions,5,1,3,12730.373000,891.900000,1,100,0.003300,0.00000013000000000000,T7;T11,30;8,18;8,30;14
9_partitions,5,1,4,10949.097000,798.300000,2,100,0.002800,0.00000010000000000000,T7;T11,27;8,18;8,30;14
9_partitions,5,1,5,10848.075000,758.400000,2,100,0.002200,0.00000009000000000000,T7;T11,26;8,18;8,30;14
9_partitions,5,1,6,12135.751000,804.600000,2,100,0.001800,0.00000010000000000000,T7;T11,27;8,18;8,30;14
9_partitions,5,1,7,12081.332000,778.000000,2,100,0.003000,0.00000013000000000000,T7;T11,30;8,18;8,30;14
9_partitions,5,1,8,12093.753000,805.500000,2,100,0.002200,0.00000009000000000000,T7;T11,26;8,18;8,30;14
9_partitions,5,1,9,12043.670000,915.800000,1,100,0.010300,0.00000013000000000000,T7;T11,30;8,18;8,30;14
9_partitions,5,1,10,12195.676000,883.700000,2,100,0.002900,0.00000011000000000000,T7;T11,28;8,18;8,30;14
9_partitions,5,2,1,14269.780000,714.700000,2,100,0.000200,0.00000270000000000000,T4;T17,35;58,21;41,35;69
9_partitions,5,2,2,14283.158000,752.200000,2,100,0.000400,0.00000135000000000000,T4;T17,35;49,21;41,35;69
9_partitions,5,2,3,10854.174000,761.200000,2,100,0.000600,0.00000240000000000000,T4;T17,35;56,21;41,35;69
9_partitions,5,2,4,10810.458000,754.800000,2,100,0.000200,0.00000168000000000000,T4;T17,26;68,21;41,35;69
9_partitions,5,2,5,10716.639000,766.100000,2,100,0.000500,0.00000405000000000000,T4;T17,35;67,21;41,35;69
9_partitions,5,2,6,12074.326000,762.300000,2,100,0.000300,0.00000120000000000000,T4;T17,30;52,21;41,35;69
9_partitions,5,2,7,12100.191000,741.200000,2,100,0.000100,0.00000117000000000000,T4;T17,33;49,21;41,35;69
9_partitions,5,2,8,12196.165000,740.000000,2,100,0.012100,0.00000001000000000000,T4;T17,21;41,21;41,35;69
9_partitions,5,2,9,12096.040000,749.500000,2,100,0.000500,0.00000143000000000000,T4;T17,33;51,21;41,35;69
9_partitions,5,2,10,12062.521000,763.800000,2,100,0.000200,0.00000072000000000000,T4;T17,29;48,21;41,35;69
