WorkType,Variable,SetIndex,Run,ExecutionTime(s),UsedHeap(MB),nTerms,nUpdates,Probability,BestSize,Tasks,Reduced,OriginMin,OriginMax
2_ratioAperiodic,0.05,3,5,14140.439000,636.900000,1,100,0.015000,0.00000220000000000000,T10;T15,24;171,14;152,24;254
2_ratioAperiodic,0.05,3,6,11701.602000,637.000000,1,100,0.016700,0.00000209000000000000,T10;T15,24;170,14;152,24;254
2_ratioAperiodic,0.05,3,7,11580.658000,637.600000,1,100,0.013000,0.00000209000000000000,T10;T15,24;170,14;152,24;254
2_ratioAperiodic,0.05,3,8,11656.091000,636.600000,1,100,0.015400,0.00000209000000000000,T10;T15,24;170,14;152,24;254
2_ratioAperiodic,0.05,3,9,11660.624000,659.300000,1,100,0.011000,0.00000176000000000000,T10;T15,24;167,14;152,24;254
2_ratioAperiodic,0.05,3,10,11613.512000,636.200000,1,100,0.012900,0.00000187000000000000,T10;T15,24;168,14;152,24;254
2_ratioAperiodic,0.05,4,1,12314.523000,738.000000,1,100,0.000500,0.00000055000000000000,T3;T17,9;77,5;67,9;113
2_ratioAperiodic,0.05,4,2,12477.087000,760.900000,2,100,0.000200,0.00000095000000000000,T3;T17,9;85,5;67,9;113
2_ratioAperiodic,0.05,4,3,14191.250000,759.200000,1,100,0.000400,0.00000055000000000000,T3;T17,9;77,5;67,9;113
2_ratioAperiodic,0.05,4,4,14502.555000,723.400000,1,100,0.000600,0.00000070000000000000,T3;T17,9;80,5;67,9;113
2_ratioAperiodic,0.05,4,5,14426.863000,636.500000,1,100,0.000600,0.00000085000000000000,T3;T17,9;83,5;67,9;113
2_ratioAperiodic,0.05,4,6,12057.603000,748.100000,1,100,0.000200,0.00000060000000000000,T3;T17,9;78,5;67,9;113
2_ratioAperiodic,0.05,4,7,12037.000000,755.800000,1,100,0.010600,0.00000080000000000000,T3;T17,9;82,5;67,9;113
2_ratioAperiodic,0.05,4,8,12050.208000,750.000000,1,100,0.000300,0.00000045000000000000,T3;T17,9;75,5;67,9;113
2_ratioAperiodic,0.05,4,9,12053.413000,762.600000,1,100,0.001000,0.00000060000000000000,T3;T17,9;78,5;67,9;113
2_ratioAperiodic,0.05,4,10,12157.720000,734.200000,1,100,0.000400,0.00000090000000000000,T3;T17,9;84,5;67,9;113
2_ratioAperiodic,0.05,5,1,13263.937000,914.100000,2,100,0.388700,0.00000001000000000000,T4;T16,3;3,3;3,7;5
2_ratioAperiodic,0.05,5,2,13017.605000,926.500000,2,100,0.393900,0.00000001000000000000,T4;T16,3;3,3;3,7;5
2_ratioAperiodic,0.05,5,3,13325.184000,914.900000,2,100,0.053200,0.00000001000000000000,T4;T16,3;3,3;3,7;5
2_ratioAperiodic,0.05,5,4,13364.854000,908.900000,2,100,0.404400,0.00000001000000000000,T4;T16,3;3,3;3,7;5
2_ratioAperiodic,0.05,5,5,13472.047000,925.900000,2,100,0.205300,0.00000001000000000000,T4;T16,3;3,3;3,7;5
2_ratioAperiodic,0.05,5,6,13640.564000,908.700000,2,100,0.564200,0.00000001000000000000,T4;T16,3;3,3;3,7;5
2_ratioAperiodic,0.05,5,7,13649.702000,912.300000,2,100,0.402000,0.00000001000000000000,T4;T16,3;3,3;3,7;5
2_ratioAperiodic,0.05,5,8,12847.502000,906.500000,2,100,0.656200,0.00000001000000000000,T4;T16,3;3,3;3,7;5
2_ratioAperiodic,0.05,5,9,12897.975000,911.400000,2,100,0.702400,0.00000001000000000000,T4;T16,3;3,3;3,7;5
2_ratioAperiodic,0.05,5,10,12904.643000,905.500000,2,100,0.288400,0.00000001000000000000,T4;T16,3;3,3;3,7;5
2_ratioAperiodic,0.05,6,1,12318.045000,764.300000,2,100,0.002900,0.00000120000000000000,T14;T22,35;51,24;42,40;70
2_ratioAperiodic,0.05,6,2,12343.678000,776.600000,2,100,0.001700,0.00000110000000000000,T14;T22,34;51,24;42,40;70
2_ratioAperiodic,0.05,6,3,14508.964000,753.100000,2,100,0.007900,0.00000121000000000000,T14;T22,34;52,24;42,40;70
2_ratioAperiodic,0.05,6,4,14386.604000,761.900000,2,100,0.000800,0.00000110000000000000,T14;T22,34;51,24;42,40;70
2_ratioAperiodic,0.05,6,5,14381.989000,754.700000,2,100,0.004400,0.00000132000000000000,T14;T22,35;52,24;42,40;70
2_ratioAperiodic,0.05,6,6,12684.718000,753.200000,2,100,0.001600,0.00000120000000000000,T14;T22,35;51,24;42,40;70
2_ratioAperiodic,0.05,6,7,12495.486000,762.700000,2,100,0.004800,0.00000110000000000000,T14;T22,34;51,24;42,40;70
2_ratioAperiodic,0.05,6,8,12516.496000,760.900000,2,100,0.006800,0.00000110000000000000,T14;T22,34;51,24;42,40;70
2_ratioAperiodic,0.05,6,9,12350.107000,758.600000,2,100,0.000200,0.00000110000000000000,T14;T22,34;51,24;42,40;70
2_ratioAperiodic,0.05,6,10,12207.559000,765.400000,2,100,0.006100,0.00000120000000000000,T14;T22,35;51,24;42,40;70
2_ratioAperiodic,0.05,7,1,7221.349000,1131.200000,1,100,0.002600,0.00000048000000000000,T8;T10,41;5,26;3,44;5
2_ratioAperiodic,0.05,7,2,7593.799000,956.100000,2,100,0.001900,0.00000030000000000000,T8;T10,40;4,26;3,44;5
2_ratioAperiodic,0.05,7,3,14406.626000,754.500000,1,100,0.006400,0.00000048000000000000,T8;T10,41;5,26;3,44;5
2_ratioAperiodic,0.05,7,4,14517.329000,759.500000,2,100,0.000100,0.00000030000000000000,T8;T10,40;4,26;3,44;5
2_ratioAperiodic,0.05,7,5,14653.904000,692.100000,2,100,0.000100,0.00000032000000000000,T8;T10,41;4,26;3,44;5
2_ratioAperiodic,0.05,7,6,11195.502000,760.100000,2,100,0.000200,0.00000032000000000000,T8;T10,41;4,26;3,44;5
2_ratioAperiodic,0.05,7,7,10936.046000,844.500000,2,100,0.000600,0.00000032000000000000,T8;T10,41;4,26;3,44;5
2_ratioAperiodic,0.05,7,8,10413.075000,1091.900000,2,100,0.001100,0.00000001000000000000,T8;T10,26;3,26;3,44;5
2_ratioAperiodic,0.05,7,9,10305.943000,848.600000,2,100,0.007200,0.00000001000000000000,T8;T10,26;3,26;3,44;5
2_ratioAperiodic,0.05,7,10,10148.809000,844.100000,2,100,0.006200,0.00000032000000000000,T8;T10,41;4,26;3,44;5
2_ratioAperiodic,0.05,8,1,12557.401000,1056.400000,2,100,0.011500,0.00000294000000000000,T9;T24,27;102,21;61,37;103
2_ratioAperiodic,0.05,8,2,12570.429000,917.300000,2,100,0.040600,0.00000294000000000000,T9;T24,27;102,21;61,37;103
2_ratioAperiodic,0.05,8,3,12573.607000,911.700000,2,100,0.008400,0.00000294000000000000,T9;T24,27;102,21;61,37;103
2_ratioAperiodic,0.05,8,4,12559.174000,1086.600000,2,100,0.025300,0.00000294000000000000,T9;T24,27;102,21;61,37;103
2_ratioAperiodic,0.05,8,5,12534.201000,1008.100000,2,100,0.003700,0.00000294000000000000,T9;T24,27;102,21;61,37;103
2_ratioAperiodic,0.05,8,6,12865.470000,903.900000,2,100,0.028900,0.00000294000000000000,T9;T24,27;102,21;61,37;103
2_ratioAperiodic,0.05,8,7,12847.327000,913.100000,2,100,0.025500,0.00000294000000000000,T9;T24,27;102,21;61,37;103
2_ratioAperiodic,0.05,8,8,12839.641000,912.400000,2,100,0.004300,0.00000294000000000000,T9;T24,27;102,21;61,37;103
2_ratioAperiodic,0.05,8,9,12844.797000,1049.700000,2,100,0.004600,0.00000336000000000000,T9;T24,28;102,21;61,37;103
2_ratioAperiodic,0.05,8,10,12827.651000,916.000000,2,100,0.005700,0.00000294000000000000,T9;T24,27;102,21;61,37;103
2_ratioAperiodic,0.05,9,1,5463.771000,1243.500000,2,100,0.209200,0.00000001000000000000,T8;T12,7;3,7;3,13;7
2_ratioAperiodic,0.05,9,2,5424.261000,1349.200000,2,100,0.138900,0.00000001000000000000,T8;T12,7;3,7;3,13;7
2_ratioAperiodic,0.05,9,3,12583.981000,909.500000,2,100,0.412700,0.00000001000000000000,T8;T12,7;3,7;3,13;7
2_ratioAperiodic,0.05,9,4,12556.884000,913.400000,2,100,0.000400,0.00000001000000000000,T8;T12,7;3,7;3,13;7
2_ratioAperiodic,0.05,9,5,12502.374000,897.300000,2,100,0.682700,0.00000001000000000000,T8;T12,7;3,7;3,13;7
2_ratioAperiodic,0.05,9,6,12495.516000,907.600000,2,100,0.570300,0.00000001000000000000,T8;T12,7;3,7;3,13;7
2_ratioAperiodic,0.05,9,7,12639.395000,909.900000,2,100,0.391600,0.00000001000000000000,T8;T12,7;3,7;3,13;7
2_ratioAperiodic,0.05,9,8,12997.910000,877.900000,2,100,0.298500,0.00000001000000000000,T8;T12,7;3,7;3,13;7
2_ratioAperiodic,0.05,9,9,13025.740000,896.100000,2,100,0.301400,0.00000001000000000000,T8;T12,7;3,7;3,13;7
2_ratioAperiodic,0.05,9,10,12977.220000,825.100000,2,100,0.499400,0.00000001000000000000,T8;T12,7;3,7;3,13;7
2_ratioAperiodic,0.10,0,1,13321.515000,903.600000,2,100,0.000700,0.00000012000000000000,T13;T19,7;11,4;9,8;15
2_ratioAperiodic,0.10,0,2,13439.153000,759.700000,2,100,0.000300,0.00000012000000000000,T13;T19,7;11,4;9,8;15
2_ratioAperiodic,0.10,0,3,11848.511000,1028.900000,2,100,0.000200,0.00000015000000000000,T13;T19,8;11,4;9,8;15
2_ratioAperiodic,0.10,0,4,11867.978000,918.300000,2,100,0.000900,0.00000015000000000000,T13;T19,8;11,4;9,8;15
2_ratioAperiodic,0.10,0,5,11957.677000,763.400000,2,100,0.000200,0.00000015000000000000,T13;T19,8;11,4;9,8;15
2_ratioAperiodic,0.10,0,6,12396.973000,764.900000,2,100,0.000700,0.00000015000000000000,T13;T19,8;11,4;9,8;15
2_ratioAperiodic,0.10,0,7,12333.762000,762.100000,2,100,0.001000,0.00000015000000000000,T13;T19,8;11,4;9,8;15
2_ratioAperiodic,0.10,0,8,12363.216000,757.900000,2,100,0.001000,0.00000020000000000000,T13;T19,8;12,4;9,8;15
2_ratioAperiodic,0.10,0,9,12332.227000,752.000000,2,100,0.001300,0.00000020000000000000,T13;T19,8;12,4;9,8;15
2_ratioAperiodic,0.10,0,10,12400.604000,760.900000,2,100,0.000300,0.00000015000000000000,T13;T19,8;11,4;9,8;15
2_ratioAperiodic,0.10,1,1,13463.483000,859.000000,2,100,0.000500,0.00000054000000000000,T5;T18,63;5,37;4,63;8
2_ratioAperiodic,0.10,1,2,13747.790000,912.000000,2,100,0.001300,0.00000081000000000000,T5;T18,63;6,37;4,63;8
2_ratioAperiodic,0.10,1,3,14954.628000,781.200000,2,100,0.000400,0.00000042000000000000,T5;T18,57;5,37;4,63;8
2_ratioAperiodic,0.10,1,4,14546.251000,904.000000,2,100,0.000300,0.00000045000000000000,T5;T18,51;6,37;4,63;8
2_ratioAperiodic,0.10,1,5,13869.349000,896.400000,2,100,0.001000,0.00000060000000000000,T5;T18,56;6,37;4,63;8
2_ratioAperiodic,0.10,1,6,12375.734000,801.000000,2,100,0.000300,0.00000032000000000000,T5;T18,52;5,37;4,63;8
2_ratioAperiodic,0.10,1,7,12397.947000,905.300000,2,100,0.000700,0.00000046000000000000,T5;T18,59;5,37;4,63;8
2_ratioAperiodic,0.10,1,8,12366.357000,903.800000,2,100,0.000300,0.00000038000000000000,T5;T18,55;5,37;4,63;8
2_ratioAperiodic,0.10,1,9,12413.056000,758.700000,2,100,0.001500,0.00000054000000000000,T5;T18,63;5,37;4,63;8
2_ratioAperiodic,0.10,1,10,12409.011000,912.200000,2,100,0.000300,0.00000048000000000000,T5;T18,48;7,37;4,63;8
2_ratioAperiodic,0.10,2,1,11613.559000,1129.500000,1,100,0.006600,0.00000015000000000000,T19;T24,3;16,1;12,3;22
2_ratioAperiodic,0.10,2,2,11212.886000,1117.400000,2,100,0.002600,0.00000015000000000000,T19;T24,3;16,1;12,3;22
2_ratioAperiodic,0.10,2,3,13517.933000,1068.700000,2,100,0.001500,0.00000015000000000000,T19;T24,3;16,1;12,3;22
2_ratioAperiodic,0.10,2,4,13619.395000,1308.200000,2,100,0.001100,0.00000012000000000000,T19;T24,3;15,1;12,3;22
2_ratioAperiodic,0.10,2,5,13494.218000,1035.900000,2,100,0.000400,0.00000012000000000000,T19;T24,3;15,1;12,3;22
2_ratioAperiodic,0.10,2,6,12331.916000,894.000000,2,100,0.000800,0.00000018000000000000,T19;T24,3;17,1;12,3;22
2_ratioAperiodic,0.10,2,7,12102.392000,914.100000,1,100,0.005700,0.00000015000000000000,T19;T24,3;16,1;12,3;22
2_ratioAperiodic,0.10,2,8,12119.062000,907.700000,1,100,0.018400,0.00000018000000000000,T19;T24,3;17,1;12,3;22
2_ratioAperiodic,0.10,2,9,12095.305000,915.700000,1,100,0.004600,0.00000015000000000000,T19;T24,3;16,1;12,3;22
2_ratioAperiodic,0.10,2,10,12294.788000,913.700000,2,100,0.001000,0.00000018000000000000,T19;T24,3;17,1;12,3;22
2_ratioAperiodic,0.10,3,1,13172.459000,639.800000,2,100,0.001000,0.00002160000000000000,T5;T18,260;98,201;63,335;107
2_ratioAperiodic,0.10,3,2,13157.415000,760.900000,2,100,0.000700,0.00002365000000000000,T5;T18,255;105,201;63,335;107
2_ratioAperiodic,0.10,3,3,13859.192000,747.700000,2,100,0.000400,0.00002178000000000000,T5;T18,266;95,201;63,335;107
2_ratioAperiodic,0.10,3,4,13918.999000,679.700000,2,100,0.001200,0.00003230000000000000,T5;T18,285;100,201;63,335;107
2_ratioAperiodic,0.10,3,5,13679.705000,743.000000,2,100,0.000500,0.00001508000000000000,T5;T18,252;91,201;63,335;107
2_ratioAperiodic,0.10,3,6,12045.705000,630.300000,2,100,0.000100,0.00002596000000000000,T5;T18,259;106,201;63,335;107
2_ratioAperiodic,0.10,3,7,11963.249000,749.300000,2,100,0.000400,0.00002124000000000000,T5;T18,259;98,201;63,335;107
2_ratioAperiodic,0.10,3,8,11968.082000,738.300000,2,100,0.000700,0.00002068000000000000,T5;T18,247;106,201;63,335;107
2_ratioAperiodic,0.10,3,9,11985.740000,733.500000,2,100,0.000300,0.00002145000000000000,T5;T18,255;101,201;63,335;107
2_ratioAperiodic,0.10,3,10,12009.897000,742.900000,2,100,0.001200,0.00003212000000000000,T5;T18,273;106,201;63,335;107
2_ratioAperiodic,0.10,4,1,13385.256000,757.900000,2,100,0.000800,0.00000010000000000000,T5;T9,16;4,12;3,20;5
2_ratioAperiodic,0.10,4,2,13440.358000,759.300000,2,100,0.000800,0.00000008000000000000,T5;T9,15;4,12;3,20;5
2_ratioAperiodic,0.10,4,3,13192.136000,883.100000,2,100,0.000400,0.00000010000000000000,T5;T9,16;4,12;3,20;5
2_ratioAperiodic,0.10,4,4,12425.643000,753.000000,2,100,0.000700,0.00000008000000000000,T5;T9,15;4,12;3,20;5
2_ratioAperiodic,0.10,4,5,12393.844000,764.200000,2,100,0.000400,0.00000010000000000000,T5;T9,16;4,12;3,20;5
2_ratioAperiodic,0.10,4,6,12455.168000,765.000000,2,100,0.001000,0.00000008000000000000,T5;T9,15;4,12;3,20;5
2_ratioAperiodic,0.10,4,7,12338.978000,763.700000,2,100,0.000400,0.00000001000000000000,T5;T9,12;3,12;3,20;5
2_ratioAperiodic,0.10,4,8,12414.401000,902.500000,2,100,0.000500,0.00000008000000000000,T5;T9,15;4,12;3,20;5
2_ratioAperiodic,0.10,4,9,12301.369000,902.000000,2,100,0.001400,0.00000008000000000000,T5;T9,15;4,12;3,20;5
2_ratioAperiodic,0.10,4,10,12234.430000,761.500000,2,100,0.000600,0.00000012000000000000,T5;T9,17;4,12;3,20;5
2_ratioAperiodic,0.10,5,1,14056.009000,839.300000,2,100,0.001200,0.00000057000000000000,T12;T13,4;61,2;43,4;73
2_ratioAperiodic,0.10,5,2,13564.609000,757.700000,2,100,0.001500,0.00000032000000000000,T12;T13,3;58,2;43,4;73
2_ratioAperiodic,0.10,5,3,12416.889000,766.300000,2,100,0.000100,0.00000014000000000000,T12;T13,2;56,2;43,4;73
2_ratioAperiodic,0.10,5,4,12444.168000,758.400000,2,100,0.000500,0.00000036000000000000,T12;T13,3;60,2;43,4;73
2_ratioAperiodic,0.10,5,5,12443.457000,854.300000,2,100,0.000200,0.00000038000000000000,T12;T13,3;61,2;43,4;73
2_ratioAperiodic,0.10,5,6,11988.672000,797.100000,2,100,0.000300,0.00000032000000000000,T12;T13,3;58,2;43,4;73
2_ratioAperiodic,0.10,5,7,11759.590000,1067.600000,2,100,0.000900,0.00000044000000000000,T12;T13,3;64,2;43,4;73
2_ratioAperiodic,0.10,5,8,11902.146000,808.300000,2,100,0.000500,0.00000030000000000000,T12;T13,3;57,2;43,4;73
2_ratioAperiodic,0.10,5,9,11885.127000,764.900000,2,100,0.000700,0.00000036000000000000,T12;T13,3;60,2;43,4;73
2_ratioAperiodic,0.10,5,10,10959.748000,1237.600000,2,100,0.000200,0.00000040000000000000,T12;T13,3;62,2;43,4;73
2_ratioAperiodic,0.10,6,1,13213.842000,711.600000,2,100,0.004800,0.00000614000000000000,T1;T7,1136;4,830;3,1384;5
2_ratioAperiodic,0.10,6,2,13164.722000,763.100000,2,100,0.000100,0.00000506000000000000,T1;T7,1082;4,830;3,1384;5
2_ratioAperiodic,0.10,6,3,12433.748000,766.400000,2,100,0.000500,0.00000484000000000000,T1;T7,1071;4,830;3,1384;5
2_ratioAperiodic,0.10,6,4,12413.677000,760.500000,2,100,0.001600,0.00000604000000000000,T1;T7,1131;4,830;3,1384;5
2_ratioAperiodic,0.10,6,5,12417.678000,732.100000,2,100,0.000500,0.00000624000000000000,T1;T7,1141;4,830;3,1384;5
2_ratioAperiodic,0.10,6,6,12548.787000,758.000000,2,100,0.000700,0.00000512000000000000,T1;T7,1085;4,830;3,1384;5
2_ratioAperiodic,0.10,6,7,12534.368000,757.000000,2,100,0.001100,0.00000464000000000000,T1;T7,1061;4,830;3,1384;5
2_ratioAperiodic,0.10,6,8,12550.058000,639.700000,2,100,0.001300,0.00000578000000000000,T1;T7,1118;4,830;3,1384;5
2_ratioAperiodic,0.10,6,9,12550.618000,759.200000,2,100,0.000800,0.00000490000000000000,T1;T7,1074;4,830;3,1384;5
2_ratioAperiodic,0.10,6,10,12531.954000,758.000000,2,100,0.000200,0.00000434000000000000,T1;T7,1046;4,830;3,1384;5
2_ratioAperiodic,0.10,7,1,13151.150000,762.700000,2,100,0.002700,0.00000448000000000000,T2;T12,149;44,94;37,158;63
2_ratioAperiodic,0.10,7,2,13153.442000,749.800000,2,100,0.000800,0.00000322000000000000,T2;T12,139;43,94;37,158;63
2_ratioAperiodic,0.10,7,3,12372.639000,762.600000,2,100,0.002300,0.00000459000000000000,T2;T12,144;45,94;37,158;63
2_ratioAperiodic,0.10,7,4,12371.320000,752.500000,2,100,0.001700,0.00000650000000000000,T2;T12,158;46,94;37,158;63
2_ratioAperiodic,0.10,7,5,12568.432000,761.100000,2,100,0.001700,0.00000495000000000000,T2;T12,148;45,94;37,158;63
2_ratioAperiodic,0.10,7,6,12541.117000,857.800000,2,100,0.021000,0.00000416000000000000,T2;T12,145;44,94;37,158;63
2_ratioAperiodic,0.10,7,7,12552.311000,757.800000,2,100,0.005800,0.00000715000000000000,T2;T12,158;47,94;37,158;63
2_ratioAperiodic,0.10,7,8,12551.989000,749.800000,2,100,0.022900,0.00000522000000000000,T2;T12,151;45,94;37,158;63
2_ratioAperiodic,0.10,7,9,12565.165000,761.600000,2,100,0.003000,0.00000630000000000000,T2;T12,156;46,94;37,158;63
2_ratioAperiodic,0.10,7,10,12524.081000,757.800000,2,100,0.000700,0.00000364000000000000,T2;T12,145;43,94;37,158;63
2_ratioAperiodic,0.10,8,1,13772.143000,916.700000,2,100,0.001900,0.00000009000000000000,T13;T20,6;6,4;4,8;8
2_ratioAperiodic,0.10,8,2,13401.189000,1067.300000,2,100,0.000900,0.00000006000000000000,T13;T20,5;6,4;4,8;8
2_ratioAperiodic,0.10,8,3,12698.777000,912.300000,2,100,0.005500,0.00000009000000000000,T13;T20,6;6,4;4,8;8
2_ratioAperiodic,0.10,8,4,12626.542000,914.900000,2,100,0.002600,0.00000009000000000000,T13;T20,6;6,4;4,8;8
2_ratioAperiodic,0.10,8,5,12659.505000,918.600000,2,100,0.002500,0.00000009000000000000,T13;T20,6;6,4;4,8;8
2_ratioAperiodic,0.10,8,6,12880.681000,915.400000,2,100,0.001300,0.00000009000000000000,T13;T20,6;6,4;4,8;8
2_ratioAperiodic,0.10,8,7,12961.868000,991.400000,2,100,0.001100,0.00000009000000000000,T13;T20,6;6,4;4,8;8
2_ratioAperiodic,0.10,8,8,12974.860000,901.300000,2,100,0.001500,0.00000009000000000000,T13;T20,6;6,4;4,8;8
2_ratioAperiodic,0.10,8,9,12921.424000,918.500000,2,100,0.001700,0.00000009000000000000,T13;T20,6;6,4;4,8;8
2_ratioAperiodic,0.10,8,10,12988.949000,917.800000,2,100,0.001700,0.00000009000000000000,T13;T20,6;6,4;4,8;8
2_ratioAperiodic,0.10,9,1,8438.352000,1061.200000,2,100,0.091600,0.00000056000000000000,T15;T16,14;23,8;16,14;28
2_ratioAperiodic,0.10,9,2,8146.412000,1107.500000,2,100,0.002700,0.00000060000000000000,T15;T16,12;27,8;16,14;28
2_ratioAperiodic,0.10,9,3,12648.982000,757.500000,2,100,0.000400,0.00000060000000000000,T15;T16,13;25,8;16,14;28
2_ratioAperiodic,0.10,9,4,12723.363000,750.900000,2,100,0.015200,0.00000001000000000000,T15;T16,8;16,8;16,14;28
2_ratioAperiodic,0.10,9,5,12632.459000,818.200000,2,100,0.000500,0.00000048000000000000,T15;T16,11;27,8;16,14;28
2_ratioAperiodic,0.10,9,6,12905.911000,903.100000,2,100,0.004800,0.00000060000000000000,T15;T16,12;27,8;16,14;28
2_ratioAperiodic,0.10,9,7,12954.595000,780.500000,2,100,0.000400,0.00000001000000000000,T15;T16,8;16,8;16,14;28
2_ratioAperiodic,0.10,9,8,12974.675000,760.800000,2,100,0.000300,0.00000001000000000000,T15;T16,8;16,8;16,14;28
2_ratioAperiodic,0.10,9,9,12891.803000,817.500000,2,100,0.004100,0.00000060000000000000,T15;T16,12;27,8;16,14;28
2_ratioAperiodic,0.10,9,10,13010.204000,847.600000,2,100,0.002000,0.00000072000000000000,T15;T16,13;27,8;16,14;28
2_ratioAperiodic,0.15,0,1,13161.831000,741.000000,2,100,0.000300,0.00000028000000000000,T1;T5,10;24,7;18,13;30
2_ratioAperiodic,0.15,0,2,13231.707000,639.900000,2,100,0.000400,0.00000016000000000000,T1;T5,8;25,7;18,13;30
2_ratioAperiodic,0.15,0,3,12139.960000,765.000000,2,100,0.000300,0.00000010000000000000,T1;T5,8;22,7;18,13;30
2_ratioAperiodic,0.15,0,4,12175.693000,635.900000,2,100,0.000200,0.00000021000000000000,T1;T5,9;24,7;18,13;30
2_ratioAperiodic,0.15,0,5,12169.807000,639.600000,2,100,0.000700,0.00000018000000000000,T1;T5,9;23,7;18,13;30
2_ratioAperiodic,0.15,0,6,12544.353000,628.000000,2,100,0.000100,0.00000018000000000000,T1;T5,9;23,7;18,13;30
2_ratioAperiodic,0.15,0,7,12543.776000,707.700000,2,100,0.000400,0.00000024000000000000,T1;T5,8;29,7;18,13;30
2_ratioAperiodic,0.15,0,8,12515.401000,632.400000,2,100,0.000400,0.00000030000000000000,T1;T5,9;27,7;18,13;30
2_ratioAperiodic,0.15,0,9,12560.084000,742.200000,2,100,0.001600,0.00000016000000000000,T1;T5,8;25,7;18,13;30
2_ratioAperiodic,0.15,0,10,12556.986000,743.100000,2,100,0.000100,0.00000012000000000000,T1;T5,9;21,7;18,13;30
2_ratioAperiodic,0.15,1,1,13323.510000,857.300000,2,100,0.002600,0.00000006000000000000,T4;T15,4;8,2;7,4;13
2_ratioAperiodic,0.15,1,2,13257.499000,857.400000,2,100,0.005200,0.00000006000000000000,T4;T15,4;8,2;7,4;13
2_ratioAperiodic,0.15,1,3,12402.728000,761.500000,2,100,0.003600,0.00000006000000000000,T4;T15,3;9,2;7,4;13
2_ratioAperiodic,0.15,1,4,12328.691000,764.200000,2,100,0.001800,0.00000004000000000000,T4;T15,3;8,2;7,4;13
2_ratioAperiodic,0.15,1,5,12291.762000,757.800000,2,100,0.000800,0.00000006000000000000,T4;T15,4;8,2;7,4;13
2_ratioAperiodic,0.15,1,6,12801.798000,755.200000,2,100,0.002600,0.00000006000000000000,T4;T15,4;8,2;7,4;13
2_ratioAperiodic,0.15,1,7,12775.450000,758.900000,2,100,0.004300,0.00000006000000000000,T4;T15,3;9,2;7,4;13
2_ratioAperiodic,0.15,1,8,12867.286000,763.400000,2,100,0.003000,0.00000006000000000000,T4;T15,4;8,2;7,4;13
2_ratioAperiodic,0.15,1,9,12696.041000,849.100000,2,100,0.002400,0.00000006000000000000,T4;T15,4;8,2;7,4;13
2_ratioAperiodic,0.15,1,10,12818.220000,893.300000,2,100,0.005200,0.00000006000000000000,T4;T15,4;8,2;7,4;13
2_ratioAperiodic,0.15,2,1,13376.956000,758.400000,2,100,0.001500,0.00000002000000000000,T1;T8,3;3,3;2,7;4
2_ratioAperiodic,0.15,2,2,13475.875000,743.900000,2,100,0.015800,0.00000002000000000000,T1;T8,4;2,3;2,7;4
2_ratioAperiodic,0.15,2,3,12292.887000,754.700000,2,100,0.001000,0.00000002000000000000,T1;T8,4;2,3;2,7;4
2_ratioAperiodic,0.15,2,4,12283.690000,761.500000,2,100,0.002700,0.00000002000000000000,T1;T8,4;2,3;2,7;4
2_ratioAperiodic,0.15,2,5,12274.745000,695.800000,2,100,0.000600,0.00000002000000000000,T1;T8,3;3,3;2,7;4
2_ratioAperiodic,0.15,2,6,11725.926000,730.700000,2,100,0.005800,0.00000002000000000000,T1;T8,3;3,3;2,7;4
2_ratioAperiodic,0.15,2,7,11422.474000,758.700000,2,100,0.000700,0.00000002000000000000,T1;T8,3;3,3;2,7;4
2_ratioAperiodic,0.15,2,8,11233.683000,764.400000,2,100,0.002300,0.00000002000000000000,T1;T8,4;2,3;2,7;4
2_ratioAperiodic,0.15,2,9,11097.844000,765.000000,2,100,0.001100,0.00000002000000000000,T1;T8,3;3,3;2,7;4
2_ratioAperiodic,0.15,2,10,10976.737000,757.900000,2,100,0.000900,0.00000002000000000000,T1;T8,3;3,3;2,7;4
2_ratioAperiodic,0.15,3,1,17268.510000,744.500000,2,100,0.000900,0.00000027000000000000,T2;T3,7;127,7;101,13;169
2_ratioAperiodic,0.15,3,2,17344.831000,756.800000,2,100,0.000900,0.00000105000000000000,T2;T3,9;135,7;101,13;169
2_ratioAperiodic,0.15,3,3,12165.706000,758.000000,2,100,0.000200,0.00000017000000000000,T2;T3,7;117,7;101,13;169
2_ratioAperiodic,0.15,3,4,12200.385000,763.600000,2,100,0.000900,0.00000093000000000000,T2;T3,9;131,7;101,13;169
2_ratioAperiodic,0.15,3,5,12397.300000,756.000000,2,100,0.000300,0.00000038000000000000,T2;T3,8;119,7;101,13;169
2_ratioAperiodic,0.15,3,6,13253.444000,760.300000,2,100,0.000700,0.00000072000000000000,T2;T3,9;124,7;101,13;169
2_ratioAperiodic,0.15,3,7,13176.826000,761.400000,2,100,0.000700,0.00000078000000000000,T2;T3,9;126,7;101,13;169
2_ratioAperiodic,0.15,3,8,13254.553000,758.500000,2,100,0.000200,0.00000046000000000000,T2;T3,8;123,7;101,13;169
2_ratioAperiodic,0.15,3,9,13266.546000,762.400000,2,100,0.000300,0.00000017000000000000,T2;T3,7;117,7;101,13;169
2_ratioAperiodic,0.15,3,10,13259.437000,765.000000,2,100,0.001800,0.00000021000000000000,T2;T3,7;121,7;101,13;169
2_ratioAperiodic,0.15,4,1,5051.175000,1181.100000,1,100,0.000200,0.00000033000000000000,T17;T22,52;5,42;3,70;5
