WorkType,Variable,SetIndex,Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxNonHeap(MB),Counts,Positive,Negative
2_ratioAperiodic,0.10,8,7,13022.485000, 1024.000000,1059.100000,1776.000000,19.100000, 20200,17730,2470
2_ratioAperiodic,0.10,8,8,13062.351000, 1024.000000,1267.100000,2168.000000,19.300000, 20200,17716,2484
2_ratioAperiodic,0.10,8,9,12751.794000, 1024.000000,1066.800000,2132.000000,19.200000, 20200,17862,2338
2_ratioAperiodic,0.10,8,10,13017.389000, 1024.000000,1344.700000,2336.000000,19.100000, 20200,17769,2431
2_ratioAperiodic,0.10,9,1,12360.944000, 1024.000000,1068.500000,1776.000000,18.200000, 20200,20168,32
2_ratioAperiodic,0.10,9,2,12411.428000, 1024.000000,1057.900000,1776.000000,18.900000, 20200,20159,41
2_ratioAperiodic,0.10,9,3,11861.780000, 1024.000000,1044.500000,1776.000000,19.100000, 20200,20158,42
2_ratioAperiodic,0.10,9,4,12008.371000, 1024.000000,1050.200000,1776.000000,19.000000, 20200,20195,5
2_ratioAperiodic,0.10,9,5,12374.042000, 1024.000000,963.400000,1776.000000,19.300000, 20200,20142,58
2_ratioAperiodic,0.10,9,6,12633.814000, 1024.000000,1058.200000,1860.000000,19.400000, 20200,20160,40
2_ratioAperiodic,0.10,9,7,12634.153000, 1024.000000,1166.400000,2104.000000,19.300000, 20200,20192,8
2_ratioAperiodic,0.10,9,8,12715.287000, 1024.000000,998.200000,1776.000000,18.700000, 20200,20194,6
2_ratioAperiodic,0.10,9,9,12415.176000, 1024.000000,1015.600000,1776.000000,19.400000, 20200,20150,50
2_ratioAperiodic,0.10,9,10,12828.722000, 1024.000000,1053.100000,1776.000000,19.100000, 20200,20158,42
2_ratioAperiodic,0.15,0,1,11404.218000, 1024.000000,838.400000,1492.000000,19.300000, 20200,20059,141
2_ratioAperiodic,0.15,0,2,11733.660000, 1024.000000,938.400000,1576.000000,18.800000, 20200,19993,207
2_ratioAperiodic,0.15,0,3,11299.486000, 1024.000000,951.400000,1624.000000,18.900000, 20200,20045,155
2_ratioAperiodic,0.15,0,4,11177.938000, 1024.000000,742.800000,1480.000000,19.200000, 20200,20118,82
2_ratioAperiodic,0.15,0,5,11191.490000, 1024.000000,882.400000,1500.000000,19.500000, 20200,19946,254
2_ratioAperiodic,0.15,0,6,10814.063000, 1024.000000,850.000000,1776.000000,19.000000, 20200,20071,129
2_ratioAperiodic,0.15,0,7,11548.123000, 1024.000000,740.900000,1480.000000,18.900000, 20200,20053,147
2_ratioAperiodic,0.15,0,8,11697.709000, 1024.000000,890.100000,1480.000000,19.300000, 20200,20048,152
2_ratioAperiodic,0.15,0,9,11252.094000, 1024.000000,854.500000,1480.000000,18.800000, 20200,19877,323
2_ratioAperiodic,0.15,0,10,11753.690000, 1024.000000,1215.700000,2052.000000,19.500000, 20200,20113,87
2_ratioAperiodic,0.15,1,1,12425.393000, 1024.000000,1022.600000,1776.000000,19.500000, 20200,16926,3274
2_ratioAperiodic,0.15,1,2,12290.939000, 1024.000000,903.400000,1816.000000,19.100000, 20200,16820,3380
2_ratioAperiodic,0.15,1,3,11829.482000, 1024.000000,898.900000,1776.000000,19.500000, 20200,17034,3166
2_ratioAperiodic,0.15,1,4,12105.519000, 1024.000000,900.800000,1776.000000,19.200000, 20200,17169,3031
2_ratioAperiodic,0.15,1,5,11965.660000, 1024.000000,893.600000,1776.000000,19.700000, 20200,17179,3021
2_ratioAperiodic,0.15,1,6,12616.661000, 1024.000000,998.100000,1776.000000,19.600000, 20200,17316,2884
2_ratioAperiodic,0.15,1,7,12667.614000, 1024.000000,902.000000,1776.000000,18.300000, 20200,17385,2815
2_ratioAperiodic,0.15,1,8,13043.077000, 1024.000000,897.700000,1776.000000,19.800000, 20200,17558,2642
2_ratioAperiodic,0.15,1,9,12570.272000, 1024.000000,926.900000,1776.000000,18.400000, 20200,17552,2648
2_ratioAperiodic,0.15,1,10,13106.996000, 1024.000000,1012.500000,1776.000000,18.900000, 20200,16848,3352
2_ratioAperiodic,0.15,2,1,10885.795000, 1024.000000,891.200000,1512.000000,19.300000, 20200,16506,3694
2_ratioAperiodic,0.15,2,2,11107.111000, 1024.000000,875.800000,1480.000000,19.300000, 20200,17376,2824
2_ratioAperiodic,0.15,2,3,11478.830000, 1024.000000,899.700000,1480.000000,19.400000, 20200,16832,3368
2_ratioAperiodic,0.15,2,4,11416.047000, 1024.000000,912.200000,1556.000000,19.600000, 20200,16613,3587
2_ratioAperiodic,0.15,2,5,11848.069000, 1024.000000,884.300000,1480.000000,19.200000, 20200,17357,2843
2_ratioAperiodic,0.15,2,6,11173.638000, 1024.000000,861.500000,1480.000000,19.100000, 20200,17272,2928
2_ratioAperiodic,0.15,2,7,11601.932000, 1024.000000,892.200000,1648.000000,18.700000, 20200,17375,2825
2_ratioAperiodic,0.15,2,8,11906.914000, 1024.000000,871.900000,1480.000000,19.500000, 20200,16687,3513
2_ratioAperiodic,0.15,2,9,12075.227000, 1024.000000,892.800000,1664.000000,19.300000, 20200,16961,3239
2_ratioAperiodic,0.15,2,10,12097.396000, 1024.000000,892.500000,1552.000000,18.100000, 20200,16742,3458
2_ratioAperiodic,0.15,3,1,14477.470000, 1024.000000,977.900000,1744.000000,18.400000, 20200,19762,438
2_ratioAperiodic,0.15,3,2,14630.163000, 1024.000000,889.400000,1480.000000,19.100000, 20200,19741,459
2_ratioAperiodic,0.15,3,3,11789.497000, 1024.000000,901.700000,1776.000000,19.700000, 20200,19850,350
2_ratioAperiodic,0.15,3,4,12636.452000, 1024.000000,1069.900000,1832.000000,19.400000, 20200,19664,536
2_ratioAperiodic,0.15,3,5,11583.067000, 1024.000000,1027.300000,1808.000000,19.800000, 20200,19702,498
2_ratioAperiodic,0.15,3,6,12058.484000, 1024.000000,1052.900000,1776.000000,19.400000, 20200,19797,403
2_ratioAperiodic,0.15,3,7,12080.214000, 1024.000000,991.000000,1776.000000,19.300000, 20200,19840,360
2_ratioAperiodic,0.15,3,8,12524.970000, 1024.000000,897.000000,1556.000000,19.400000, 20200,19517,683
2_ratioAperiodic,0.15,3,9,12487.805000, 1024.000000,896.500000,1776.000000,18.900000, 20200,19668,532
2_ratioAperiodic,0.15,3,10,12570.992000, 1024.000000,900.700000,1688.000000,19.600000, 20200,19660,540
2_ratioAperiodic,0.15,4,1,10375.916000, 1024.000000,990.000000,1776.000000,19.500000, 20200,20012,188
2_ratioAperiodic,0.15,4,2,9704.633000, 1024.000000,905.500000,1776.000000,19.500000, 20200,20081,119
2_ratioAperiodic,0.15,4,3,12300.521000, 1024.000000,903.200000,1480.000000,19.200000, 20200,20162,38
2_ratioAperiodic,0.15,4,4,11242.806000, 1024.000000,896.900000,1480.000000,19.200000, 20200,20123,77
2_ratioAperiodic,0.15,4,5,11692.450000, 1024.000000,899.300000,1480.000000,19.100000, 20200,20096,104
2_ratioAperiodic,0.15,4,6,11910.821000, 1024.000000,891.000000,1480.000000,19.400000, 20200,20082,118
2_ratioAperiodic,0.15,4,7,12333.693000, 1024.000000,1044.800000,1740.000000,19.300000, 20200,20108,92
2_ratioAperiodic,0.15,4,8,12016.636000, 1024.000000,868.200000,1480.000000,19.200000, 20200,20035,165
2_ratioAperiodic,0.15,4,9,12319.140000, 1024.000000,921.300000,1776.000000,18.900000, 20200,20077,123
2_ratioAperiodic,0.15,4,10,12329.080000, 1024.000000,900.100000,1776.000000,19.400000, 20200,20109,91
2_ratioAperiodic,0.15,5,1,13167.048000, 1024.000000,904.800000,1480.000000,19.500000, 20200,448,19752
2_ratioAperiodic,0.15,5,2,13485.473000, 1024.000000,898.300000,1572.000000,19.400000, 20200,468,19732
2_ratioAperiodic,0.15,5,3,11783.744000, 1024.000000,1075.900000,1776.000000,19.500000, 20200,511,19689
2_ratioAperiodic,0.15,5,4,11831.447000, 1024.000000,899.400000,1776.000000,19.100000, 20200,378,19822
2_ratioAperiodic,0.15,5,5,11628.954000, 1024.000000,953.400000,1776.000000,19.400000, 20200,382,19818
2_ratioAperiodic,0.15,5,6,12413.985000, 1024.000000,1148.600000,2012.000000,18.400000, 20200,492,19708
2_ratioAperiodic,0.15,5,7,12207.116000, 1024.000000,991.700000,1776.000000,19.000000, 20200,257,19943
2_ratioAperiodic,0.15,5,8,11925.281000, 1024.000000,1054.300000,1776.000000,19.300000, 20200,295,19905
2_ratioAperiodic,0.15,5,9,11990.730000, 1024.000000,1035.200000,1776.000000,19.400000, 20200,390,19810
2_ratioAperiodic,0.15,5,10,12815.292000, 1024.000000,1072.700000,1776.000000,18.200000, 20200,445,19755
2_ratioAperiodic,0.15,6,1,14032.679000, 1024.000000,901.200000,1480.000000,18.900000, 20200,19948,252
2_ratioAperiodic,0.15,6,2,14303.844000, 1024.000000,1172.000000,1976.000000,19.200000, 20200,19872,328
2_ratioAperiodic,0.15,6,3,12786.963000, 1024.000000,1086.000000,1776.000000,19.300000, 20200,20037,163
2_ratioAperiodic,0.15,6,4,13080.409000, 1024.000000,1218.600000,2056.000000,19.400000, 20200,19810,390
2_ratioAperiodic,0.15,6,5,13057.737000, 1024.000000,1031.300000,1796.000000,19.200000, 20200,19903,297
2_ratioAperiodic,0.15,6,6,12482.201000, 1024.000000,1068.800000,1776.000000,19.200000, 20200,19809,391
2_ratioAperiodic,0.15,6,7,12622.217000, 1024.000000,1059.400000,1796.000000,19.400000, 20200,19863,337
2_ratioAperiodic,0.15,6,8,12544.324000, 1024.000000,1047.800000,1776.000000,19.000000, 20200,19906,294
2_ratioAperiodic,0.15,6,9,12814.964000, 1024.000000,1047.500000,1884.000000,19.400000, 20200,19662,538
2_ratioAperiodic,0.15,6,10,12723.096000, 1024.000000,1222.700000,2132.000000,19.500000, 20200,20029,171
2_ratioAperiodic,0.15,7,1,13311.431000, 1024.000000,897.600000,1520.000000,18.500000, 20200,20143,57
2_ratioAperiodic,0.15,7,2,13117.827000, 1024.000000,859.500000,1512.000000,19.700000, 20200,20167,33
2_ratioAperiodic,0.15,7,3,12075.469000, 1024.000000,990.800000,1776.000000,19.300000, 20200,20140,60
2_ratioAperiodic,0.15,7,4,12272.713000, 1024.000000,895.100000,1512.000000,19.400000, 20200,20125,75
2_ratioAperiodic,0.15,7,5,11417.159000, 1024.000000,889.900000,1776.000000,19.400000, 20200,20130,70
2_ratioAperiodic,0.15,7,6,12107.329000, 1024.000000,883.800000,1600.000000,19.400000, 20200,20154,46
2_ratioAperiodic,0.15,7,7,12127.542000, 1024.000000,990.300000,1712.000000,19.300000, 20200,20144,56
2_ratioAperiodic,0.15,7,8,12121.705000, 1024.000000,901.400000,1480.000000,19.100000, 20200,20105,95
2_ratioAperiodic,0.15,7,9,11921.111000, 1024.000000,864.200000,1496.000000,19.100000, 20200,20135,65
2_ratioAperiodic,0.15,7,10,12478.851000, 1024.000000,1036.300000,1736.000000,18.700000, 20200,20152,48
2_ratioAperiodic,0.15,8,1,13328.398000, 1024.000000,1054.700000,1776.000000,18.600000, 20200,20192,8
2_ratioAperiodic,0.15,8,2,13559.885000, 1024.000000,1072.700000,1804.000000,18.200000, 20200,20179,21
2_ratioAperiodic,0.15,8,3,12784.954000, 1024.000000,1254.600000,2104.000000,19.000000, 20200,20196,4
2_ratioAperiodic,0.15,8,4,12445.857000, 1024.000000,1069.700000,1776.000000,19.200000, 20200,20193,7
2_ratioAperiodic,0.15,8,5,12755.383000, 1024.000000,1166.200000,1988.000000,19.300000, 20200,20176,24
2_ratioAperiodic,0.15,8,6,12725.818000, 1024.000000,1075.300000,1776.000000,19.400000, 20200,20197,3
2_ratioAperiodic,0.15,8,7,12359.483000, 1024.000000,1234.200000,2100.000000,18.700000, 20200,20189,11
2_ratioAperiodic,0.15,8,8,13010.946000, 1024.000000,899.900000,1776.000000,19.200000, 20200,20194,6
2_ratioAperiodic,0.15,8,9,12990.150000, 1024.000000,1051.400000,1776.000000,19.000000, 20200,20198,2
2_ratioAperiodic,0.15,8,10,13015.326000, 1024.000000,1077.000000,1868.000000,18.600000, 20200,20195,5
2_ratioAperiodic,0.15,9,1,13082.124000, 1024.000000,903.300000,1776.000000,18.900000, 20200,19944,256
2_ratioAperiodic,0.15,9,2,12797.602000, 1024.000000,901.500000,1776.000000,18.500000, 20200,19933,267
2_ratioAperiodic,0.15,9,3,12308.591000, 1024.000000,1057.000000,1820.000000,19.300000, 20200,19955,245
2_ratioAperiodic,0.15,9,4,12089.773000, 1024.000000,1057.800000,1812.000000,19.600000, 20200,19963,237
2_ratioAperiodic,0.15,9,5,12012.308000, 1024.000000,1165.800000,2088.000000,18.200000, 20200,20081,119
2_ratioAperiodic,0.15,9,6,12096.190000, 1024.000000,984.900000,1776.000000,19.300000, 20200,19849,351
2_ratioAperiodic,0.15,9,7,12007.696000, 1024.000000,904.500000,1776.000000,19.600000, 20200,19962,238
2_ratioAperiodic,0.15,9,8,12272.409000, 1024.000000,1002.000000,1776.000000,19.300000, 20200,19936,264
2_ratioAperiodic,0.15,9,9,12175.692000, 1024.000000,1063.900000,1776.000000,19.200000, 20200,19974,226
2_ratioAperiodic,0.15,9,10,12909.128000, 1024.000000,1061.200000,1776.000000,18.600000, 20200,20022,178
2_ratioAperiodic,0.20,0,1,12550.389000, 1024.000000,1080.000000,1932.000000,19.000000, 20200,15601,4599
2_ratioAperiodic,0.20,0,2,12865.641000, 1024.000000,1127.300000,2132.000000,18.200000, 20200,16157,4043
2_ratioAperiodic,0.20,0,3,12997.908000, 1024.000000,1077.900000,1812.000000,19.000000, 20200,15285,4915
2_ratioAperiodic,0.20,0,4,12736.039000, 1024.000000,1076.400000,1776.000000,19.100000, 20200,15455,4745
2_ratioAperiodic,0.20,0,5,12856.715000, 1024.000000,1169.100000,2132.000000,19.300000, 20200,14940,5260
2_ratioAperiodic,0.20,0,6,13664.925000, 1024.000000,1154.300000,1940.000000,19.000000, 20200,15232,4968
2_ratioAperiodic,0.20,0,7,14186.905000, 1024.000000,1088.600000,1964.000000,19.300000, 20200,16105,4095
2_ratioAperiodic,0.20,0,8,14188.140000, 1024.000000,1056.800000,1776.000000,19.100000, 20200,14588,5612
2_ratioAperiodic,0.20,0,9,14216.337000, 1024.000000,1075.500000,1776.000000,18.700000, 20200,15277,4923
2_ratioAperiodic,0.20,0,10,14621.715000, 1024.000000,1299.000000,2192.000000,18.800000, 20200,15927,4273
2_ratioAperiodic,0.20,1,1,11840.143000, 1024.000000,1059.700000,1944.000000,19.100000, 20200,20162,38
2_ratioAperiodic,0.20,1,2,11784.925000, 1024.000000,1228.000000,2264.000000,19.200000, 20200,20177,23
2_ratioAperiodic,0.20,1,3,12013.603000, 1024.000000,1009.000000,1776.000000,19.100000, 20200,20121,79
2_ratioAperiodic,0.20,1,4,12181.315000, 1024.000000,1172.600000,1988.000000,19.200000, 20200,20146,54
2_ratioAperiodic,0.20,1,5,12067.452000, 1024.000000,1056.200000,1916.000000,19.400000, 20200,20152,48
2_ratioAperiodic,0.20,1,6,12336.141000, 1024.000000,1052.000000,1776.000000,19.500000, 20200,20090,110
2_ratioAperiodic,0.20,1,7,12686.928000, 1024.000000,1421.200000,2408.000000,19.500000, 20200,20158,42
2_ratioAperiodic,0.20,1,8,12715.532000, 1024.000000,1100.800000,1904.000000,19.300000, 20200,20141,59
2_ratioAperiodic,0.20,1,9,12666.282000, 1024.000000,1044.600000,1776.000000,18.700000, 20200,20140,60
2_ratioAperiodic,0.20,1,10,12917.500000, 1024.000000,1230.200000,2148.000000,18.900000, 20200,20148,52
2_ratioAperiodic,0.20,2,1,12492.050000, 1024.000000,1083.000000,1880.000000,19.000000, 20200,18349,1851
2_ratioAperiodic,0.20,2,2,13476.727000, 1024.000000,1070.700000,1776.000000,19.300000, 20200,17930,2270
2_ratioAperiodic,0.20,2,3,12233.727000, 1024.000000,1059.100000,1776.000000,19.400000, 20200,18688,1512
2_ratioAperiodic,0.20,2,4,12575.624000, 1024.000000,1061.200000,1776.000000,19.400000, 20200,18711,1489
2_ratioAperiodic,0.20,2,5,12727.944000, 1024.000000,1062.400000,1776.000000,19.100000, 20200,18687,1513
2_ratioAperiodic,0.20,2,6,12787.091000, 1024.000000,994.800000,1776.000000,19.200000, 20200,18853,1347
2_ratioAperiodic,0.20,2,7,13290.548000, 1024.000000,1027.300000,1784.000000,19.200000, 20200,18771,1429
2_ratioAperiodic,0.20,2,8,12935.980000, 1024.000000,1055.700000,1844.000000,18.200000, 20200,18222,1978
2_ratioAperiodic,0.20,2,9,13291.184000, 1024.000000,1263.800000,2172.000000,19.200000, 20200,18501,1699
2_ratioAperiodic,0.20,2,10,13196.724000, 1024.000000,1226.600000,2044.000000,19.300000, 20200,19255,945
2_ratioAperiodic,0.20,3,1,12101.130000, 1024.000000,887.600000,1776.000000,18.900000, 20200,18541,1659
2_ratioAperiodic,0.20,3,2,11871.930000, 1024.000000,895.400000,1776.000000,19.500000, 20200,18296,1904
2_ratioAperiodic,0.20,3,3,11637.600000, 1024.000000,903.500000,1528.000000,19.200000, 20200,18003,2197
2_ratioAperiodic,0.20,3,4,12007.223000, 1024.000000,908.600000,1776.000000,18.900000, 20200,18320,1880
2_ratioAperiodic,0.20,3,5,12006.516000, 1024.000000,998.300000,1728.000000,19.100000, 20200,17909,2291
2_ratioAperiodic,0.20,3,6,12150.856000, 1024.000000,1106.100000,1988.000000,18.900000, 20200,18671,1529
2_ratioAperiodic,0.20,3,7,12037.269000, 1024.000000,902.800000,1776.000000,19.500000, 20200,18296,1904
2_ratioAperiodic,0.20,3,8,11894.241000, 1024.000000,1056.600000,1780.000000,18.400000, 20200,18328,1872
2_ratioAperiodic,0.20,3,9,11703.375000, 1024.000000,945.800000,1776.000000,19.400000, 20200,18373,1827
2_ratioAperiodic,0.20,3,10,12677.365000, 1024.000000,981.500000,1776.000000,19.400000, 20200,17878,2322
2_ratioAperiodic,0.20,4,1,11971.800000, 1024.000000,899.000000,1776.000000,19.100000, 20200,19950,250
2_ratioAperiodic,0.20,4,2,11671.347000, 1024.000000,913.300000,1572.000000,19.600000, 20200,20012,188
2_ratioAperiodic,0.20,4,3,12309.185000, 1024.000000,894.700000,1480.000000,19.500000, 20200,20004,196
2_ratioAperiodic,0.20,4,4,11676.879000, 1024.000000,897.200000,1532.000000,18.800000, 20200,20016,184
2_ratioAperiodic,0.20,4,5,11756.375000, 1024.000000,893.800000,1560.000000,19.300000, 20200,19943,257
2_ratioAperiodic,0.20,4,6,11897.923000, 1024.000000,899.600000,1480.000000,18.300000, 20200,19989,211
2_ratioAperiodic,0.20,4,7,12219.741000, 1024.000000,880.800000,1776.000000,18.800000, 20200,20005,195
2_ratioAperiodic,0.20,4,8,12405.876000, 1024.000000,891.700000,1776.000000,18.800000, 20200,20003,197
2_ratioAperiodic,0.20,4,9,12475.046000, 1024.000000,890.500000,1492.000000,19.300000, 20200,19951,249
2_ratioAperiodic,0.20,4,10,12751.255000, 1024.000000,1026.800000,1724.000000,19.100000, 20200,19956,244
2_ratioAperiodic,0.20,5,1,10430.506000, 1024.000000,799.900000,1480.000000,19.600000, 20200,16454,3746
2_ratioAperiodic,0.20,5,2,10633.837000, 1024.000000,795.200000,1480.000000,19.200000, 20200,17215,2985
2_ratioAperiodic,0.20,5,3,10755.849000, 1024.000000,831.000000,1480.000000,19.700000, 20200,16893,3307
2_ratioAperiodic,0.20,5,4,10640.923000, 1024.000000,785.900000,1480.000000,19.800000, 20200,16737,3463
2_ratioAperiodic,0.20,5,5,10670.644000, 1024.000000,872.900000,1480.000000,19.500000, 20200,16959,3241
2_ratioAperiodic,0.20,5,6,11338.798000, 1024.000000,696.500000,1232.000000,18.700000, 20200,16600,3600
2_ratioAperiodic,0.20,5,7,11379.507000, 1024.000000,724.000000,1232.000000,19.300000, 20200,17223,2977
2_ratioAperiodic,0.20,5,8,11556.170000, 1024.000000,799.600000,1480.000000,19.300000, 20200,18037,2163
2_ratioAperiodic,0.20,5,9,11658.573000, 1024.000000,792.100000,1480.000000,18.800000, 20200,16221,3979
2_ratioAperiodic,0.20,5,10,11585.509000, 1024.000000,835.500000,1480.000000,19.200000, 20200,16959,3241
2_ratioAperiodic,0.20,6,1,12615.757000, 1024.000000,1051.300000,1776.000000,18.800000, 20200,19160,1040
2_ratioAperiodic,0.20,6,2,11518.505000, 1024.000000,965.200000,1776.000000,19.500000, 20200,19112,1088
2_ratioAperiodic,0.20,6,3,12409.779000, 1024.000000,1112.100000,1860.000000,18.700000, 20200,19553,647
2_ratioAperiodic,0.20,6,4,12582.070000, 1024.000000,1005.500000,1776.000000,19.200000, 20200,19212,988
2_ratioAperiodic,0.20,6,5,12636.467000, 1024.000000,919.000000,1776.000000,19.200000, 20200,19181,1019
2_ratioAperiodic,0.20,6,6,12174.126000, 1024.000000,1006.700000,1776.000000,19.200000, 20200,19107,1093
2_ratioAperiodic,0.20,6,7,12607.425000, 1024.000000,1071.000000,1776.000000,19.200000, 20200,19581,619
2_ratioAperiodic,0.20,6,8,12718.261000, 1024.000000,1038.100000,1776.000000,19.500000, 20200,19302,898
2_ratioAperiodic,0.20,6,9,12470.118000, 1024.000000,902.800000,1776.000000,19.500000, 20200,18659,1541
2_ratioAperiodic,0.20,6,10,12960.461000, 1024.000000,1029.400000,1776.000000,19.300000, 20200,18800,1400
2_ratioAperiodic,0.20,7,1,10315.939000, 1024.000000,858.800000,1480.000000,19.600000, 20200,20187,13
2_ratioAperiodic,0.20,7,2,11360.493000, 1024.000000,871.300000,1480.000000,19.600000, 20200,20190,10
2_ratioAperiodic,0.20,7,3,11681.108000, 1024.000000,881.500000,1480.000000,19.200000, 20200,20177,23
2_ratioAperiodic,0.20,7,4,12016.300000, 1024.000000,893.800000,1524.000000,19.100000, 20200,20164,36
2_ratioAperiodic,0.20,7,5,10688.359000, 1024.000000,898.100000,1480.000000,19.500000, 20200,20194,6
2_ratioAperiodic,0.20,7,6,11991.261000, 1024.000000,1088.100000,1828.000000,19.500000, 20200,20168,32
2_ratioAperiodic,0.20,7,7,12068.043000, 1024.000000,987.600000,1788.000000,19.500000, 20200,20199,1
2_ratioAperiodic,0.20,7,8,11760.683000, 1024.000000,863.600000,1480.000000,18.700000, 20200,20192,8
2_ratioAperiodic,0.20,7,9,11719.492000, 1024.000000,889.500000,1480.000000,19.600000, 20200,20194,6
2_ratioAperiodic,0.20,7,10,12197.396000, 1024.000000,1079.700000,1912.000000,19.600000, 20200,20182,18
2_ratioAperiodic,0.20,8,1,11874.248000, 1024.000000,912.200000,1776.000000,19.300000, 20200,20104,96
2_ratioAperiodic,0.20,8,2,12064.309000, 1024.000000,1099.100000,1988.000000,19.300000, 20200,20074,126
2_ratioAperiodic,0.20,8,3,12046.514000, 1024.000000,1146.000000,1988.000000,19.000000, 20200,20038,162
2_ratioAperiodic,0.20,8,4,11771.568000, 1024.000000,904.900000,1776.000000,19.000000, 20200,20050,150
2_ratioAperiodic,0.20,8,5,11967.372000, 1024.000000,895.900000,1776.000000,19.200000, 20200,20153,47
2_ratioAperiodic,0.20,8,6,11893.214000, 1024.000000,980.900000,1776.000000,18.800000, 20200,19796,404
2_ratioAperiodic,0.20,8,7,12397.504000, 1024.000000,955.200000,1776.000000,18.700000, 20200,19948,252
2_ratioAperiodic,0.20,8,8,12530.287000, 1024.000000,1004.500000,1776.000000,19.000000, 20200,20081,119
2_ratioAperiodic,0.20,8,9,12412.837000, 1024.000000,1130.300000,2132.000000,19.300000, 20200,20028,172
2_ratioAperiodic,0.20,8,10,12798.462000, 1024.000000,1028.400000,1776.000000,19.200000, 20200,19969,231
2_ratioAperiodic,0.20,9,1,12127.090000, 1024.000000,1220.300000,2036.000000,19.300000, 20200,20148,52
2_ratioAperiodic,0.20,9,2,12457.545000, 1024.000000,1065.400000,1832.000000,18.800000, 20200,20071,129
2_ratioAperiodic,0.20,9,3,12255.614000, 1024.000000,1072.500000,1776.000000,19.300000, 20200,20116,84
2_ratioAperiodic,0.20,9,4,12594.990000, 1024.000000,1025.000000,1776.000000,19.000000, 20200,20104,96
2_ratioAperiodic,0.20,9,5,13088.735000, 1024.000000,1498.800000,2532.000000,19.200000, 20200,20160,40
2_ratioAperiodic,0.20,9,6,12423.590000, 1024.000000,1085.200000,1872.000000,18.200000, 20200,20124,76
2_ratioAperiodic,0.20,9,7,12762.240000, 1024.000000,1064.100000,1776.000000,19.100000, 20200,20128,72
2_ratioAperiodic,0.20,9,8,13134.172000, 1024.000000,1062.500000,1844.000000,18.300000, 20200,20146,54
2_ratioAperiodic,0.20,9,9,13034.664000, 1024.000000,1033.900000,1776.000000,19.300000, 20200,20091,109
2_ratioAperiodic,0.20,9,10,13296.164000, 1024.000000,1308.100000,2248.000000,19.100000, 20200,20049,151
2_ratioAperiodic,0.25,0,1,12461.029000, 1024.000000,1040.000000,1840.000000,19.100000, 20200,17301,2899
2_ratioAperiodic,0.25,0,2,12833.713000, 1024.000000,903.600000,1776.000000,19.200000, 20200,17045,3155
2_ratioAperiodic,0.25,0,3,12551.841000, 1024.000000,1014.400000,1868.000000,18.600000, 20200,17020,3180
2_ratioAperiodic,0.25,0,4,12744.532000, 1024.000000,1107.600000,1912.000000,19.400000, 20200,17285,2915
2_ratioAperiodic,0.25,0,5,12813.222000, 1024.000000,1299.500000,2252.000000,18.800000, 20200,17705,2495
2_ratioAperiodic,0.25,0,6,12686.782000, 1024.000000,991.700000,1776.000000,19.300000, 20200,17558,2642
2_ratioAperiodic,0.25,0,7,13151.240000, 1024.000000,1290.900000,2280.000000,19.000000, 20200,17288,2912
2_ratioAperiodic,0.25,0,8,12742.852000, 1024.000000,1078.700000,1784.000000,19.200000, 20200,17720,2480
2_ratioAperiodic,0.25,0,9,13071.232000, 1024.000000,1090.800000,1816.000000,19.600000, 20200,17891,2309
2_ratioAperiodic,0.25,0,10,13089.081000, 1024.000000,1076.300000,1776.000000,19.200000, 20200,17407,2793
2_ratioAperiodic,0.25,1,1,11598.868000, 1024.000000,1109.800000,1928.000000,18.900000, 20200,19434,766
2_ratioAperiodic,0.25,1,2,11441.534000, 1024.000000,863.400000,1480.000000,19.400000, 20200,19343,857
2_ratioAperiodic,0.25,1,3,11564.688000, 1024.000000,1042.400000,1916.000000,18.700000, 20200,19351,849
2_ratioAperiodic,0.25,1,4,11561.997000, 1024.000000,898.800000,1480.000000,19.700000, 20200,19360,840
2_ratioAperiodic,0.25,1,5,11336.694000, 1024.000000,886.300000,1480.000000,19.300000, 20200,19399,801
2_ratioAperiodic,0.25,1,6,11128.285000, 1024.000000,849.600000,1480.000000,19.600000, 20200,19547,653
2_ratioAperiodic,0.25,1,7,11277.953000, 1024.000000,796.700000,1480.000000,19.400000, 20200,19421,779
2_ratioAperiodic,0.25,1,8,11485.280000, 1024.000000,984.300000,1824.000000,19.400000, 20200,19376,824
2_ratioAperiodic,0.25,1,9,11609.636000, 1024.000000,897.000000,1480.000000,19.300000, 20200,19251,949
2_ratioAperiodic,0.25,1,10,12009.290000, 1024.000000,878.400000,1508.000000,19.500000, 20200,19368,832
2_ratioAperiodic,0.25,2,1,12380.292000, 1024.000000,1112.600000,1872.000000,19.400000, 20200,20191,9
2_ratioAperiodic,0.25,2,2,12302.097000, 1024.000000,1063.200000,1776.000000,19.000000, 20200,20198,2
2_ratioAperiodic,0.25,2,3,12735.441000, 1024.000000,1117.800000,1892.000000,19.000000, 20200,20196,4
2_ratioAperiodic,0.25,2,4,12620.544000, 1024.000000,1063.000000,1884.000000,19.000000, 20200,20192,8
2_ratioAperiodic,0.25,2,5,12550.695000, 1024.000000,1071.300000,1776.000000,18.200000, 20200,20160,40
2_ratioAperiodic,0.25,2,6,12819.132000, 1024.000000,1054.500000,1800.000000,19.300000, 20200,20165,35
