Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,21396.537000, 1024.000000,1516.500000,2592.000000,16384.000000,18.800000
2,22135.071000, 1024.000000,1531.700000,2608.000000,16384.000000,19.200000
3,21452.612000, 1024.000000,1518.900000,2608.000000,16384.000000,19.100000
4,22012.755000, 1024.000000,1505.500000,3072.000000,16384.000000,18.500000
5,22082.632000, 1024.000000,1479.900000,2704.000000,16384.000000,18.000000
6,21745.262000, 1024.000000,1645.500000,2828.000000,16384.000000,19.000000
7,21494.668000, 1024.000000,1534.100000,2700.000000,16384.000000,19.300000
8,20953.506000, 1024.000000,1547.100000,2612.000000,16384.000000,19.000000
9,20717.018000, 1024.000000,1495.800000,2632.000000,16384.000000,19.100000
10,22713.414000, 1024.000000,1515.000000,2792.000000,16384.000000,19.000000
11,20345.580000, 1024.000000,1548.300000,2560.000000,16384.000000,18.600000
12,20309.541000, 1024.000000,1573.300000,2888.000000,16384.000000,19.300000
13,20618.997000, 1024.000000,1581.400000,2680.000000,16384.000000,18.700000
14,20820.355000, 1024.000000,1411.100000,2660.000000,16384.000000,18.900000
15,20897.875000, 1024.000000,1582.600000,2752.000000,16384.000000,18.300000
16,20898.123000, 1024.000000,1700.700000,3096.000000,16384.000000,19.400000
17,21164.746000, 1024.000000,1645.500000,3040.000000,16384.000000,19.400000
18,21158.682000, 1024.000000,1537.600000,2780.000000,16384.000000,18.700000
19,21213.520000, 1024.000000,1875.500000,3104.000000,16384.000000,18.100000
20,21157.249000, 1024.000000,1611.700000,2888.000000,16384.000000,19.100000
21,21677.588000, 1024.000000,1347.400000,2560.000000,16384.000000,19.000000
22,22728.933000, 1024.000000,1601.100000,2652.000000,16384.000000,18.800000
23,21867.193000, 1024.000000,1516.800000,2640.000000,16384.000000,19.000000
24,22771.708000, 1024.000000,1589.600000,2660.000000,16384.000000,19.200000
25,22862.684000, 1024.000000,1607.600000,2728.000000,16384.000000,18.000000
26,22087.421000, 1024.000000,1475.800000,2600.000000,16384.000000,19.000000
27,21638.178000, 1024.000000,1555.700000,2688.000000,16384.000000,19.300000
28,20721.596000, 1024.000000,1733.700000,2872.000000,16384.000000,19.500000
29,20715.275000, 1024.000000,1522.200000,2560.000000,16384.000000,19.100000
30,23394.182000, 1024.000000,1874.300000,3208.000000,16384.000000,18.700000
31,20426.749000, 1024.000000,1691.500000,2816.000000,16384.000000,19.200000
32,20479.481000, 1024.000000,1606.500000,2696.000000,16384.000000,19.300000
33,21358.447000, 1024.000000,1553.700000,2640.000000,16384.000000,19.000000
34,21433.011000, 1024.000000,1555.300000,2592.000000,16384.000000,18.100000
35,21492.158000, 1024.000000,1572.100000,2612.000000,16384.000000,19.200000
36,21701.104000, 1024.000000,1538.300000,2640.000000,16384.000000,19.000000
37,22651.737000, 1024.000000,1365.800000,2700.000000,16384.000000,19.300000
38,22636.904000, 1024.000000,1546.800000,2640.000000,16384.000000,18.700000
39,22599.928000, 1024.000000,1515.000000,2608.000000,16384.000000,18.100000
40,23266.221000, 1024.000000,1588.800000,2784.000000,16384.000000,19.000000
41,20373.838000, 1024.000000,1607.500000,2704.000000,16384.000000,18.400000
42,20488.947000, 1024.000000,1528.100000,2796.000000,16384.000000,18.000000
43,21113.471000, 1024.000000,1627.300000,2864.000000,16384.000000,18.000000
44,21216.533000, 1024.000000,1466.800000,2632.000000,16384.000000,19.200000
45,21364.094000, 1024.000000,1534.300000,2560.000000,16384.000000,18.900000
46,21330.093000, 1024.000000,1546.300000,2896.000000,16384.000000,19.200000
47,21688.315000, 1024.000000,1594.500000,2632.000000,16384.000000,19.300000
48,21640.753000, 1024.000000,1534.600000,2748.000000,16384.000000,18.000000
49,21691.925000, 1024.000000,1579.800000,3012.000000,16384.000000,18.000000
50,21196.169000, 1024.000000,1474.900000,2728.000000,16384.000000,18.200000
