Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
1,16427.775000,3,0.005900,5.719450e-52,28,5,94,7,21,3,121,144,36,132,807,72,5,11,135,32
2,16192.916000,3,0.006600,9.858058e-52,28,5,94,7,21,3,121,151,36,141,807,72,5,11,135,32
3,16479.801000,3,0.006400,6.536514e-52,28,5,94,7,21,3,121,144,36,136,807,72,5,11,135,32
4,16096.920000,3,0.005900,7.389103e-52,28,5,94,7,21,3,121,147,36,136,807,72,5,11,135,32
5,16202.544000,3,0.007800,7.886447e-52,28,5,94,7,21,3,121,145,36,141,807,72,5,11,135,32
6,16328.573000,3,0.002100,8.525888e-53,28,5,94,7,21,3,121,129,36,116,807,72,5,11,135,32
7,16415.265000,3,0.010000,1.193624e-51,28,5,94,7,21,3,121,153,36,146,807,72,5,11,135,32
8,16434.697000,3,0.007500,1.018666e-51,28,5,94,7,21,3,121,152,36,141,807,72,5,11,135,32
9,16414.594000,3,0.007400,6.607563e-52,28,5,94,7,21,3,121,145,36,135,807,72,5,11,135,32
10,16101.999000,3,0.006100,8.872252e-52,28,5,94,7,21,3,121,148,36,141,807,72,5,11,135,32
11,11990.695000,3,0.005900,1.084386e-51,28,5,94,7,21,3,121,154,36,141,807,72,5,11,135,32
12,13725.853000,3,0.010800,8.632462e-52,28,5,94,7,21,3,121,148,36,140,807,72,5,11,135,32
13,14042.811000,3,0.005700,8.454839e-52,28,5,94,7,21,3,121,149,36,138,807,72,5,11,135,32
14,14167.070000,3,0.012300,1.776227e-51,28,5,94,7,21,3,121,161,36,154,807,72,5,11,135,32
15,14422.662000,3,0.001500,5.408610e-52,28,5,94,7,21,3,121,142,36,133,807,72,5,11,135,32
16,13991.575000,3,0.006200,6.882879e-52,28,5,94,7,21,3,121,146,36,135,807,72,5,11,135,32
17,14316.652000,3,0.009900,5.310918e-52,28,5,94,7,21,3,121,144,36,130,807,72,5,11,135,32
18,14237.650000,3,0.005800,6.882879e-52,28,5,94,7,21,3,121,146,36,135,807,72,5,11,135,32
19,14122.385000,3,0.004000,1.069288e-51,28,5,94,7,21,3,121,149,36,147,807,72,5,11,135,32
20,13879.439000,3,0.008700,9.529456e-52,28,5,94,7,21,3,121,150,36,141,807,72,5,11,135,32
21,12576.405000,3,0.007500,1.250464e-51,28,5,94,7,21,3,121,153,36,148,807,72,5,11,135,32
22,9785.982000,3,0.001300,5.035603e-52,28,5,94,7,21,3,121,142,36,131,807,72,5,11,135,32
23,9806.831000,3,0.003500,8.703511e-52,28,5,94,7,21,3,121,149,36,139,807,72,5,11,135,32
24,9750.700000,3,0.007600,1.201617e-51,28,5,94,7,21,3,121,154,36,145,807,72,5,11,135,32
25,9715.790000,3,0.006000,1.012449e-51,28,5,94,7,21,3,121,151,36,142,807,72,5,11,135,32
26,8112.018000,3,0.003000,8.215049e-52,28,5,94,7,21,3,121,146,36,141,807,72,5,11,135,32
27,8519.520000,3,0.002600,8.392671e-52,28,5,94,7,21,3,121,148,36,139,807,72,5,11,135,32
28,8259.574000,3,0.005900,9.200854e-52,28,5,94,7,21,3,121,149,36,141,807,72,5,11,135,32
29,8261.442000,3,0.008700,1.165205e-51,28,5,94,7,21,3,121,153,36,145,807,72,5,11,135,32
30,8315.903000,3,0.005200,1.012449e-51,28,5,94,7,21,3,121,151,36,142,807,72,5,11,135,32
31,14659.073000,3,0.003600,8.152881e-52,28,5,94,7,21,3,121,148,36,138,807,72,5,11,135,32
32,14783.023000,3,0.005500,6.820711e-52,28,5,94,7,21,3,121,145,36,136,807,72,5,11,135,32
33,14928.577000,3,0.003100,7.548964e-52,28,5,94,7,21,3,121,146,36,138,807,72,5,11,135,32
34,14702.789000,3,0.012500,9.591624e-52,28,5,94,7,21,3,121,148,36,144,807,72,5,11,135,32
35,14725.149000,3,0.005300,6.127982e-52,28,5,94,7,21,3,121,144,36,134,807,72,5,11,135,32
36,14845.671000,3,0.005400,8.392671e-52,28,5,94,7,21,3,121,148,36,139,807,72,5,11,135,32
37,14458.550000,3,0.006200,6.882879e-52,28,5,94,7,21,3,121,146,36,135,807,72,5,11,135,32
38,14351.725000,3,0.008700,1.165205e-51,28,5,94,7,21,3,121,153,36,145,807,72,5,11,135,32
39,14471.218000,3,0.004700,8.632462e-52,28,5,94,7,21,3,121,148,36,140,807,72,5,11,135,32
40,14625.654000,3,0.010400,9.698198e-52,28,5,94,7,21,3,121,149,36,143,807,72,5,11,135,32
41,14082.261000,3,0.009800,1.230925e-51,28,5,94,7,21,3,121,154,36,146,807,72,5,11,135,32
42,14191.644000,3,0.009600,1.367695e-51,28,5,94,7,21,3,121,156,36,148,807,72,5,11,135,32
43,14713.340000,3,0.005100,1.108365e-51,28,5,94,7,21,3,121,153,36,143,807,72,5,11,135,32
44,14480.863000,3,0.007900,1.119023e-51,28,5,94,7,21,3,121,151,36,146,807,72,5,11,135,32
45,14793.052000,3,0.009200,2.536452e-51,28,6,94,7,21,3,121,155,36,146,807,72,5,11,135,32
46,14899.403000,3,0.005800,1.039093e-51,28,5,94,7,21,3,121,151,36,143,807,72,5,11,135,32
47,14821.717000,3,0.003100,9.200854e-52,28,5,94,7,21,3,121,149,36,141,807,72,5,11,135,32
48,14696.060000,3,0.008200,4.973435e-52,28,5,94,7,21,3,121,141,36,132,807,72,5,11,135,32
49,14640.301000,3,0.005000,9.014351e-52,28,5,94,7,21,3,121,150,36,139,807,72,5,11,135,32
50,14411.270000,3,0.006000,8.703511e-52,28,5,94,7,21,3,121,149,36,139,807,72,5,11,135,32
