Run,countDM,numSol,ratioDM
1,43,40000,0.00107500000000000000
2,0,40000,0.00000000000000000000
3,7,40000,0.00017500000000000000
4,15,40000,0.00037500000000000001
5,6,40000,0.00014999999999999999
6,0,40000,0.00000000000000000000
7,0,40000,0.00000000000000000000
8,0,40000,0.00000000000000000000
9,0,40000,0.00000000000000000000
10,12,40000,0.00029999999999999997
11,7,40000,0.00017500000000000000
12,0,40000,0.00000000000000000000
13,24,40000,0.00059999999999999995
14,0,40000,0.00000000000000000000
15,26,40000,0.00064999999999999997
16,2,40000,0.00005000000000000000
17,15,40000,0.00037500000000000001
18,21,40000,0.00052499999999999997
19,3,40000,0.00007499999999999999
20,0,40000,0.00000000000000000000
21,4,40000,0.00010000000000000000
22,18,40000,0.00044999999999999999
23,15,40000,0.00037500000000000001
24,14,40000,0.00035000000000000000
25,72,40000,0.00179999999999999995
26,0,40000,0.00000000000000000000
27,0,40000,0.00000000000000000000
28,5,40000,0.00012500000000000000
29,6,40000,0.00014999999999999999
30,7,40000,0.00017500000000000000
31,199,40000,0.00497500000000000026
32,0,40000,0.00000000000000000000
33,30,40000,0.00075000000000000002
34,9,40000,0.00022499999999999999
35,11,40000,0.00027500000000000002
36,2,40000,0.00005000000000000000
37,0,40000,0.00000000000000000000
38,1,40000,0.00002500000000000000
39,180,40000,0.00449999999999999966
40,11,40000,0.00027500000000000002
41,82,40000,0.00205000000000000017
42,7,40000,0.00017500000000000000
43,8,40000,0.00020000000000000001
44,20,40000,0.00050000000000000001
45,4,40000,0.00010000000000000000
46,0,40000,0.00000000000000000000
47,1,40000,0.00002500000000000000
48,24,40000,0.00059999999999999995
49,0,40000,0.00000000000000000000
50,12,40000,0.00029999999999999997
