Run,countDM,numSol,ratioDM
1,136,40000,0.00339999999999999981
2,43,40000,0.00107500000000000000
3,74,40000,0.00185000000000000008
4,270,40000,0.00674999999999999992
5,49,40000,0.00122499999999999996
6,350,40000,0.00875000000000000083
7,50,40000,0.00125000000000000003
8,12,40000,0.00029999999999999997
9,68,40000,0.00169999999999999991
10,13,40000,0.00032499999999999999
11,56,40000,0.00139999999999999999
12,115,40000,0.00287499999999999995
13,705,40000,0.01762499999999999831
14,25,40000,0.00062500000000000001
15,462,40000,0.01154999999999999950
16,315,40000,0.00787500000000000006
17,2,40000,0.00005000000000000000
18,129,40000,0.00322500000000000000
19,264,40000,0.00659999999999999996
20,554,40000,0.01384999999999999946
21,95,40000,0.00237499999999999994
22,91,40000,0.00227500000000000011
23,330,40000,0.00825000000000000039
24,1,40000,0.00002500000000000000
25,28,40000,0.00069999999999999999
26,37,40000,0.00092500000000000004
27,21,40000,0.00052499999999999997
28,8,40000,0.00020000000000000001
29,138,40000,0.00344999999999999994
30,1,40000,0.00002500000000000000
31,298,40000,0.00745000000000000002
32,255,40000,0.00637499999999999959
33,42,40000,0.00104999999999999994
34,0,40000,0.00000000000000000000
35,0,40000,0.00000000000000000000
36,118,40000,0.00294999999999999993
37,263,40000,0.00657500000000000012
38,0,40000,0.00000000000000000000
39,2,40000,0.00005000000000000000
40,27,40000,0.00067500000000000004
41,76,40000,0.00190000000000000000
42,375,40000,0.00937499999999999965
43,56,40000,0.00139999999999999999
44,18,40000,0.00044999999999999999
45,29,40000,0.00072499999999999995
46,17,40000,0.00042499999999999998
47,4,40000,0.00010000000000000000
48,102,40000,0.00255000000000000018
49,150,40000,0.00374999999999999986
50,11,40000,0.00027500000000000002
