Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,15978.093000, 1024.000000,1268.900000,2132.000000,16384.000000,18.900000
2,16493.979000, 1024.000000,1362.000000,2560.000000,16384.000000,18.200000
3,15996.615000, 1024.000000,1582.400000,2720.000000,16384.000000,19.000000
4,16684.620000, 1024.000000,1391.000000,2560.000000,16384.000000,19.100000
5,16501.697000, 1024.000000,1673.100000,2848.000000,16384.000000,19.000000
6,16223.259000, 1024.000000,1349.800000,2648.000000,16384.000000,18.200000
7,15629.888000, 1024.000000,1467.600000,2576.000000,16384.000000,19.200000
8,15259.573000, 1024.000000,1573.200000,2688.000000,16384.000000,18.300000
9,15035.902000, 1024.000000,1298.000000,2560.000000,16384.000000,19.400000
10,16693.869000, 1024.000000,1340.100000,2560.000000,16384.000000,18.500000
11,14896.269000, 1024.000000,1444.600000,2560.000000,16384.000000,19.300000
12,14125.551000, 1024.000000,1301.900000,2648.000000,16384.000000,18.700000
13,14251.231000, 1024.000000,1465.500000,2676.000000,16384.000000,19.400000
14,14411.533000, 1024.000000,1542.900000,2560.000000,16384.000000,19.100000
15,14473.614000, 1024.000000,1549.700000,2560.000000,16384.000000,18.200000
16,14390.788000, 1024.000000,1531.600000,2560.000000,16384.000000,19.100000
17,14506.407000, 1024.000000,1299.800000,2560.000000,16384.000000,19.300000
18,15139.275000, 1024.000000,1381.600000,2588.000000,16384.000000,18.100000
19,15235.675000, 1024.000000,1499.600000,2564.000000,16384.000000,19.000000
20,15662.690000, 1024.000000,1340.200000,2752.000000,16384.000000,18.200000
21,14983.553000, 1024.000000,1553.500000,2636.000000,16384.000000,19.300000
22,12036.895000, 1024.000000,1779.000000,3072.000000,16384.000000,19.100000
23,12644.596000, 1024.000000,1859.700000,3256.000000,16384.000000,18.300000
24,12719.145000, 1024.000000,2013.200000,3472.000000,16384.000000,19.100000
25,12522.532000, 1024.000000,1601.000000,2816.000000,16384.000000,18.900000
26,10717.718000, 1024.000000,1600.900000,2904.000000,16384.000000,19.400000
27,11098.307000, 1024.000000,1867.800000,3344.000000,16384.000000,19.700000
28,10702.937000, 1024.000000,1655.600000,3112.000000,16384.000000,19.300000
29,11184.134000, 1024.000000,1696.700000,3284.000000,16384.000000,19.400000
30,11716.771000, 1024.000000,1672.300000,3080.000000,16384.000000,18.100000
31,14330.054000, 1024.000000,1542.200000,2560.000000,16384.000000,18.700000
32,15076.448000, 1024.000000,1359.900000,2560.000000,16384.000000,18.900000
33,14397.899000, 1024.000000,1434.100000,2560.000000,16384.000000,19.100000
34,15052.042000, 1024.000000,1345.800000,2564.000000,16384.000000,19.100000
35,14953.122000, 1024.000000,1390.900000,2316.000000,16384.000000,19.500000
36,14781.332000, 1024.000000,1611.600000,2664.000000,16384.000000,18.500000
37,14584.808000, 1024.000000,1496.700000,2732.000000,16384.000000,18.400000
38,14125.655000, 1024.000000,1360.500000,2652.000000,16384.000000,19.300000
39,14042.587000, 1024.000000,1327.300000,2560.000000,16384.000000,19.000000
40,15861.994000, 1024.000000,1523.500000,2612.000000,16384.000000,18.500000
41,14252.266000, 1024.000000,1530.900000,2824.000000,16384.000000,19.000000
42,14141.267000, 1024.000000,1536.800000,2560.000000,16384.000000,18.100000
43,14499.689000, 1024.000000,1320.800000,2560.000000,16384.000000,19.000000
44,14558.016000, 1024.000000,1473.300000,2640.000000,16384.000000,18.300000
45,14550.855000, 1024.000000,1512.800000,2560.000000,16384.000000,18.100000
46,14841.275000, 1024.000000,1462.400000,2560.000000,16384.000000,19.200000
47,15135.617000, 1024.000000,1286.700000,2588.000000,16384.000000,18.800000
48,15037.096000, 1024.000000,1512.000000,2560.000000,16384.000000,18.900000
49,15188.334000, 1024.000000,1454.700000,2448.000000,16384.000000,19.300000
50,16232.337000, 1024.000000,1498.700000,2800.000000,16384.000000,18.200000
