Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,21533.811000, 1024.000000,1505.500000,2672.000000,16384.000000,19.100000
2,22308.417000, 1024.000000,1432.200000,2816.000000,16384.000000,19.100000
3,21660.222000, 1024.000000,1379.400000,2560.000000,16384.000000,19.300000
4,22336.753000, 1024.000000,1478.900000,3072.000000,16384.000000,19.400000
5,22303.216000, 1024.000000,1576.100000,3072.000000,16384.000000,19.300000
6,21720.043000, 1024.000000,1618.500000,2704.000000,16384.000000,18.900000
7,21343.151000, 1024.000000,1546.800000,2696.000000,16384.000000,19.000000
8,20865.600000, 1024.000000,1393.700000,2760.000000,16384.000000,18.800000
9,20548.535000, 1024.000000,1446.700000,2560.000000,16384.000000,19.500000
10,22619.263000, 1024.000000,1607.100000,2872.000000,16384.000000,18.400000
11,21340.209000, 1024.000000,1506.300000,2592.000000,16384.000000,19.000000
12,22231.310000, 1024.000000,1620.900000,3072.000000,16384.000000,18.800000
13,21118.542000, 1024.000000,1539.500000,2676.000000,16384.000000,18.500000
14,22292.509000, 1024.000000,1551.000000,2736.000000,16384.000000,19.100000
15,22351.964000, 1024.000000,1540.600000,2592.000000,16384.000000,18.700000
16,21606.172000, 1024.000000,1568.200000,2612.000000,16384.000000,18.100000
17,21495.622000, 1024.000000,1603.300000,2696.000000,16384.000000,18.900000
18,20778.461000, 1024.000000,1554.100000,2640.000000,16384.000000,18.900000
19,20505.097000, 1024.000000,1555.200000,2588.000000,16384.000000,18.100000
20,22964.887000, 1024.000000,1583.000000,2728.000000,16384.000000,18.800000
21,20170.202000, 1024.000000,1549.500000,2640.000000,16384.000000,19.000000
22,20312.785000, 1024.000000,1499.900000,2728.000000,16384.000000,19.000000
23,20834.538000, 1024.000000,1548.900000,2648.000000,16384.000000,18.700000
24,21204.949000, 1024.000000,1336.800000,2580.000000,16384.000000,19.000000
25,21123.800000, 1024.000000,1552.300000,3072.000000,16384.000000,18.500000
26,21514.842000, 1024.000000,1535.600000,2640.000000,16384.000000,19.000000
27,22233.538000, 1024.000000,1548.400000,2736.000000,16384.000000,18.700000
28,22200.728000, 1024.000000,1557.600000,2808.000000,16384.000000,19.200000
29,22224.653000, 1024.000000,1556.700000,2976.000000,16384.000000,18.100000
30,22797.855000, 1024.000000,1551.900000,2972.000000,16384.000000,18.600000
31,20166.549000, 1024.000000,1548.400000,2660.000000,16384.000000,18.500000
32,20401.031000, 1024.000000,1550.900000,2640.000000,16384.000000,19.300000
33,20734.923000, 1024.000000,1539.600000,2752.000000,16384.000000,18.000000
34,20905.481000, 1024.000000,1457.100000,2588.000000,16384.000000,18.700000
35,20998.820000, 1024.000000,1688.900000,2872.000000,16384.000000,19.300000
36,20983.269000, 1024.000000,1524.800000,2728.000000,16384.000000,19.400000
37,21387.106000, 1024.000000,1560.800000,2688.000000,16384.000000,18.700000
38,21294.297000, 1024.000000,1624.800000,2760.000000,16384.000000,19.200000
39,21321.105000, 1024.000000,1608.800000,2936.000000,16384.000000,18.100000
40,21264.172000, 1024.000000,1664.700000,2892.000000,16384.000000,19.100000
41,23712.886000, 1024.000000,1292.800000,2560.000000,16384.000000,19.100000
42,24656.191000, 1024.000000,1568.500000,2624.000000,16384.000000,19.100000
43,24014.615000, 1024.000000,1534.500000,2560.000000,16384.000000,19.000000
44,24728.952000, 1024.000000,1358.100000,2640.000000,16384.000000,19.100000
45,24692.154000, 1024.000000,1500.700000,2560.000000,16384.000000,18.800000
46,24290.314000, 1024.000000,1511.300000,2660.000000,16384.000000,18.600000
47,23974.142000, 1024.000000,1534.800000,2560.000000,16384.000000,19.000000
48,23417.189000, 1024.000000,1366.900000,2560.000000,16384.000000,19.300000
49,23291.039000, 1024.000000,1478.400000,2560.000000,16384.000000,19.100000
50,25338.616000, 1024.000000,1545.300000,2608.000000,16384.000000,19.400000
