Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
1,343.000000,16,0.000000,5.819869e-52,28,7,92,6,21,3,118,211,32,200,804,71,5,11,131,29
2,354.000000,16,0.000000,7.505636e-52,27,7,92,6,21,2,121,234,35,156,798,72,4,10,135,31
3,355.000000,16,0.000000,9.242815e-52,28,5,92,7,21,3,121,255,35,152,806,72,4,10,135,27
4,362.000000,16,0.000000,9.289083e-52,27,6,92,6,21,3,120,231,36,184,807,72,4,9,134,28
5,358.000000,16,0.000000,7.113174e-52,28,6,91,7,20,1,121,209,34,212,801,69,5,11,135,30
6,357.000000,16,0.000000,1.208840e-51,27,7,90,7,20,2,120,202,36,206,806,72,3,11,134,32
7,359.000000,16,0.000000,7.402725e-52,28,6,91,6,19,3,121,219,36,165,803,70,4,10,133,32
8,353.000000,16,0.000000,8.345277e-52,28,6,90,7,21,3,121,176,35,177,801,68,5,10,135,31
9,359.000000,16,0.000000,1.269332e-51,28,6,94,7,21,2,121,195,33,258,807,72,3,11,131,31
10,360.000000,16,0.000000,9.432542e-52,28,7,92,6,20,1,121,250,33,196,804,72,4,10,134,31
11,350.000000,16,0.000000,1.103807e-51,28,6,91,7,19,1,121,214,36,193,804,72,4,11,135,31
12,360.000000,16,0.000000,6.648861e-52,28,7,94,7,19,2,121,194,33,210,807,70,5,10,131,27
13,368.000000,16,0.000000,8.236548e-52,26,7,93,6,21,3,119,219,36,165,805,70,4,11,135,32
14,350.000000,16,0.000000,8.512742e-52,27,8,93,7,21,3,120,199,33,147,807,71,4,11,135,27
15,357.000000,16,0.000000,7.350280e-52,28,7,90,6,20,3,121,183,35,225,800,70,5,10,133,27
16,354.000000,16,0.000000,5.872464e-52,28,7,93,6,21,1,120,260,36,203,802,72,3,10,133,29
17,362.000000,16,0.000000,8.915962e-52,27,7,94,7,19,2,121,226,36,204,806,70,4,9,135,27
18,357.000000,16,0.000000,1.209136e-51,28,6,92,7,19,2,120,227,36,202,796,71,5,10,135,32
19,369.000000,16,0.000000,5.920460e-52,28,6,91,6,21,3,121,209,32,207,806,72,3,9,135,31
20,348.000000,16,0.000000,1.063581e-51,28,6,92,7,18,1,121,207,36,185,807,71,5,11,135,31
21,375.000000,16,0.000000,1.040302e-51,28,6,94,6,21,2,121,220,35,170,804,71,5,9,135,28
22,362.000000,16,0.000000,1.719319e-51,28,7,92,7,20,2,121,257,32,150,807,72,4,10,135,32
23,370.000000,16,0.000000,6.764777e-52,28,5,94,7,19,2,120,195,33,261,806,71,5,11,130,32
24,377.000000,16,0.000000,9.122932e-52,27,6,89,6,21,1,121,248,33,235,807,72,4,11,134,32
25,378.000000,16,0.000000,1.050167e-51,28,5,89,7,21,3,121,224,34,215,805,72,5,9,135,27
26,376.000000,16,0.000000,8.451720e-52,28,6,94,7,19,1,120,193,36,185,806,71,5,10,134,31
27,367.000000,16,0.000000,9.195328e-52,28,6,94,5,20,2,121,199,36,189,802,72,5,10,135,30
28,350.000000,16,0.000000,1.626271e-51,27,7,93,7,20,2,121,178,33,216,803,72,5,11,132,32
29,360.000000,16,0.000000,1.168189e-51,27,6,94,7,20,2,121,231,36,171,802,72,4,9,135,31
30,358.000000,16,0.000000,1.405750e-51,28,7,92,7,20,2,121,191,36,190,803,71,4,11,135,27
31,360.000000,16,0.000000,1.145910e-51,27,6,92,7,20,2,121,290,33,146,803,72,5,11,133,31
32,354.000000,16,0.000000,1.099215e-51,28,5,90,7,21,3,119,174,36,216,806,72,5,10,135,29
33,352.000000,16,0.000000,1.410865e-51,28,7,94,5,21,3,121,173,34,226,801,71,5,10,134,31
34,376.000000,16,0.000000,7.173528e-52,27,8,94,6,19,3,121,165,32,188,806,71,4,11,134,32
35,373.000000,16,0.000000,9.930152e-52,28,8,91,7,21,3,120,136,36,182,801,72,5,9,135,32
36,374.000000,16,0.000000,7.604629e-52,28,6,92,7,21,3,121,175,35,202,802,72,4,10,132,27
37,366.000000,16,0.000000,9.255429e-52,28,6,94,7,21,2,119,198,36,195,802,72,4,11,130,31
38,369.000000,16,0.000000,8.135684e-52,28,6,87,7,19,3,120,172,36,210,806,71,4,10,135,31
39,365.000000,16,0.000000,8.795939e-52,28,6,90,7,18,3,121,216,34,251,800,71,4,9,134,32
40,351.000000,16,0.000000,7.659049e-52,27,8,93,7,21,2,119,166,35,218,806,70,4,11,135,27
41,354.000000,16,0.000000,9.713254e-52,27,7,93,7,21,3,120,220,36,207,800,71,3,11,133,28
42,367.000000,16,0.000000,9.549647e-52,28,6,85,7,21,2,121,227,36,180,806,71,4,11,133,30
43,380.000000,16,0.000000,6.687654e-52,28,7,92,7,21,2,121,225,35,185,801,68,4,9,131,32
44,378.000000,16,0.000000,9.916785e-52,28,8,91,6,21,2,121,163,36,226,798,71,4,11,132,31
45,359.000000,16,0.000000,1.014286e-51,27,6,93,7,21,2,119,191,34,225,801,72,5,11,134,29
46,370.000000,16,0.000000,6.130106e-52,28,6,86,6,19,2,120,173,36,245,806,71,5,10,135,31
47,361.000000,16,0.000000,9.451777e-52,28,7,93,7,21,3,120,163,36,179,800,72,5,9,133,28
48,351.000000,16,0.000000,1.148842e-51,28,7,92,7,19,2,119,219,34,198,802,71,4,10,135,32
49,356.000000,16,0.000000,7.242504e-52,27,7,93,6,21,3,121,187,35,146,804,71,4,11,134,29
50,356.000000,16,0.000000,6.188108e-52,28,8,93,6,21,1,119,250,32,160,807,71,5,9,135,31
