Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
31,13600.775000,3,0.002900,6.810053e-51,28,6,94,7,21,3,121,175,36,175,807,72,5,11,135,32
32,13915.643000,3,0.003900,6.580920e-51,28,6,94,7,21,3,121,178,36,169,807,72,5,11,135,32
33,13790.061000,3,0.005500,7.247005e-51,28,6,94,7,21,3,121,181,36,172,807,72,5,11,135,32
34,13702.090000,3,0.001800,6.138640e-51,28,6,94,7,21,3,121,175,36,168,807,72,5,11,135,32
35,13648.897000,3,0.005500,7.211481e-51,28,6,94,7,21,3,121,179,36,174,807,72,5,11,135,32
36,13631.046000,3,0.003300,6.119101e-51,28,6,94,7,21,3,121,174,36,169,807,72,5,11,135,32
37,13324.257000,3,0.002600,6.740780e-51,28,6,94,7,21,3,121,176,36,173,807,72,5,11,135,32
38,13130.252000,3,0.003300,7.087145e-51,28,6,94,7,21,3,121,178,36,174,807,72,5,11,135,32
39,13106.573000,3,0.002300,5.742541e-51,28,6,94,7,21,3,121,174,36,165,807,72,5,11,135,32
40,12094.373000,3,0.004100,6.863340e-51,28,6,94,7,21,3,121,177,36,173,807,72,5,11,135,32
41,15265.000000,3,0.000600,2.393466e-51,28,5,94,7,21,3,121,170,36,159,807,72,5,11,135,32
42,14873.250000,3,0.004900,1.143535e-50,28,7,94,7,21,3,121,179,36,178,807,72,5,11,135,32
43,15137.565000,3,0.001000,2.170549e-51,28,5,94,7,21,3,121,168,36,156,807,72,5,11,135,32
44,15017.059000,3,0.003600,6.138640e-51,28,6,94,7,21,3,121,175,36,168,807,72,5,11,135,32
45,14883.763000,3,0.002100,5.275393e-51,28,6,94,7,21,3,121,175,36,159,807,72,5,11,135,32
46,14853.280000,3,0.002900,6.350011e-51,28,6,94,7,21,3,121,176,36,169,807,72,5,11,135,32
47,14970.402000,3,0.003900,8.088937e-51,28,6,94,7,21,3,121,187,36,173,807,72,5,11,135,32
48,14607.577000,3,0.003100,6.181269e-51,28,6,94,7,21,3,121,181,36,162,807,72,5,11,135,32
49,14432.290000,3,0.003600,1.044421e-50,28,7,94,7,21,3,121,177,36,174,807,72,5,11,135,32
50,14689.438000,3,0.002100,5.506303e-51,28,6,94,7,21,3,121,171,36,166,807,72,5,11,135,32
