Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,21366.775000, 1024.000000,1305.200000,2560.000000,16384.000000,19.300000
2,22004.877000, 1024.000000,1535.800000,3036.000000,16384.000000,19.600000
3,21311.297000, 1024.000000,1680.200000,2816.000000,16384.000000,19.200000
4,22078.578000, 1024.000000,1563.100000,2652.000000,16384.000000,18.600000
5,22119.677000, 1024.000000,1578.700000,2752.000000,16384.000000,19.000000
6,21561.265000, 1024.000000,1562.100000,2608.000000,16384.000000,19.000000
7,21268.033000, 1024.000000,1553.200000,2760.000000,16384.000000,18.100000
8,20800.556000, 1024.000000,1638.600000,2732.000000,16384.000000,19.200000
9,20682.409000, 1024.000000,1505.700000,2616.000000,16384.000000,19.000000
10,22514.951000, 1024.000000,1561.200000,2928.000000,16384.000000,18.300000
11,20291.765000, 1024.000000,1638.000000,2732.000000,16384.000000,19.000000
12,20441.694000, 1024.000000,1556.800000,2708.000000,16384.000000,19.300000
13,20912.019000, 1024.000000,1591.400000,2804.000000,16384.000000,18.000000
14,21051.543000, 1024.000000,1563.000000,2608.000000,16384.000000,19.000000
15,20969.685000, 1024.000000,1449.800000,2560.000000,16384.000000,19.100000
16,21039.948000, 1024.000000,1572.700000,2676.000000,16384.000000,18.700000
17,21334.986000, 1024.000000,2004.100000,3412.000000,16384.000000,19.200000
18,21433.633000, 1024.000000,1761.800000,2968.000000,16384.000000,19.400000
19,21339.342000, 1024.000000,1612.700000,2768.000000,16384.000000,18.800000
20,21090.272000, 1024.000000,1507.500000,2776.000000,16384.000000,18.900000
21,21237.172000, 1024.000000,1484.400000,2560.000000,16384.000000,19.200000
22,22126.248000, 1024.000000,1560.900000,2584.000000,16384.000000,18.000000
23,21318.014000, 1024.000000,1534.400000,2624.000000,16384.000000,19.100000
24,22083.517000, 1024.000000,1563.500000,2760.000000,16384.000000,19.000000
25,21871.095000, 1024.000000,1625.500000,2688.000000,16384.000000,18.400000
26,21331.557000, 1024.000000,1517.000000,2636.000000,16384.000000,19.000000
27,21309.369000, 1024.000000,1539.500000,2720.000000,16384.000000,19.100000
28,20752.714000, 1024.000000,1791.000000,3144.000000,16384.000000,19.000000
29,20508.101000, 1024.000000,1598.300000,2664.000000,16384.000000,18.600000
30,23080.867000, 1024.000000,1631.800000,2864.000000,16384.000000,18.100000
31,20134.044000, 1024.000000,1532.600000,2700.000000,16384.000000,19.200000
32,20437.318000, 1024.000000,1562.400000,2696.000000,16384.000000,19.000000
33,21134.041000, 1024.000000,1426.700000,2560.000000,16384.000000,19.200000
34,21088.462000, 1024.000000,1470.200000,2560.000000,16384.000000,19.300000
35,21064.005000, 1024.000000,1698.200000,2904.000000,16384.000000,19.100000
36,21181.355000, 1024.000000,1511.800000,2708.000000,16384.000000,19.100000
37,21883.513000, 1024.000000,1523.400000,2728.000000,16384.000000,18.200000
38,21964.200000, 1024.000000,1554.900000,2768.000000,16384.000000,18.600000
39,21972.166000, 1024.000000,1481.800000,2632.000000,16384.000000,18.500000
40,23005.314000, 1024.000000,1552.400000,2688.000000,16384.000000,19.000000
41,20219.340000, 1024.000000,1543.900000,2576.000000,16384.000000,18.900000
42,20413.061000, 1024.000000,1557.300000,2708.000000,16384.000000,19.000000
43,20917.464000, 1024.000000,1365.400000,2592.000000,16384.000000,19.000000
44,20935.545000, 1024.000000,1666.200000,2768.000000,16384.000000,18.500000
45,21004.629000, 1024.000000,1500.500000,2724.000000,16384.000000,19.200000
46,20997.914000, 1024.000000,1618.100000,2792.000000,16384.000000,18.600000
47,21237.454000, 1024.000000,1543.500000,2920.000000,16384.000000,19.100000
48,21303.352000, 1024.000000,1560.800000,2928.000000,16384.000000,18.900000
49,21326.228000, 1024.000000,1557.400000,3036.000000,16384.000000,18.400000
50,21036.039000, 1024.000000,1664.000000,3072.000000,16384.000000,18.800000
