Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
1,16151.696000,3,0.001300,6.985900e-51,28,6,94,7,21,3,121,178,36,173,807,72,5,11,135,32
2,15789.565000,3,0.001200,6.307381e-51,28,6,94,7,21,3,121,174,36,171,807,72,5,11,135,32
3,16104.519000,3,0.003200,8.504574e-51,28,6,94,7,21,3,121,184,36,180,807,72,5,11,135,32
4,15860.758000,3,0.001600,8.149328e-51,28,6,94,7,21,3,121,183,36,178,807,72,5,11,135,32
5,15963.625000,3,0.002400,8.330503e-51,28,6,94,7,21,3,121,188,36,174,807,72,5,11,135,32
6,15899.205000,3,0.004200,8.925539e-51,28,6,94,7,21,3,121,188,36,179,807,72,5,11,135,32
7,16099.164000,3,0.003500,1.139805e-50,28,7,94,7,21,3,121,183,36,173,807,72,5,11,135,32
8,16140.177000,3,0.001100,6.580920e-51,28,6,94,7,21,3,121,178,36,169,807,72,5,11,135,32
9,16215.181000,3,0.001500,7.584488e-51,28,6,94,7,21,3,121,182,36,174,807,72,5,11,135,32
10,15656.839000,3,0.003100,1.321513e-50,28,7,94,7,21,3,121,183,36,184,807,72,5,11,135,32
11,14083.825000,3,0.002600,7.598698e-51,28,6,94,7,21,3,121,183,36,173,807,72,5,11,135,32
12,14538.380000,3,0.003800,9.662673e-51,28,6,94,7,21,3,121,189,36,184,807,72,5,11,135,32
13,14639.589000,3,0.001700,7.033858e-51,28,6,94,7,21,3,121,181,36,170,807,72,5,11,135,32
14,14811.682000,3,0.004000,1.376931e-50,28,7,94,7,21,3,121,189,36,180,807,72,5,11,135,32
15,14930.848000,3,0.004400,1.330039e-50,28,7,94,7,21,3,121,185,36,182,807,72,5,11,135,32
16,14932.696000,3,0.001800,1.139805e-50,28,7,94,7,21,3,121,183,36,173,807,72,5,11,135,32
17,15075.576000,3,0.002700,9.612939e-51,28,6,94,7,21,3,121,187,36,186,807,72,5,11,135,32
18,15131.191000,3,0.003300,1.264229e-50,28,7,94,7,21,3,121,186,36,177,807,72,5,11,135,32
19,15077.856000,3,0.002000,1.189361e-50,28,7,94,7,21,3,121,183,36,176,807,72,5,11,135,32
20,14634.405000,3,0.000400,5.030274e-51,28,6,94,7,21,3,121,169,36,163,807,72,5,11,135,32
21,13531.504000,3,0.003700,7.694614e-51,28,6,94,7,21,3,121,178,36,180,807,72,5,11,135,32
22,14010.986000,3,0.003300,1.242115e-50,28,7,94,7,21,3,121,184,36,178,807,72,5,11,135,32
23,14058.936000,3,0.001500,6.545395e-51,28,6,94,7,21,3,121,176,36,171,807,72,5,11,135,32
24,13826.802000,3,0.003300,8.525888e-51,28,6,94,7,21,3,121,185,36,179,807,72,5,11,135,32
25,14174.857000,3,0.002600,9.541890e-51,28,6,94,7,21,3,121,189,36,183,807,72,5,11,135,32
26,14045.342000,3,0.002100,7.087145e-51,28,6,94,7,21,3,121,178,36,174,807,72,5,11,135,32
27,13646.218000,3,0.002400,8.412210e-51,28,6,94,7,21,3,121,185,36,178,807,72,5,11,135,32
28,13567.754000,3,0.001100,7.314502e-51,28,6,94,7,21,3,121,179,36,175,807,72,5,11,135,32
29,13352.809000,3,0.001200,5.328680e-51,28,6,94,7,21,3,121,171,36,164,807,72,5,11,135,32
30,12873.014000,3,0.001000,7.476138e-51,28,6,94,7,21,3,121,182,36,173,807,72,5,11,135,32
31,14927.004000,3,0.001300,7.929076e-51,28,6,94,7,21,3,121,183,36,176,807,72,5,11,135,32
32,14751.692000,3,0.003400,1.235188e-50,28,7,94,7,21,3,121,182,36,180,807,72,5,11,135,32
33,14738.711000,3,0.004800,8.792322e-51,28,6,94,7,21,3,121,187,36,179,807,72,5,11,135,32
34,15028.933000,3,0.002700,8.667986e-51,28,6,94,7,21,3,121,182,36,184,807,72,5,11,135,32
35,14834.679000,3,0.003300,1.107833e-50,28,7,94,7,21,3,121,184,36,170,807,72,5,11,135,32
36,14937.640000,3,0.000900,6.522305e-51,28,6,94,7,21,3,121,175,36,172,807,72,5,11,135,32
37,14870.098000,3,0.001600,7.945062e-51,28,6,94,7,21,3,121,184,36,175,807,72,5,11,135,32
38,14473.693000,3,0.002800,7.021424e-51,28,6,94,7,21,3,121,180,36,171,807,72,5,11,135,32
39,14372.624000,3,0.004000,1.251441e-50,28,7,94,7,21,3,121,182,36,181,807,72,5,11,135,32
40,14685.902000,3,0.002400,1.191759e-50,28,7,94,7,21,3,121,184,36,175,807,72,5,11,135,32
41,13906.233000,3,0.002400,8.234587e-51,28,6,94,7,21,3,121,182,36,180,807,72,5,11,135,32
42,14318.557000,3,0.003000,1.007121e-50,28,6,94,7,21,3,121,191,36,185,807,72,5,11,135,32
43,14567.411000,3,0.002000,6.916627e-51,28,6,94,7,21,3,121,180,36,170,807,72,5,11,135,32
44,14613.635000,3,0.002600,1.119023e-50,28,7,94,7,21,3,121,181,36,174,807,72,5,11,135,32
