Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,15591.517000, 1024.000000,1285.600000,2160.000000,16384.000000,18.700000
2,16123.795000, 1024.000000,1556.400000,2632.000000,16384.000000,19.300000
3,15643.832000, 1024.000000,1292.200000,2560.000000,16384.000000,19.200000
4,16221.069000, 1024.000000,1540.700000,2560.000000,16384.000000,18.200000
5,16177.312000, 1024.000000,1493.900000,2560.000000,16384.000000,19.500000
6,15916.893000, 1024.000000,1443.400000,2592.000000,16384.000000,18.800000
7,15838.778000, 1024.000000,1771.400000,3040.000000,16384.000000,18.900000
8,15527.905000, 1024.000000,1375.300000,2560.000000,16384.000000,18.800000
9,15358.671000, 1024.000000,1308.200000,2340.000000,16384.000000,19.100000
10,16869.325000, 1024.000000,1470.800000,2560.000000,16384.000000,18.100000
11,14244.532000, 1024.000000,1302.800000,2560.000000,16384.000000,19.000000
12,14990.390000, 1024.000000,1348.800000,2652.000000,16384.000000,19.000000
13,14357.295000, 1024.000000,1474.200000,2560.000000,16384.000000,18.100000
14,14880.554000, 1024.000000,1433.600000,2596.000000,16384.000000,19.100000
15,14896.750000, 1024.000000,1506.200000,2588.000000,16384.000000,19.200000
16,14505.976000, 1024.000000,1511.800000,2652.000000,16384.000000,19.200000
17,14386.772000, 1024.000000,1540.600000,2708.000000,16384.000000,18.600000
18,13911.700000, 1024.000000,1429.000000,2748.000000,16384.000000,19.200000
19,13763.390000, 1024.000000,1497.900000,2608.000000,16384.000000,19.100000
20,15735.309000, 1024.000000,1528.200000,2624.000000,16384.000000,19.100000
21,13839.748000, 1024.000000,1549.100000,2560.000000,16384.000000,18.200000
22,14205.339000, 1024.000000,1492.600000,2484.000000,16384.000000,18.400000
23,13876.816000, 1024.000000,1546.100000,2660.000000,16384.000000,18.900000
24,14527.351000, 1024.000000,1506.500000,2616.000000,16384.000000,19.200000
25,14288.935000, 1024.000000,1315.700000,2560.000000,16384.000000,18.700000
26,14480.422000, 1024.000000,1486.000000,2612.000000,16384.000000,19.100000
27,14795.328000, 1024.000000,1507.000000,2680.000000,16384.000000,19.200000
28,14970.985000, 1024.000000,1482.700000,2636.000000,16384.000000,18.600000
29,15070.834000, 1024.000000,1573.500000,2696.000000,16384.000000,19.200000
30,15771.285000, 1024.000000,1527.300000,2700.000000,16384.000000,19.000000
31,13827.428000, 1024.000000,1470.000000,2624.000000,16384.000000,18.200000
32,14337.461000, 1024.000000,1287.300000,2288.000000,16384.000000,19.200000
33,13984.930000, 1024.000000,1556.400000,2708.000000,16384.000000,18.400000
34,14324.114000, 1024.000000,1422.000000,2592.000000,16384.000000,18.700000
35,14485.869000, 1024.000000,1543.400000,2700.000000,16384.000000,19.000000
36,14611.291000, 1024.000000,1537.700000,2560.000000,16384.000000,19.100000
37,14893.909000, 1024.000000,1617.500000,2732.000000,16384.000000,19.000000
38,14991.280000, 1024.000000,1545.400000,2784.000000,16384.000000,18.200000
39,15075.547000, 1024.000000,1732.400000,2880.000000,16384.000000,19.400000
40,15757.624000, 1024.000000,1517.100000,2676.000000,16384.000000,18.300000
41,14676.450000, 1024.000000,1303.500000,2560.000000,16384.000000,19.000000
42,15276.253000, 1024.000000,1325.600000,2560.000000,16384.000000,18.700000
43,14706.428000, 1024.000000,1541.500000,2624.000000,16384.000000,18.100000
44,15229.248000, 1024.000000,1408.300000,2560.000000,16384.000000,19.100000
45,15271.421000, 1024.000000,1502.100000,2640.000000,16384.000000,18.700000
46,14912.091000, 1024.000000,1506.700000,2784.000000,16384.000000,18.900000
47,14544.840000, 1024.000000,1542.000000,2680.000000,16384.000000,18.900000
48,14092.149000, 1024.000000,1507.700000,2632.000000,16384.000000,19.300000
49,13875.211000, 1024.000000,1429.700000,2580.000000,16384.000000,19.000000
50,15866.559000, 1024.000000,1528.500000,2780.000000,16384.000000,18.800000
