Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
1,447.000000,16,0.000000,4.842131e-51,28,8,93,7,20,3,119,225,34,181,806,71,4,11,135,32
2,448.000000,16,0.000000,1.089021e-51,28,6,94,5,21,2,121,265,36,180,805,68,5,11,135,29
3,451.000000,16,0.000000,1.575614e-51,28,7,92,7,21,2,120,202,33,186,803,69,5,11,134,31
4,453.000000,16,0.000000,1.340508e-51,28,7,93,5,20,3,121,186,35,178,806,72,4,11,134,31
5,442.000000,16,0.000000,1.059230e-51,28,8,91,7,21,3,119,158,34,291,804,71,3,11,135,28
6,447.000000,16,0.000000,1.158801e-51,27,7,91,6,19,3,121,253,35,188,804,69,5,9,134,31
7,442.000000,16,0.000000,3.379835e-51,28,8,93,7,21,1,121,241,36,230,801,71,4,10,133,31
8,452.000000,16,0.000000,8.530060e-52,27,6,92,6,21,3,120,169,36,263,804,71,5,10,131,29
9,452.000000,16,0.000000,2.172523e-51,27,7,94,7,21,2,121,177,36,147,807,71,5,11,135,31
10,459.000000,16,0.000000,1.047006e-51,28,6,94,6,18,2,120,216,36,193,805,72,5,11,131,32
11,468.000000,16,0.000000,1.743441e-51,28,7,91,6,20,3,121,169,35,277,805,70,5,9,132,31
12,470.000000,16,0.000000,1.186804e-51,28,7,94,7,19,1,120,295,36,158,807,72,3,11,135,31
13,474.000000,16,0.000000,1.766889e-51,28,6,94,7,20,2,121,155,35,223,806,71,4,11,135,32
14,467.000000,16,0.000000,1.201284e-51,28,8,90,7,21,2,120,218,32,183,804,71,4,11,134,29
15,463.000000,16,0.000000,8.020950e-52,28,7,93,7,21,3,121,158,33,225,798,71,4,10,134,29
16,471.000000,16,0.000000,1.053935e-51,26,7,92,7,20,1,121,220,34,231,804,72,5,10,134,32
17,458.000000,16,0.000000,2.323791e-51,28,7,92,7,21,2,119,207,35,184,803,71,5,11,132,32
18,459.000000,16,0.000000,2.581463e-51,28,6,91,7,20,3,121,182,36,160,807,72,5,11,134,30
19,453.000000,16,0.000000,1.179773e-51,26,7,94,5,21,3,121,225,34,218,804,71,4,11,135,32
20,459.000000,16,0.000000,1.443158e-51,27,7,94,7,21,3,121,166,34,198,802,69,4,11,135,32
21,450.000000,16,0.000000,8.267070e-52,28,5,93,7,19,3,120,228,34,242,798,71,5,11,131,31
22,463.000000,16,0.000000,1.670714e-51,28,6,93,7,18,3,121,184,35,220,804,70,5,11,133,31
23,483.000000,16,0.000000,1.948774e-51,28,7,91,7,20,3,119,241,34,172,803,70,5,10,135,30
24,465.000000,16,0.000000,1.454413e-51,28,7,92,7,19,2,121,203,35,232,806,71,3,11,135,29
25,462.000000,16,0.000000,1.828915e-51,28,6,90,6,21,3,121,261,33,179,802,72,4,11,134,31
26,480.000000,16,0.000000,1.066623e-51,28,6,93,7,20,3,121,233,32,230,805,69,5,9,135,27
27,462.000000,16,0.000000,9.778724e-52,27,7,91,6,19,3,121,203,35,175,802,71,4,11,134,32
28,475.000000,16,0.000000,1.017411e-51,28,6,90,7,21,3,121,266,34,129,801,72,5,11,134,28
29,468.000000,16,0.000000,1.000734e-51,28,8,93,7,19,2,120,257,36,175,807,68,3,11,133,31
30,464.000000,16,0.000000,1.119378e-51,28,6,89,7,20,3,121,179,32,238,804,72,5,9,133,32
31,454.000000,16,0.000000,1.683316e-51,28,6,92,7,21,3,121,268,34,155,806,70,5,8,135,30
32,460.000000,16,0.000000,1.488280e-51,27,8,93,7,19,1,121,246,36,166,804,72,5,10,135,29
33,479.000000,16,0.000000,1.218970e-51,28,7,94,6,21,2,118,220,36,151,807,72,5,10,134,30
34,454.000000,16,0.000000,1.975228e-51,28,7,93,7,20,2,121,185,34,176,800,72,5,11,135,30
35,461.000000,16,0.000000,2.252948e-51,28,6,94,7,21,2,121,216,33,173,807,70,5,10,134,32
36,459.000000,16,0.000000,2.022780e-51,28,7,91,7,20,2,119,200,33,224,804,72,5,11,134,30
37,473.000000,16,0.000000,1.410877e-51,28,8,91,7,21,2,120,151,32,264,802,72,4,11,135,32
38,461.000000,16,0.000000,1.089287e-51,27,8,91,7,20,3,120,181,35,256,805,71,3,10,132,31
39,461.000000,16,0.000000,1.725229e-51,28,7,92,7,19,1,121,269,34,193,804,70,5,11,134,30
40,461.000000,16,0.000000,2.293645e-51,28,6,94,7,20,2,120,235,36,152,807,72,5,10,134,30
41,455.000000,16,0.000000,1.349028e-51,28,6,92,7,21,3,121,191,36,246,807,68,4,10,130,31
42,434.000000,16,0.000000,8.279107e-52,28,6,94,7,21,1,121,261,34,221,796,70,4,10,135,31
43,443.000000,16,0.000000,7.852839e-52,26,8,94,7,20,2,120,274,35,206,806,72,3,11,131,29
44,434.000000,16,0.000000,7.828253e-52,27,7,90,5,20,2,120,258,35,185,805,71,5,10,133,32
45,446.000000,16,0.000000,1.151421e-51,28,7,92,6,21,2,121,210,33,192,801,70,5,11,135,28
46,456.000000,16,0.000000,1.088391e-51,28,6,93,7,19,3,120,148,35,304,806,70,5,11,132,29
47,442.000000,16,0.000000,1.744903e-51,28,6,93,7,19,3,121,181,32,201,807,72,5,10,135,31
48,435.000000,16,0.000000,2.090920e-51,28,8,94,7,21,2,121,235,35,176,798,72,5,10,135,26
49,438.000000,16,0.000000,1.152888e-51,28,7,91,7,21,3,120,187,32,221,806,70,5,8,134,31
50,453.000000,16,0.000000,9.654785e-52,27,6,94,7,21,1,120,274,33,206,807,71,5,9,135,29
