Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,14296.590000, 1024.000000,1353.500000,2560.000000,16384.000000,18.800000
2,14969.890000, 1024.000000,1497.600000,2592.000000,16384.000000,19.000000
3,14246.488000, 1024.000000,1442.600000,2560.000000,16384.000000,18.600000
4,15048.906000, 1024.000000,1469.200000,2620.000000,16384.000000,19.400000
5,14992.433000, 1024.000000,1366.000000,2660.000000,16384.000000,18.300000
6,14504.866000, 1024.000000,1394.700000,2608.000000,16384.000000,18.900000
7,14256.620000, 1024.000000,1524.900000,2700.000000,16384.000000,18.900000
8,13853.138000, 1024.000000,1533.700000,2560.000000,16384.000000,18.300000
9,13792.510000, 1024.000000,1528.500000,2576.000000,16384.000000,19.300000
10,15532.259000, 1024.000000,1517.700000,2700.000000,16384.000000,19.100000
11,13998.028000, 1024.000000,1528.600000,2560.000000,16384.000000,18.600000
12,14109.282000, 1024.000000,1534.700000,2632.000000,16384.000000,18.200000
13,14551.871000, 1024.000000,1458.800000,2732.000000,16384.000000,19.300000
14,14717.760000, 1024.000000,1386.600000,2560.000000,16384.000000,18.500000
15,14690.197000, 1024.000000,1301.700000,2560.000000,16384.000000,18.200000
16,14948.428000, 1024.000000,1396.900000,2792.000000,16384.000000,19.200000
17,15465.774000, 1024.000000,1519.900000,2788.000000,16384.000000,18.200000
18,15432.014000, 1024.000000,1292.900000,2560.000000,16384.000000,18.900000
19,15411.764000, 1024.000000,1509.400000,2560.000000,16384.000000,18.000000
20,15945.533000, 1024.000000,1415.800000,2588.000000,16384.000000,18.200000
21,14719.770000, 1024.000000,1433.600000,2560.000000,16384.000000,18.200000
22,15307.983000, 1024.000000,1570.400000,2892.000000,16384.000000,18.400000
23,14727.065000, 1024.000000,1593.500000,2780.000000,16384.000000,18.800000
24,15448.642000, 1024.000000,1332.100000,2640.000000,16384.000000,19.400000
25,15449.359000, 1024.000000,1459.600000,2648.000000,16384.000000,18.700000
26,14757.057000, 1024.000000,1503.200000,2604.000000,16384.000000,18.400000
27,14553.443000, 1024.000000,1536.400000,2640.000000,16384.000000,18.700000
28,13869.806000, 1024.000000,1518.700000,2632.000000,16384.000000,19.100000
29,13816.815000, 1024.000000,1540.300000,2560.000000,16384.000000,18.200000
30,15741.922000, 1024.000000,1500.300000,2736.000000,16384.000000,19.200000
31,13922.242000, 1024.000000,1595.400000,2704.000000,16384.000000,19.100000
32,13920.488000, 1024.000000,1349.200000,2560.000000,16384.000000,19.000000
33,14631.974000, 1024.000000,1505.400000,2608.000000,16384.000000,18.200000
34,14658.162000, 1024.000000,1463.100000,2632.000000,16384.000000,19.000000
35,14789.904000, 1024.000000,1312.500000,2576.000000,16384.000000,18.300000
36,14917.486000, 1024.000000,1524.800000,2612.000000,16384.000000,19.000000
37,15352.830000, 1024.000000,1498.400000,2676.000000,16384.000000,19.200000
38,15355.206000, 1024.000000,1428.900000,2560.000000,16384.000000,19.100000
39,15796.192000, 1024.000000,1527.100000,2696.000000,16384.000000,19.200000
40,15444.490000, 1024.000000,1490.000000,2560.000000,16384.000000,19.100000
41,14146.572000, 1024.000000,1451.800000,2660.000000,16384.000000,19.200000
42,14109.168000, 1024.000000,1480.000000,2560.000000,16384.000000,19.200000
43,14627.631000, 1024.000000,1492.600000,3072.000000,16384.000000,18.800000
44,14744.207000, 1024.000000,1465.800000,2560.000000,16384.000000,19.000000
45,14748.447000, 1024.000000,1279.100000,2560.000000,16384.000000,18.200000
46,15017.681000, 1024.000000,1337.200000,2560.000000,16384.000000,19.000000
47,15396.280000, 1024.000000,1518.500000,2576.000000,16384.000000,19.200000
48,15539.887000, 1024.000000,1481.500000,2560.000000,16384.000000,19.200000
49,15609.393000, 1024.000000,1552.500000,2744.000000,16384.000000,19.100000
50,15988.037000, 1024.000000,1469.700000,2560.000000,16384.000000,18.600000
