Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,14626.300000, 1024.000000,1291.000000,2132.000000,16384.000000,19.100000
2,15338.452000, 1024.000000,1542.100000,2696.000000,16384.000000,18.500000
3,14641.925000, 1024.000000,1541.400000,2588.000000,16384.000000,19.400000
4,15318.571000, 1024.000000,1372.200000,2592.000000,16384.000000,19.200000
5,15354.991000, 1024.000000,1589.700000,2752.000000,16384.000000,19.000000
6,14928.468000, 1024.000000,1537.700000,2760.000000,16384.000000,18.200000
7,14547.821000, 1024.000000,1520.600000,2576.000000,16384.000000,19.100000
8,14172.243000, 1024.000000,1481.100000,2748.000000,16384.000000,19.300000
9,13922.609000, 1024.000000,1370.500000,2560.000000,16384.000000,19.300000
10,15616.781000, 1024.000000,1848.700000,3144.000000,16384.000000,18.100000
11,14194.845000, 1024.000000,1466.900000,2768.000000,16384.000000,19.200000
12,14142.752000, 1024.000000,1299.000000,2560.000000,16384.000000,18.900000
13,14637.851000, 1024.000000,1561.200000,2640.000000,16384.000000,18.800000
14,14677.665000, 1024.000000,1325.800000,2560.000000,16384.000000,19.000000
15,14694.071000, 1024.000000,1422.500000,2560.000000,16384.000000,19.300000
16,14914.855000, 1024.000000,1399.200000,2576.000000,16384.000000,19.000000
17,15144.271000, 1024.000000,1544.700000,2704.000000,16384.000000,19.100000
18,15209.345000, 1024.000000,1318.000000,2560.000000,16384.000000,19.000000
19,15402.675000, 1024.000000,1541.500000,2560.000000,16384.000000,18.500000
20,16172.257000, 1024.000000,1471.900000,2588.000000,16384.000000,18.200000
21,14635.538000, 1024.000000,1347.900000,2560.000000,16384.000000,19.100000
22,15225.307000, 1024.000000,1453.300000,2608.000000,16384.000000,19.000000
23,14644.379000, 1024.000000,1374.200000,2696.000000,16384.000000,18.200000
24,15191.926000, 1024.000000,1490.000000,2652.000000,16384.000000,18.900000
25,15168.693000, 1024.000000,1511.800000,2560.000000,16384.000000,19.100000
26,14709.540000, 1024.000000,1480.100000,2660.000000,16384.000000,18.900000
27,14539.447000, 1024.000000,1556.900000,2680.000000,16384.000000,19.000000
28,14116.043000, 1024.000000,1421.700000,2640.000000,16384.000000,18.900000
29,14084.815000, 1024.000000,1531.900000,2560.000000,16384.000000,19.400000
30,15927.604000, 1024.000000,1524.400000,2584.000000,16384.000000,18.100000
31,14043.548000, 1024.000000,1417.800000,2584.000000,16384.000000,18.900000
32,14085.470000, 1024.000000,1641.800000,2720.000000,16384.000000,18.800000
33,14562.026000, 1024.000000,1539.900000,2756.000000,16384.000000,19.500000
34,14557.062000, 1024.000000,1287.900000,2560.000000,16384.000000,18.700000
35,14660.441000, 1024.000000,1362.300000,2560.000000,16384.000000,18.200000
36,14681.812000, 1024.000000,1428.300000,2588.000000,16384.000000,18.900000
37,15243.640000, 1024.000000,1386.200000,2560.000000,16384.000000,18.100000
38,15268.553000, 1024.000000,1614.600000,2724.000000,16384.000000,19.000000
39,15238.174000, 1024.000000,1533.100000,2560.000000,16384.000000,19.200000
40,16156.023000, 1024.000000,1400.300000,2728.000000,16384.000000,19.000000
41,14295.915000, 1024.000000,1295.400000,2560.000000,16384.000000,18.100000
42,14172.369000, 1024.000000,1424.900000,2724.000000,16384.000000,18.300000
43,14690.857000, 1024.000000,1566.400000,2720.000000,16384.000000,19.200000
44,14695.603000, 1024.000000,1290.600000,2320.000000,16384.000000,18.800000
45,14719.040000, 1024.000000,1520.400000,2636.000000,16384.000000,19.000000
46,14983.208000, 1024.000000,1560.400000,2700.000000,16384.000000,19.200000
47,15397.292000, 1024.000000,1557.700000,2560.000000,16384.000000,18.700000
48,15409.095000, 1024.000000,1564.700000,2584.000000,16384.000000,18.600000
49,15408.685000, 1024.000000,1428.200000,2652.000000,16384.000000,18.800000
50,16344.583000, 1024.000000,1468.300000,2612.000000,16384.000000,18.100000
