Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
1,14444.655000,3,0.001200,8.589832e-51,28,6,94,7,21,3,121,183,36,182,807,72,5,11,135,32
2,14386.014000,3,0.001800,9.730170e-51,28,6,94,7,21,3,121,187,36,187,807,72,5,11,135,32
3,14526.768000,3,0.003600,1.454730e-50,28,7,94,7,21,3,121,191,36,182,807,72,5,11,135,32
4,14354.526000,3,0.002400,1.019554e-50,28,6,94,7,21,3,121,191,36,186,807,72,5,11,135,32
5,14166.882000,3,0.002000,1.278883e-50,28,7,94,7,21,3,121,181,36,184,807,72,5,11,135,32
6,14503.223000,3,0.002300,1.059342e-50,28,6,94,7,21,3,121,192,36,188,807,72,5,11,135,32
7,14361.690000,3,0.001900,9.584519e-51,28,6,94,7,21,3,121,192,36,180,807,72,5,11,135,32
8,14184.236000,3,0.001700,1.194690e-50,28,7,94,7,21,3,121,180,36,180,807,72,5,11,135,32
9,14420.884000,3,0.002600,9.964632e-51,28,6,94,7,21,3,121,187,36,189,807,72,5,11,135,32
10,13989.006000,3,0.002200,1.186431e-50,28,7,94,7,21,3,121,182,36,177,807,72,5,11,135,32
11,13626.344000,3,0.001400,8.383790e-51,28,6,94,7,21,3,121,180,36,184,807,72,5,11,135,32
12,13811.021000,3,0.001300,1.119023e-50,28,7,94,7,21,3,121,181,36,174,807,72,5,11,135,32
13,14003.918000,3,0.002600,1.494695e-50,28,7,94,7,21,3,121,187,36,189,807,72,5,11,135,32
14,14120.974000,3,0.001600,9.175987e-51,28,6,94,7,21,3,121,184,36,186,807,72,5,11,135,32
15,14131.783000,3,0.002500,1.251441e-50,28,7,94,7,21,3,121,182,36,181,807,72,5,11,135,32
16,13853.219000,3,0.004500,1.475512e-50,28,7,94,7,21,3,121,192,36,182,807,72,5,11,135,32
17,13334.534000,3,0.001000,8.149328e-51,28,6,94,7,21,3,121,183,36,178,807,72,5,11,135,32
18,13285.998000,3,0.002700,1.359613e-50,28,7,94,7,21,3,121,184,36,185,807,72,5,11,135,32
19,13163.957000,3,0.001800,1.019554e-50,28,6,94,7,21,3,121,191,36,186,807,72,5,11,135,32
20,12467.481000,3,0.002600,8.675091e-51,28,6,94,7,21,3,121,187,36,178,807,72,5,11,135,32
21,14749.505000,3,0.001700,1.094866e-50,28,6,94,7,21,3,121,188,36,196,807,72,5,11,135,32
22,14892.264000,3,0.003400,1.683597e-50,28,7,94,7,21,3,121,192,36,193,807,72,5,11,135,32
23,14928.710000,3,0.002300,1.071953e-50,28,6,94,7,21,3,121,192,36,189,807,72,5,11,135,32
24,15106.627000,3,0.001700,9.639582e-51,28,6,94,7,21,3,121,188,36,185,807,72,5,11,135,32
25,14957.167000,3,0.002200,1.364142e-50,28,7,94,7,21,3,121,185,36,184,807,72,5,11,135,32
26,14967.726000,3,0.001400,9.804772e-51,28,6,94,7,21,3,121,190,36,184,807,72,5,11,135,32
27,14599.806000,3,0.003700,1.599403e-50,28,7,94,7,21,3,121,190,36,191,807,72,5,11,135,32
28,14508.601000,3,0.002000,9.682212e-51,28,6,94,7,21,3,121,190,36,183,807,72,5,11,135,32
29,14134.958000,3,0.002600,1.588746e-50,28,7,94,7,21,3,121,188,36,193,807,72,5,11,135,32
30,14734.821000,3,0.005200,1.754734e-50,28,7,94,7,21,3,121,195,36,193,807,72,5,11,135,32
31,13997.045000,3,0.002100,1.393183e-50,28,7,94,7,21,3,121,184,36,187,807,72,5,11,135,32
32,14202.314000,3,0.001200,8.890015e-51,28,6,94,7,21,3,121,186,36,181,807,72,5,11,135,32
33,14525.436000,3,0.000800,6.966361e-51,28,6,94,7,21,3,121,174,36,178,807,72,5,11,135,32
34,14658.671000,3,0.002200,1.153926e-50,28,7,94,7,21,3,121,182,36,175,807,72,5,11,135,32
35,14796.955000,3,0.001500,1.002502e-50,28,6,94,7,21,3,121,189,36,187,807,72,5,11,135,32
36,14638.959000,3,0.000800,7.522320e-51,28,6,94,7,21,3,121,176,36,181,807,72,5,11,135,32
37,15006.715000,3,0.001000,9.044546e-51,28,6,94,7,21,3,121,188,36,180,807,72,5,11,135,32
38,14899.454000,3,0.002500,1.044421e-50,28,6,94,7,21,3,121,191,36,188,807,72,5,11,135,32
39,14684.669000,3,0.000900,9.639582e-51,28,6,94,7,21,3,121,188,36,185,807,72,5,11,135,32
40,14888.916000,3,0.001200,8.589832e-51,28,6,94,7,21,3,121,183,36,182,807,72,5,11,135,32
41,13886.096000,3,0.000700,7.859803e-51,28,6,94,7,21,3,121,180,36,179,807,72,5,11,135,32
42,13757.259000,3,0.002000,1.255437e-50,28,7,94,7,21,3,121,183,36,180,807,72,5,11,135,32
43,14224.011000,3,0.001200,9.804772e-51,28,6,94,7,21,3,121,190,36,184,807,72,5,11,135,32
44,14053.218000,3,0.001100,8.184853e-51,28,6,94,7,21,3,121,185,36,176,807,72,5,11,135,32
45,13964.634000,3,0.003300,1.368139e-50,28,7,94,7,21,3,121,186,36,183,807,72,5,11,135,32
46,14019.002000,3,0.002000,9.520575e-51,28,6,94,7,21,3,121,188,36,184,807,72,5,11,135,32
47,13043.835000,3,0.001800,8.428196e-51,28,6,94,7,21,3,121,186,36,177,807,72,5,11,135,32
48,13190.004000,3,0.002000,1.589012e-50,28,7,94,7,21,3,121,192,36,188,807,72,5,11,135,32
49,12968.382000,3,0.002400,1.321513e-50,28,7,94,7,21,3,121,183,36,184,807,72,5,11,135,32
50,12649.990000,3,0.002700,1.368139e-50,28,7,94,7,21,3,121,186,36,183,807,72,5,11,135,32
