Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,26364.588000, 1024.000000,1595.100000,2732.000000,16384.000000,18.200000
2,27340.837000, 1024.000000,1794.500000,3328.000000,16384.000000,18.100000
3,26940.813000, 1024.000000,1815.900000,3072.000000,16384.000000,18.900000
4,27653.081000, 1024.000000,1733.000000,3072.000000,16384.000000,18.100000
5,27445.977000, 1024.000000,1718.800000,3072.000000,16384.000000,17.900000
6,27047.227000, 1024.000000,1892.700000,3140.000000,16384.000000,18.200000
7,26523.562000, 1024.000000,1829.100000,3136.000000,16384.000000,18.100000
8,25444.078000, 1024.000000,1777.800000,3184.000000,16384.000000,18.100000
9,25021.230000, 1024.000000,1874.500000,3136.000000,16384.000000,18.100000
10,27334.749000, 1024.000000,1865.500000,3340.000000,16384.000000,18.200000
11,26302.823000, 1024.000000,1706.700000,2952.000000,16384.000000,18.600000
12,27108.060000, 1024.000000,1806.600000,3212.000000,16384.000000,18.100000
13,26259.448000, 1024.000000,1602.900000,2752.000000,16384.000000,18.100000
14,27169.078000, 1024.000000,1781.000000,3128.000000,16384.000000,18.100000
15,26772.292000, 1024.000000,1639.400000,3096.000000,16384.000000,18.100000
16,26560.218000, 1024.000000,1769.500000,3072.000000,16384.000000,18.000000
17,25951.868000, 1024.000000,1679.200000,3228.000000,16384.000000,18.100000
18,24715.847000, 1024.000000,1767.600000,3104.000000,16384.000000,18.100000
19,24485.372000, 1024.000000,1821.700000,3160.000000,16384.000000,18.100000
20,26976.199000, 1024.000000,1882.100000,3140.000000,16384.000000,18.200000
21,26142.549000, 1024.000000,1536.900000,2704.000000,16384.000000,18.200000
22,26799.188000, 1024.000000,1705.400000,3072.000000,16384.000000,18.200000
23,26225.637000, 1024.000000,1615.000000,2732.000000,16384.000000,18.200000
24,27089.552000, 1024.000000,1808.700000,3072.000000,16384.000000,18.200000
25,26602.542000, 1024.000000,1840.400000,3072.000000,16384.000000,18.200000
26,26205.671000, 1024.000000,1851.100000,3164.000000,16384.000000,18.200000
27,25608.556000, 1024.000000,1924.700000,3368.000000,16384.000000,18.200000
28,24327.829000, 1024.000000,1852.800000,3072.000000,16384.000000,18.200000
29,24193.856000, 1024.000000,1675.200000,3160.000000,16384.000000,18.200000
30,26566.356000, 1024.000000,1743.700000,3292.000000,16384.000000,18.100000
31,27037.713000, 1024.000000,1551.600000,2724.000000,16384.000000,18.100000
32,27426.957000, 1024.000000,1771.700000,3184.000000,16384.000000,18.200000
33,26705.039000, 1024.000000,1580.600000,2784.000000,16384.000000,18.100000
34,27856.861000, 1024.000000,1754.600000,3120.000000,16384.000000,18.100000
35,27729.977000, 1024.000000,1584.700000,2720.000000,16384.000000,18.200000
36,27297.434000, 1024.000000,1674.900000,3072.000000,16384.000000,18.100000
37,26113.811000, 1024.000000,1839.000000,3108.000000,16384.000000,18.100000
38,24732.330000, 1024.000000,1683.900000,3180.000000,16384.000000,18.200000
39,24545.498000, 1024.000000,1792.400000,3096.000000,16384.000000,18.100000
40,27031.076000, 1024.000000,1783.200000,3108.000000,16384.000000,18.100000
41,26435.536000, 1024.000000,1575.600000,2696.000000,16384.000000,18.200000
42,27220.693000, 1024.000000,1827.500000,3152.000000,16384.000000,18.100000
43,26431.734000, 1024.000000,1559.300000,2724.000000,16384.000000,18.100000
44,27355.939000, 1024.000000,1890.700000,3256.000000,16384.000000,18.100000
45,26859.799000, 1024.000000,1666.400000,3072.000000,16384.000000,17.900000
46,26791.971000, 1024.000000,1779.000000,2984.000000,16384.000000,18.200000
47,26110.424000, 1024.000000,1715.100000,3240.000000,16384.000000,18.200000
48,24711.919000, 1024.000000,1886.000000,3168.000000,16384.000000,18.100000
49,24124.200000, 1024.000000,1822.500000,3092.000000,16384.000000,18.200000
50,26768.983000, 1024.000000,1890.600000,3276.000000,16384.000000,18.200000
