Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,40449.444000, 1024.000000,1673.700000,2940.000000,16384.000000,17.900000
2,41391.202000, 1024.000000,1687.000000,2920.000000,16384.000000,18.100000
3,40520.708000, 1024.000000,1616.200000,2924.000000,16384.000000,18.000000
4,41354.391000, 1024.000000,1766.700000,3072.000000,16384.000000,18.000000
5,41144.429000, 1024.000000,1760.700000,3072.000000,16384.000000,18.000000
6,40655.235000, 1024.000000,1818.000000,3072.000000,16384.000000,17.900000
7,39101.087000, 1024.000000,1856.500000,3116.000000,16384.000000,17.900000
8,36643.900000, 1024.000000,2001.400000,3420.000000,16384.000000,18.000000
9,36428.655000, 1024.000000,1790.300000,3112.000000,16384.000000,18.000000
10,39565.058000, 1024.000000,1956.100000,3376.000000,16384.000000,18.000000
11,39944.056000, 1024.000000,1774.300000,3072.000000,16384.000000,18.000000
12,40710.520000, 1024.000000,1774.200000,3208.000000,16384.000000,18.000000
13,40174.180000, 1024.000000,1564.400000,3092.000000,16384.000000,18.100000
14,40812.304000, 1024.000000,1905.400000,3308.000000,16384.000000,18.000000
15,40477.431000, 1024.000000,1879.800000,3216.000000,16384.000000,18.100000
16,40109.540000, 1024.000000,1707.100000,3112.000000,16384.000000,17.900000
17,39054.230000, 1024.000000,1881.500000,3308.000000,16384.000000,18.000000
18,36677.117000, 1024.000000,1865.400000,3320.000000,16384.000000,18.000000
19,36641.135000, 1024.000000,1755.100000,3128.000000,16384.000000,17.900000
20,40328.336000, 1024.000000,1923.200000,3536.000000,16384.000000,18.000000
21,39281.407000, 1024.000000,1619.200000,2792.000000,16384.000000,18.000000
22,39971.124000, 1024.000000,1810.100000,3140.000000,16384.000000,17.900000
23,39233.306000, 1024.000000,1692.300000,3072.000000,16384.000000,18.000000
24,40016.454000, 1024.000000,1726.500000,3160.000000,16384.000000,18.000000
25,39726.387000, 1024.000000,1671.200000,2976.000000,16384.000000,18.000000
26,39621.257000, 1024.000000,1927.500000,3196.000000,16384.000000,18.000000
27,38359.294000, 1024.000000,1967.400000,3336.000000,16384.000000,18.000000
28,36498.707000, 1024.000000,1915.900000,3448.000000,16384.000000,18.100000
29,35925.142000, 1024.000000,1617.200000,3024.000000,16384.000000,18.000000
30,39410.244000, 1024.000000,1957.300000,3252.000000,16384.000000,18.000000
31,39825.962000, 1024.000000,1610.500000,2912.000000,16384.000000,18.000000
32,40486.414000, 1024.000000,1709.800000,3072.000000,16384.000000,18.000000
33,39797.896000, 1024.000000,1691.600000,2844.000000,16384.000000,18.000000
34,40680.186000, 1024.000000,1838.200000,3152.000000,16384.000000,18.000000
35,40402.170000, 1024.000000,1805.500000,3072.000000,16384.000000,18.000000
36,40075.592000, 1024.000000,1698.400000,3328.000000,16384.000000,18.000000
37,38538.870000, 1024.000000,1927.400000,3264.000000,16384.000000,18.100000
38,36174.564000, 1024.000000,1794.200000,3324.000000,16384.000000,18.000000
39,36238.426000, 1024.000000,1925.200000,3192.000000,16384.000000,18.000000
40,39602.945000, 1024.000000,1905.500000,3328.000000,16384.000000,18.100000
41,39543.469000, 1024.000000,1684.300000,2852.000000,16384.000000,18.000000
42,40713.238000, 1024.000000,1721.100000,3160.000000,16384.000000,18.000000
43,39956.093000, 1024.000000,1643.500000,2976.000000,16384.000000,17.900000
44,40689.340000, 1024.000000,1837.300000,3208.000000,16384.000000,17.900000
45,40158.711000, 1024.000000,1645.300000,3184.000000,16384.000000,18.000000
46,39471.676000, 1024.000000,1826.400000,3104.000000,16384.000000,17.900000
47,38750.917000, 1024.000000,1754.100000,3284.000000,16384.000000,18.200000
48,36862.993000, 1024.000000,2033.200000,3388.000000,16384.000000,18.000000
49,36303.319000, 1024.000000,1855.900000,3072.000000,16384.000000,18.000000
50,39762.465000, 1024.000000,1951.800000,3308.000000,16384.000000,17.900000
