Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,26515.070000, 1024.000000,1543.400000,2732.000000,16384.000000,18.300000
2,27210.916000, 1024.000000,1794.700000,3200.000000,16384.000000,18.100000
3,26381.824000, 1024.000000,1654.700000,2804.000000,16384.000000,18.200000
4,27515.214000, 1024.000000,1688.500000,3160.000000,16384.000000,18.100000
5,27257.067000, 1024.000000,1686.500000,2864.000000,16384.000000,18.200000
6,26993.130000, 1024.000000,1780.000000,3120.000000,16384.000000,18.200000
7,26125.186000, 1024.000000,1873.700000,3212.000000,16384.000000,18.200000
8,24458.256000, 1024.000000,1775.800000,3188.000000,16384.000000,18.100000
9,24471.527000, 1024.000000,1797.000000,3208.000000,16384.000000,18.200000
10,26655.283000, 1024.000000,1881.700000,3296.000000,16384.000000,18.100000
11,26732.367000, 1024.000000,1634.000000,2808.000000,16384.000000,18.000000
12,27385.824000, 1024.000000,1913.600000,3212.000000,16384.000000,18.200000
13,26947.300000, 1024.000000,1660.000000,3072.000000,16384.000000,18.100000
14,27538.302000, 1024.000000,1810.700000,3112.000000,16384.000000,18.200000
15,27368.360000, 1024.000000,1646.900000,3072.000000,16384.000000,18.100000
16,27069.154000, 1024.000000,1735.400000,3068.000000,16384.000000,18.200000
17,25992.164000, 1024.000000,1752.400000,3096.000000,16384.000000,18.100000
18,24340.307000, 1024.000000,1732.600000,3152.000000,16384.000000,18.100000
19,24449.857000, 1024.000000,1667.600000,3308.000000,16384.000000,18.000000
20,26930.754000, 1024.000000,1949.400000,3308.000000,16384.000000,18.100000
21,26639.791000, 1024.000000,1573.200000,2768.000000,16384.000000,18.100000
22,27283.016000, 1024.000000,1710.300000,3248.000000,16384.000000,18.100000
23,26683.427000, 1024.000000,1591.700000,2784.000000,16384.000000,18.200000
24,27511.976000, 1024.000000,1693.400000,3176.000000,16384.000000,18.100000
25,27136.262000, 1024.000000,1838.600000,3072.000000,16384.000000,18.300000
26,26787.315000, 1024.000000,1779.500000,3180.000000,16384.000000,18.100000
27,26168.402000, 1024.000000,1660.600000,3132.000000,16384.000000,18.100000
28,25207.649000, 1024.000000,1848.500000,3300.000000,16384.000000,18.200000
29,25031.247000, 1024.000000,1750.100000,3108.000000,16384.000000,18.200000
30,27290.829000, 1024.000000,2003.600000,3408.000000,16384.000000,18.200000
31,26784.408000, 1024.000000,1579.200000,2728.000000,16384.000000,18.100000
32,27505.425000, 1024.000000,1884.000000,3156.000000,16384.000000,18.100000
33,27803.605000, 1024.000000,1812.100000,3104.000000,16384.000000,18.000000
34,26800.548000, 1024.000000,1621.300000,3008.000000,16384.000000,18.200000
35,27363.817000, 1024.000000,1699.200000,3072.000000,16384.000000,18.100000
36,27032.306000, 1024.000000,1759.800000,3152.000000,16384.000000,18.100000
37,25953.261000, 1024.000000,1875.500000,3180.000000,16384.000000,18.200000
38,24635.730000, 1024.000000,1788.200000,3180.000000,16384.000000,18.200000
39,24042.223000, 1024.000000,1809.000000,3276.000000,16384.000000,18.100000
40,26591.257000, 1024.000000,1824.300000,3168.000000,16384.000000,18.100000
41,26805.620000, 1024.000000,1643.500000,3072.000000,16384.000000,18.100000
42,27725.101000, 1024.000000,1716.700000,2996.000000,16384.000000,18.100000
43,26743.280000, 1024.000000,1691.600000,2872.000000,16384.000000,18.200000
44,27374.390000, 1024.000000,1815.000000,3072.000000,16384.000000,18.200000
45,26950.534000, 1024.000000,1806.400000,3072.000000,16384.000000,18.000000
46,26968.908000, 1024.000000,1737.300000,3108.000000,16384.000000,18.100000
47,26360.354000, 1024.000000,1842.100000,3180.000000,16384.000000,18.100000
48,25201.215000, 1024.000000,1885.500000,3204.000000,16384.000000,18.100000
49,24740.684000, 1024.000000,1834.200000,3072.000000,16384.000000,18.100000
50,27672.256000, 1024.000000,1853.500000,3236.000000,16384.000000,18.200000
