Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,26281.315000, 1024.000000,1794.900000,3080.000000,16384.000000,18.100000
2,26983.029000, 1024.000000,1649.900000,3108.000000,16384.000000,18.000000
3,26291.620000, 1024.000000,1567.100000,2708.000000,16384.000000,18.200000
4,27368.446000, 1024.000000,1776.900000,3072.000000,16384.000000,18.200000
5,26830.740000, 1024.000000,1970.200000,3296.000000,16384.000000,18.100000
6,26608.039000, 1024.000000,1821.500000,3136.000000,16384.000000,18.100000
7,25896.796000, 1024.000000,1933.400000,3292.000000,16384.000000,18.200000
8,24714.991000, 1024.000000,1722.600000,3316.000000,16384.000000,18.100000
9,24502.338000, 1024.000000,1759.300000,3072.000000,16384.000000,18.100000
10,26885.154000, 1024.000000,1858.700000,3240.000000,16384.000000,18.200000
11,26663.134000, 1024.000000,1605.300000,2804.000000,16384.000000,18.200000
12,27198.140000, 1024.000000,1666.800000,3072.000000,16384.000000,18.100000
13,26632.787000, 1024.000000,1564.200000,2736.000000,16384.000000,18.100000
14,27052.744000, 1024.000000,1842.300000,3180.000000,16384.000000,18.200000
15,26794.600000, 1024.000000,1829.500000,3112.000000,16384.000000,17.800000
16,26309.520000, 1024.000000,1724.500000,3112.000000,16384.000000,18.100000
17,25904.040000, 1024.000000,1764.400000,3212.000000,16384.000000,18.100000
18,24746.302000, 1024.000000,1861.200000,3116.000000,16384.000000,18.200000
19,24409.962000, 1024.000000,1634.600000,3072.000000,16384.000000,18.200000
20,26878.080000, 1024.000000,1837.800000,3160.000000,16384.000000,18.200000
21,26392.110000, 1024.000000,1599.000000,2784.000000,16384.000000,18.200000
22,26981.281000, 1024.000000,1935.700000,3216.000000,16384.000000,18.200000
23,26534.939000, 1024.000000,1596.500000,2756.000000,16384.000000,18.000000
24,27151.062000, 1024.000000,1843.200000,3136.000000,16384.000000,18.200000
25,26906.124000, 1024.000000,1780.300000,3072.000000,16384.000000,18.000000
26,26659.018000, 1024.000000,1848.500000,3072.000000,16384.000000,18.100000
27,25952.860000, 1024.000000,1924.700000,3208.000000,16384.000000,18.200000
28,24664.088000, 1024.000000,1788.600000,3072.000000,16384.000000,18.200000
29,24284.574000, 1024.000000,1690.600000,3108.000000,16384.000000,18.100000
30,26974.599000, 1024.000000,1863.500000,3320.000000,16384.000000,18.100000
31,25634.354000, 1024.000000,1640.200000,3072.000000,16384.000000,18.000000
32,25978.747000, 1024.000000,1842.300000,3132.000000,16384.000000,18.100000
33,25460.237000, 1024.000000,1661.100000,2760.000000,16384.000000,18.200000
34,26378.035000, 1024.000000,1881.600000,3184.000000,16384.000000,18.200000
35,26384.906000, 1024.000000,1634.200000,3216.000000,16384.000000,18.000000
36,25942.883000, 1024.000000,1793.900000,3180.000000,16384.000000,18.100000
37,25475.136000, 1024.000000,1810.000000,3164.000000,16384.000000,18.100000
38,24658.701000, 1024.000000,1840.100000,3112.000000,16384.000000,18.200000
39,24295.659000, 1024.000000,1818.800000,3328.000000,16384.000000,18.100000
40,26749.047000, 1024.000000,1931.600000,3320.000000,16384.000000,18.200000
41,26673.491000, 1024.000000,1551.100000,2688.000000,16384.000000,18.100000
42,27207.931000, 1024.000000,1798.900000,3104.000000,16384.000000,18.100000
43,26737.487000, 1024.000000,1651.500000,2784.000000,16384.000000,18.000000
44,27520.254000, 1024.000000,1759.600000,3072.000000,16384.000000,18.100000
45,27191.878000, 1024.000000,1700.000000,3072.000000,16384.000000,18.000000
46,26899.113000, 1024.000000,1811.300000,3184.000000,16384.000000,18.100000
47,26064.166000, 1024.000000,1738.100000,3168.000000,16384.000000,18.000000
48,24684.188000, 1024.000000,1905.400000,3168.000000,16384.000000,18.100000
49,24369.830000, 1024.000000,1590.700000,2960.000000,16384.000000,18.200000
50,26624.127000, 1024.000000,1967.300000,3296.000000,16384.000000,18.200000
