Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,39241.631000, 1024.000000,1638.200000,2960.000000,16384.000000,18.000000
2,40269.166000, 1024.000000,1840.500000,3240.000000,16384.000000,18.000000
3,39797.786000, 1024.000000,1845.600000,3072.000000,16384.000000,17.900000
4,40648.570000, 1024.000000,1855.000000,3208.000000,16384.000000,17.900000
5,40333.081000, 1024.000000,1681.200000,3072.000000,16384.000000,17.900000
6,40055.040000, 1024.000000,1650.000000,3184.000000,16384.000000,17.900000
7,39050.217000, 1024.000000,1899.500000,3252.000000,16384.000000,18.000000
8,36712.139000, 1024.000000,1878.900000,3240.000000,16384.000000,18.000000
9,36401.295000, 1024.000000,1807.500000,3208.000000,16384.000000,17.900000
10,39548.881000, 1024.000000,1890.700000,3348.000000,16384.000000,17.900000
11,40363.898000, 1024.000000,1706.300000,2920.000000,16384.000000,18.000000
12,41143.601000, 1024.000000,1831.100000,3208.000000,16384.000000,17.900000
13,40531.937000, 1024.000000,1637.100000,2792.000000,16384.000000,18.000000
14,41234.486000, 1024.000000,1838.500000,3072.000000,16384.000000,18.100000
15,40928.580000, 1024.000000,1842.000000,3072.000000,16384.000000,17.800000
16,40094.487000, 1024.000000,1673.200000,3164.000000,16384.000000,18.000000
17,39849.394000, 1024.000000,1835.300000,3352.000000,16384.000000,18.100000
18,38517.870000, 1024.000000,1975.800000,3276.000000,16384.000000,18.000000
19,38249.359000, 1024.000000,1861.900000,3140.000000,16384.000000,18.000000
20,41750.929000, 1024.000000,1832.400000,3276.000000,16384.000000,18.000000
21,39520.309000, 1024.000000,1559.500000,2704.000000,16384.000000,18.000000
22,39992.702000, 1024.000000,1836.800000,3180.000000,16384.000000,18.100000
23,39555.283000, 1024.000000,1655.200000,3072.000000,16384.000000,18.900000
24,40514.055000, 1024.000000,1754.600000,3084.000000,16384.000000,17.900000
25,40118.537000, 1024.000000,1817.300000,3072.000000,16384.000000,18.000000
26,39104.956000, 1024.000000,1789.700000,3216.000000,16384.000000,18.600000
27,38595.269000, 1024.000000,1843.800000,3156.000000,16384.000000,18.000000
28,37042.959000, 1024.000000,1857.100000,3072.000000,16384.000000,18.000000
29,36553.431000, 1024.000000,1746.700000,3072.000000,16384.000000,18.000000
30,39648.156000, 1024.000000,2015.200000,3364.000000,16384.000000,18.000000
31,39373.927000, 1024.000000,1740.300000,2992.000000,16384.000000,18.000000
32,40344.038000, 1024.000000,1762.600000,3236.000000,16384.000000,17.900000
33,39597.657000, 1024.000000,1667.700000,2900.000000,16384.000000,18.000000
34,40530.467000, 1024.000000,1765.300000,3136.000000,16384.000000,18.000000
35,40044.906000, 1024.000000,1769.900000,3112.000000,16384.000000,17.900000
36,39350.258000, 1024.000000,1602.400000,3092.000000,16384.000000,18.000000
37,38403.389000, 1024.000000,1784.000000,3216.000000,16384.000000,18.500000
38,36750.599000, 1024.000000,1956.200000,3360.000000,16384.000000,17.900000
39,36530.803000, 1024.000000,1851.200000,3112.000000,16384.000000,18.000000
40,39730.610000, 1024.000000,1860.300000,3264.000000,16384.000000,18.000000
41,39022.250000, 1024.000000,1614.500000,3072.000000,16384.000000,18.000000
42,39913.632000, 1024.000000,1844.100000,3104.000000,16384.000000,18.000000
43,39306.594000, 1024.000000,1655.100000,3216.000000,16384.000000,18.000000
44,39739.936000, 1024.000000,1819.300000,3200.000000,16384.000000,18.000000
45,39401.566000, 1024.000000,1814.100000,3092.000000,16384.000000,17.800000
46,39677.103000, 1024.000000,1842.300000,3140.000000,16384.000000,18.000000
47,38706.364000, 1024.000000,1915.200000,3312.000000,16384.000000,18.000000
48,37286.915000, 1024.000000,2265.900000,3832.000000,16384.000000,17.900000
49,37004.665000, 1024.000000,1681.500000,3096.000000,16384.000000,18.000000
50,40347.450000, 1024.000000,1933.800000,3208.000000,16384.000000,18.100000
