Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,26563.936000, 1024.000000,1608.800000,2724.000000,16384.000000,18.000000
2,27519.051000, 1024.000000,1595.500000,2784.000000,16384.000000,18.000000
3,26667.399000, 1024.000000,1827.400000,3072.000000,16384.000000,18.100000
4,27425.187000, 1024.000000,1768.000000,3072.000000,16384.000000,18.100000
5,27119.530000, 1024.000000,1643.100000,3108.000000,16384.000000,18.100000
6,26831.712000, 1024.000000,1838.200000,3072.000000,16384.000000,18.100000
7,26498.539000, 1024.000000,1787.700000,3420.000000,16384.000000,18.000000
8,25656.009000, 1024.000000,1757.200000,3072.000000,16384.000000,18.100000
9,24693.708000, 1024.000000,1815.300000,3192.000000,16384.000000,18.100000
10,26207.615000, 1024.000000,1895.900000,3192.000000,16384.000000,18.200000
11,26847.690000, 1024.000000,1700.800000,2920.000000,16384.000000,18.000000
12,27520.008000, 1024.000000,1662.700000,3160.000000,16384.000000,18.100000
13,26677.361000, 1024.000000,1720.400000,3112.000000,16384.000000,18.100000
14,27178.650000, 1024.000000,1856.700000,3224.000000,16384.000000,18.100000
15,27091.985000, 1024.000000,1885.000000,3188.000000,16384.000000,17.900000
16,26962.542000, 1024.000000,1805.400000,3072.000000,16384.000000,18.100000
17,26532.020000, 1024.000000,1767.400000,3272.000000,16384.000000,18.100000
18,24808.031000, 1024.000000,2197.600000,4116.000000,16384.000000,18.100000
19,25268.874000, 1024.000000,1947.000000,3216.000000,16384.000000,18.800000
20,26225.086000, 1024.000000,1832.000000,3240.000000,16384.000000,18.200000
21,26663.053000, 1024.000000,1631.000000,2708.000000,16384.000000,18.100000
22,27189.854000, 1024.000000,1833.700000,3072.000000,16384.000000,18.200000
23,26231.654000, 1024.000000,1677.500000,2792.000000,16384.000000,18.200000
24,27350.824000, 1024.000000,1828.100000,3136.000000,16384.000000,18.000000
25,27162.507000, 1024.000000,1766.800000,3072.000000,16384.000000,17.900000
26,26928.553000, 1024.000000,1850.800000,3136.000000,16384.000000,18.200000
27,26167.185000, 1024.000000,1974.700000,3284.000000,16384.000000,18.100000
28,25180.634000, 1024.000000,1851.200000,3212.000000,16384.000000,18.200000
29,24743.863000, 1024.000000,1625.900000,3104.000000,16384.000000,18.100000
30,27293.561000, 1024.000000,1731.900000,3136.000000,16384.000000,18.000000
31,26125.004000, 1024.000000,1578.400000,2824.000000,16384.000000,18.200000
32,26617.542000, 1024.000000,1841.100000,3276.000000,16384.000000,18.100000
33,26163.515000, 1024.000000,1552.800000,2820.000000,16384.000000,18.200000
34,26814.695000, 1024.000000,1854.600000,3092.000000,16384.000000,18.100000
35,26539.672000, 1024.000000,1846.700000,3092.000000,16384.000000,18.100000
36,26317.197000, 1024.000000,1846.700000,3072.000000,16384.000000,18.100000
37,25950.169000, 1024.000000,1881.300000,3236.000000,16384.000000,18.200000
38,24946.590000, 1024.000000,1823.600000,3200.000000,16384.000000,18.100000
39,24301.457000, 1024.000000,1574.500000,3092.000000,16384.000000,18.200000
40,27204.937000, 1024.000000,1776.100000,3192.000000,16384.000000,18.200000
41,26504.101000, 1024.000000,1637.100000,3072.000000,16384.000000,18.000000
42,27454.899000, 1024.000000,1662.300000,3120.000000,16384.000000,18.100000
43,26805.045000, 1024.000000,1689.900000,2892.000000,16384.000000,18.200000
44,27223.830000, 1024.000000,1754.800000,3072.000000,16384.000000,18.100000
45,26866.760000, 1024.000000,1807.400000,3072.000000,16384.000000,18.100000
46,26995.053000, 1024.000000,1788.000000,3092.000000,16384.000000,18.200000
47,25970.483000, 1024.000000,1960.500000,3296.000000,16384.000000,18.100000
48,24626.418000, 1024.000000,1818.000000,3164.000000,16384.000000,18.200000
49,24239.362000, 1024.000000,1626.800000,3096.000000,16384.000000,18.200000
50,26845.542000, 1024.000000,1913.800000,3608.000000,16384.000000,18.100000
