Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,40346.759000, 1024.000000,1828.500000,3072.000000,16384.000000,17.900000
2,40957.807000, 1024.000000,1803.100000,3072.000000,16384.000000,18.000000
3,40404.884000, 1024.000000,1620.400000,3136.000000,16384.000000,18.000000
4,41259.974000, 1024.000000,1831.500000,3356.000000,16384.000000,18.000000
5,40946.570000, 1024.000000,1826.800000,3072.000000,16384.000000,18.000000
6,40433.681000, 1024.000000,1711.600000,3160.000000,16384.000000,17.900000
7,39446.294000, 1024.000000,1858.100000,3092.000000,16384.000000,17.900000
8,37563.977000, 1024.000000,1848.900000,3136.000000,16384.000000,18.000000
9,37061.039000, 1024.000000,1749.300000,3072.000000,16384.000000,18.000000
10,40845.046000, 1024.000000,1939.200000,3336.000000,16384.000000,18.000000
11,39795.244000, 1024.000000,1630.700000,2816.000000,16384.000000,17.900000
12,40364.167000, 1024.000000,1813.100000,3208.000000,16384.000000,18.000000
13,39282.162000, 1024.000000,1599.100000,2792.000000,16384.000000,18.600000
14,40672.144000, 1024.000000,1837.000000,3168.000000,16384.000000,18.000000
15,40292.084000, 1024.000000,1860.400000,3072.000000,16384.000000,17.800000
16,40043.325000, 1024.000000,1841.700000,3072.000000,16384.000000,18.000000
17,39032.655000, 1024.000000,1816.000000,3296.000000,16384.000000,18.000000
18,36830.675000, 1024.000000,1817.400000,3160.000000,16384.000000,18.000000
19,36489.439000, 1024.000000,1838.800000,3096.000000,16384.000000,19.000000
20,40093.995000, 1024.000000,1934.800000,3328.000000,16384.000000,18.000000
21,38534.676000, 1024.000000,1615.300000,3072.000000,16384.000000,17.900000
22,38884.103000, 1024.000000,1965.900000,3516.000000,16384.000000,17.900000
23,38447.319000, 1024.000000,1649.200000,2816.000000,16384.000000,18.000000
24,39542.219000, 1024.000000,1868.700000,3188.000000,16384.000000,18.000000
25,38797.643000, 1024.000000,1676.000000,2848.000000,16384.000000,17.900000
26,38634.057000, 1024.000000,1825.800000,3072.000000,16384.000000,17.900000
27,38035.637000, 1024.000000,1885.500000,3308.000000,16384.000000,18.000000
28,36543.034000, 1024.000000,1931.700000,3304.000000,16384.000000,18.100000
29,35827.684000, 1024.000000,1692.500000,3096.000000,16384.000000,18.000000
30,39502.032000, 1024.000000,1889.100000,3252.000000,16384.000000,18.100000
31,39584.946000, 1024.000000,1693.500000,2892.000000,16384.000000,17.900000
32,40429.951000, 1024.000000,1918.900000,3192.000000,16384.000000,17.900000
33,39687.074000, 1024.000000,1626.600000,2824.000000,16384.000000,18.000000
34,40659.848000, 1024.000000,1860.300000,3216.000000,16384.000000,18.000000
35,40180.954000, 1024.000000,1900.300000,3200.000000,16384.000000,17.800000
36,40058.320000, 1024.000000,1728.100000,3236.000000,16384.000000,18.000000
37,38986.695000, 1024.000000,1860.900000,3184.000000,16384.000000,18.000000
38,36853.157000, 1024.000000,1760.500000,3220.000000,16384.000000,18.000000
39,36825.800000, 1024.000000,1865.200000,3092.000000,16384.000000,18.000000
40,39815.868000, 1024.000000,1951.900000,3308.000000,16384.000000,18.000000
41,39994.155000, 1024.000000,1637.100000,2748.000000,16384.000000,17.900000
42,40780.818000, 1024.000000,1809.000000,3072.000000,16384.000000,17.900000
43,39945.012000, 1024.000000,1658.000000,2768.000000,16384.000000,17.900000
44,40904.267000, 1024.000000,1856.500000,3112.000000,16384.000000,17.900000
45,40680.011000, 1024.000000,1677.600000,3072.000000,16384.000000,18.000000
46,40155.687000, 1024.000000,1746.000000,3096.000000,16384.000000,18.000000
47,38981.037000, 1024.000000,1900.900000,3184.000000,16384.000000,17.900000
48,36794.685000, 1024.000000,1845.400000,3296.000000,16384.000000,18.000000
49,36614.366000, 1024.000000,1772.900000,3096.000000,16384.000000,18.800000
50,40044.971000, 1024.000000,1880.000000,3180.000000,16384.000000,17.900000
