Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T22,T23,T24
1,19074.527000,1,0.050800,1.231070e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8386,56,200000
2,19082.838000,1,0.047400,1.230043e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8379,56,200000
3,19019.081000,1,0.068400,1.231511e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8389,56,200000
4,19094.329000,1,0.048300,1.232391e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8395,56,200000
5,18981.424000,1,0.032100,1.228575e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8369,56,200000
6,19063.579000,1,0.058700,1.231951e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8392,56,200000
7,19315.084000,1,0.054200,1.230336e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8381,56,200000
8,18510.780000,1,0.039400,1.230043e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8379,56,200000
9,18094.730000,1,0.042300,1.230043e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8379,56,200000
10,18742.454000,1,0.033200,1.228575e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8369,56,200000
11,20858.964000,1,0.025400,1.228134e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8366,56,200000
12,20903.935000,1,0.045700,1.229896e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8378,56,200000
13,20904.450000,1,0.036900,1.229455e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8375,56,200000
14,20863.474000,1,0.039600,1.230483e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8382,56,200000
15,20904.481000,1,0.059200,1.231951e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8392,56,200000
16,20891.996000,1,0.043500,1.229896e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8378,56,200000
17,20816.844000,1,0.038000,1.230336e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8381,56,200000
