Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T22,T23,T24
1,18785.483000,1,0.031100,1.227400e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8361,56,200000
2,18987.152000,1,0.051000,1.228721e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8370,56,200000
3,18793.319000,1,0.038200,1.229896e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8378,56,200000
4,18693.253000,1,0.042800,1.228281e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8367,56,200000
5,18810.992000,1,0.032700,1.227547e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8362,56,200000
6,18679.339000,1,0.051500,1.229455e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8375,56,200000
7,18747.290000,1,0.000100,1.196278e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8149,56,200000
8,18473.795000,1,0.043000,1.229896e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8378,56,200000
9,18147.498000,1,0.044200,1.227987e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8365,56,200000
10,18573.216000,1,0.034500,1.229309e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8374,56,200000
11,19205.783000,1,0.040400,1.228868e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8371,56,200000
12,19079.904000,1,0.048600,1.230777e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8384,56,200000
13,19153.376000,1,0.047800,1.228575e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8369,56,200000
14,19254.796000,1,0.039000,1.227987e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8365,56,200000
15,19122.479000,1,0.030500,1.227107e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8359,56,200000
16,19104.968000,1,0.049200,1.231070e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8386,56,200000
17,19065.881000,1,0.024700,1.227400e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8361,56,200000
18,18902.591000,1,0.052500,1.230043e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8379,56,200000
19,18784.417000,1,0.035500,1.226960e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8358,56,200000
20,18896.576000,1,0.046600,1.229749e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8377,56,200000
21,19058.118000,1,0.032400,1.228281e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8367,56,200000
22,19210.465000,1,0.050800,1.228868e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8371,56,200000
23,19156.833000,1,0.063700,1.230777e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8384,56,200000
24,19182.341000,1,0.050100,1.228721e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8370,56,200000
25,19086.905000,1,0.061300,1.230043e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8379,56,200000
26,18953.148000,1,0.000100,1.199361e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8170,56,200000
27,18929.309000,1,0.057100,1.229309e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8374,56,200000
28,18572.484000,1,0.054100,1.230923e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8385,56,200000
29,18420.446000,1,0.048200,1.229162e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8373,56,200000
30,18920.490000,1,0.042600,1.229309e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8374,56,200000
31,19336.999000,1,0.050300,1.229309e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8374,56,200000
32,19311.280000,1,0.040000,1.229015e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8372,56,200000
33,19325.194000,1,0.054200,1.230923e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8385,56,200000
34,19188.291000,1,0.033400,1.226666e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8356,56,200000
35,19302.805000,1,0.055500,1.231511e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8389,56,200000
36,19340.039000,1,0.042900,1.229309e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8374,56,200000
37,19236.549000,1,0.021100,1.224905e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8344,56,200000
38,19179.283000,1,0.041200,1.228428e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8368,56,200000
39,18793.768000,1,0.049200,1.229749e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8377,56,200000
40,19109.693000,1,0.037300,1.230189e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8380,56,200000
41,19179.527000,1,0.043800,1.230336e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8381,56,200000
42,19107.415000,1,0.000100,1.191140e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8114,56,200000
43,19086.076000,1,0.057700,1.230923e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8385,56,200000
44,19066.896000,1,0.039000,1.228281e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8367,56,200000
45,19061.042000,1,0.044600,1.228428e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8368,56,200000
46,19055.392000,1,0.050900,1.230630e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8383,56,200000
47,18977.611000,1,0.041500,1.229309e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8374,56,200000
48,18510.674000,1,0.042500,1.228721e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8370,56,200000
49,18399.347000,1,0.040000,1.227547e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8362,56,200000
50,18905.691000,1,0.037700,1.228721e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8370,56,200000
