Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,14228.149000, 1024.000000,1630.600000,2736.000000,16384.000000,18.600000
2,14309.076000, 1024.000000,1947.200000,3328.000000,16384.000000,18.000000
3,14186.996000, 1024.000000,1749.200000,3072.000000,16384.000000,19.000000
4,14577.877000, 1024.000000,2031.800000,3468.000000,16384.000000,18.900000
5,14451.300000, 1024.000000,1606.900000,3140.000000,16384.000000,18.900000
6,14284.835000, 1024.000000,1923.600000,3476.000000,16384.000000,18.900000
7,19354.402000, 1024.000000,1622.500000,2816.000000,16384.000000,18.500000
8,19524.046000, 1024.000000,1633.400000,3072.000000,16384.000000,18.000000
9,19743.132000, 1024.000000,1622.200000,2720.000000,16384.000000,18.800000
10,21417.259000, 1024.000000,2205.800000,3808.000000,16384.000000,18.300000
11,13828.548000, 1024.000000,1912.500000,3276.000000,16384.000000,18.600000
12,14034.493000, 1024.000000,1658.600000,3092.000000,16384.000000,18.800000
13,13786.489000, 1024.000000,1847.400000,3072.000000,16384.000000,19.000000
14,14334.501000, 1024.000000,1809.500000,3352.000000,16384.000000,18.600000
15,13995.742000, 1024.000000,1824.900000,3240.000000,16384.000000,18.900000
16,13939.272000, 1024.000000,2038.800000,3640.000000,16384.000000,19.200000
17,13722.178000, 1024.000000,1939.400000,3480.000000,16384.000000,18.300000
18,10937.263000, 1024.000000,1912.400000,3548.000000,16384.000000,18.900000
19,10909.617000, 1024.000000,1952.800000,3548.000000,16384.000000,19.000000
20,12818.139000, 1024.000000,2102.400000,3600.000000,16384.000000,18.800000
21,14973.750000, 1024.000000,1774.500000,2996.000000,16384.000000,19.100000
22,15084.513000, 1024.000000,1754.600000,3228.000000,16384.000000,19.000000
23,14970.087000, 1024.000000,1712.100000,2868.000000,16384.000000,19.100000
24,15317.639000, 1024.000000,1975.900000,3516.000000,16384.000000,17.900000
25,15058.199000, 1024.000000,1677.300000,3236.000000,16384.000000,19.000000
26,15012.854000, 1024.000000,1785.000000,3112.000000,16384.000000,18.500000
27,14771.313000, 1024.000000,1910.300000,3240.000000,16384.000000,17.900000
28,10874.497000, 1024.000000,1855.300000,3384.000000,16384.000000,18.700000
29,10705.748000, 1024.000000,1905.800000,3324.000000,16384.000000,18.700000
30,12469.444000, 1024.000000,2495.200000,4196.000000,16384.000000,18.800000
31,11997.462000, 1024.000000,1854.400000,3112.000000,16384.000000,19.300000
32,12100.970000, 1024.000000,1801.400000,3608.000000,16384.000000,19.000000
33,11780.290000, 1024.000000,1762.900000,3304.000000,16384.000000,18.600000
34,12356.287000, 1024.000000,2019.100000,4056.000000,16384.000000,19.000000
35,12087.960000, 1024.000000,2028.400000,3528.000000,16384.000000,19.100000
36,12037.288000, 1024.000000,2038.000000,3904.000000,16384.000000,18.000000
37,12042.221000, 1024.000000,2044.500000,3556.000000,16384.000000,19.100000
38,11043.726000, 1024.000000,1978.000000,3620.000000,16384.000000,19.100000
39,10885.250000, 1024.000000,1844.400000,3180.000000,16384.000000,18.900000
40,12825.436000, 1024.000000,2250.200000,4664.000000,16384.000000,19.000000
41,25247.862000, 1024.000000,1615.700000,2824.000000,16384.000000,19.000000
42,25276.178000, 1024.000000,1843.800000,3132.000000,16384.000000,18.800000
43,25030.429000, 1024.000000,1633.100000,2792.000000,16384.000000,18.900000
44,25468.126000, 1024.000000,1827.800000,3360.000000,16384.000000,18.800000
45,25394.082000, 1024.000000,1746.100000,3072.000000,16384.000000,18.900000
46,25320.065000, 1024.000000,1660.800000,3228.000000,16384.000000,19.000000
47,19926.373000, 1024.000000,1654.500000,3140.000000,16384.000000,18.400000
48,10723.753000, 1024.000000,1836.600000,3312.000000,16384.000000,18.600000
49,10664.518000, 1024.000000,1937.100000,3336.000000,16384.000000,19.000000
50,12416.059000, 1024.000000,2272.300000,3768.000000,16384.000000,19.000000
