Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,17954.222000, 1024.000000,1600.000000,2792.000000,16384.000000,18.500000
2,18113.998000, 1024.000000,1644.700000,2884.000000,16384.000000,18.400000
3,17937.907000, 1024.000000,1534.900000,2844.000000,16384.000000,18.600000
4,18371.476000, 1024.000000,1499.800000,3064.000000,16384.000000,18.000000
5,18042.900000, 1024.000000,1176.100000,2940.000000,16384.000000,18.700000
6,18001.322000, 1024.000000,1581.300000,2756.000000,16384.000000,18.800000
7,18076.783000, 1024.000000,1850.200000,3184.000000,16384.000000,17.700000
8,16439.530000, 1024.000000,1503.500000,3020.000000,16384.000000,18.800000
9,16065.899000, 1024.000000,1499.300000,2872.000000,16384.000000,18.600000
10,18867.839000, 1024.000000,1517.100000,2828.000000,16384.000000,18.500000
11,19912.995000, 1024.000000,1292.000000,2608.000000,16384.000000,18.800000
12,20055.554000, 1024.000000,1407.300000,2592.000000,16384.000000,18.700000
13,19918.626000, 1024.000000,1385.800000,2680.000000,16384.000000,19.000000
14,20422.062000, 1024.000000,1441.600000,2912.000000,16384.000000,18.400000
15,20168.513000, 1024.000000,1323.800000,2300.000000,16384.000000,18.000000
16,20070.669000, 1024.000000,1310.300000,2736.000000,16384.000000,18.700000
17,22224.569000, 1024.000000,1665.900000,2960.000000,16384.000000,18.600000
18,22154.836000, 1024.000000,1465.700000,2768.000000,16384.000000,18.700000
19,21788.377000, 1024.000000,1625.400000,2732.000000,16384.000000,18.500000
20,24251.553000, 1024.000000,1773.200000,3416.000000,16384.000000,18.600000
21,22770.859000, 1024.000000,1747.300000,3024.000000,16384.000000,18.400000
22,23100.061000, 1024.000000,1554.900000,2640.000000,16384.000000,18.400000
23,22924.629000, 1024.000000,1520.500000,2636.000000,16384.000000,18.500000
24,23366.913000, 1024.000000,1513.700000,3124.000000,16384.000000,18.400000
25,23093.155000, 1024.000000,1307.200000,2404.000000,16384.000000,18.700000
26,22975.229000, 1024.000000,1541.400000,3284.000000,16384.000000,18.700000
27,22595.447000, 1024.000000,1960.400000,3356.000000,16384.000000,18.400000
28,18653.032000, 1024.000000,1425.300000,2540.000000,16384.000000,18.700000
29,18482.312000, 1024.000000,1608.000000,2680.000000,16384.000000,18.700000
30,21211.453000, 1024.000000,1864.500000,3272.000000,16384.000000,18.800000
31,18387.242000, 1024.000000,1320.500000,2252.000000,16384.000000,18.700000
32,18695.052000, 1024.000000,1453.400000,2920.000000,16384.000000,18.400000
33,18509.282000, 1024.000000,1224.300000,2388.000000,16384.000000,18.300000
34,18981.227000, 1024.000000,1655.300000,3056.000000,16384.000000,18.600000
35,18637.240000, 1024.000000,1796.700000,3340.000000,16384.000000,17.600000
36,18614.911000, 1024.000000,1318.000000,2928.000000,16384.000000,18.300000
37,18505.603000, 1024.000000,1505.800000,3720.000000,16384.000000,18.500000
38,16449.724000, 1024.000000,1765.100000,3248.000000,16384.000000,18.800000
39,16326.870000, 1024.000000,1643.800000,3120.000000,16384.000000,18.400000
40,18919.147000, 1024.000000,1486.000000,3096.000000,16384.000000,18.200000
41,17888.107000, 1024.000000,1766.100000,3028.000000,16384.000000,18.500000
42,18276.708000, 1024.000000,1785.100000,3072.000000,16384.000000,18.300000
43,17977.582000, 1024.000000,1449.700000,2736.000000,16384.000000,18.600000
44,18576.848000, 1024.000000,1338.500000,3224.000000,16384.000000,18.800000
45,18140.439000, 1024.000000,1326.100000,2704.000000,16384.000000,18.600000
46,18171.247000, 1024.000000,1484.500000,3336.000000,16384.000000,18.400000
47,18217.120000, 1024.000000,1709.800000,3020.000000,16384.000000,18.600000
48,17018.562000, 1024.000000,1522.500000,3268.000000,16384.000000,18.600000
49,16837.366000, 1024.000000,1538.400000,2840.000000,16384.000000,18.800000
50,19225.432000, 1024.000000,1675.700000,3080.000000,16384.000000,18.800000
