Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
1,509.000000,16,0.000000,1.862290e-47,54,12,179,14,40,5,242,529,66,567,1605,144,8,19,268,64
2,480.000000,16,0.000000,1.862290e-47,54,12,179,14,40,5,242,529,66,567,1605,144,8,19,268,64
3,534.000000,16,0.000000,1.370869e-47,54,15,178,13,42,3,241,426,72,519,1612,140,7,22,270,61
4,468.000000,16,0.000000,7.902220e-48,54,16,186,14,39,6,241,506,69,359,1611,136,7,22,269,55
5,480.000000,16,0.000000,1.862290e-47,54,12,179,14,40,5,242,529,66,567,1605,144,8,19,268,64
6,482.000000,16,0.000000,1.414357e-47,56,13,188,13,39,6,242,415,71,470,1607,135,10,18,270,58
7,503.000000,16,0.000000,9.363396e-48,56,13,185,14,41,6,241,353,67,449,1602,138,8,19,270,61
8,492.000000,16,0.000000,1.123493e-47,56,11,186,14,38,3,242,596,72,297,1611,141,10,21,269,61
9,507.000000,16,0.000000,8.649225e-48,53,13,188,12,41,5,241,531,69,420,1599,144,8,21,264,62
10,472.000000,16,0.000000,8.389403e-48,55,10,186,14,38,3,241,426,69,554,1612,144,10,20,269,63
11,527.000000,16,0.000000,1.420163e-47,56,13,175,13,41,4,241,558,66,453,1605,141,8,22,266,64
12,504.000000,16,0.000000,1.420163e-47,56,13,175,13,41,4,241,558,66,453,1605,141,8,22,266,64
13,515.000000,16,0.000000,1.420163e-47,56,13,175,13,41,4,241,558,66,453,1605,141,8,22,266,64
14,523.000000,16,0.000000,1.420163e-47,56,13,175,13,41,4,241,558,66,453,1605,141,8,22,266,64
15,501.000000,16,0.000000,1.272750e-47,52,15,184,13,42,6,240,536,72,344,1610,139,9,21,267,62
16,518.000000,16,0.000000,1.068825e-47,55,14,185,14,42,5,242,338,69,576,1613,141,7,19,260,63
17,503.000000,16,0.000000,4.191021e-47,55,15,183,13,41,5,241,414,69,550,1613,143,7,20,270,63
18,511.000000,16,0.000000,1.144942e-47,56,14,186,14,42,3,242,528,67,290,1610,141,10,22,270,53
19,519.000000,16,0.000000,1.972068e-47,54,12,187,13,41,6,241,579,71,321,1606,144,8,22,265,62
20,494.000000,16,0.000000,1.507919e-47,56,14,187,13,41,6,242,312,67,547,1610,139,9,20,269,56
21,470.000000,16,0.000000,1.092852e-47,56,12,181,14,40,6,238,478,71,381,1614,141,7,18,270,64
22,464.000000,16,0.000000,1.092852e-47,56,12,181,14,40,6,238,478,71,381,1614,141,7,18,270,64
23,517.000000,16,0.000000,1.092852e-47,56,12,181,14,40,6,238,478,71,381,1614,141,7,18,270,64
24,494.000000,16,0.000000,1.092852e-47,56,12,181,14,40,6,238,478,71,381,1614,141,7,18,270,64
25,463.000000,16,0.000000,1.092852e-47,56,12,181,14,40,6,238,478,71,381,1614,141,7,18,270,64
26,465.000000,16,0.000000,1.198420e-47,55,14,184,14,42,6,236,416,69,279,1608,144,10,22,270,60
27,470.000000,16,0.000000,1.766328e-47,55,15,186,12,41,6,239,391,69,369,1604,141,10,19,270,63
28,471.000000,16,0.000000,2.215670e-47,55,14,188,14,42,5,237,453,71,445,1603,141,9,19,267,61
29,462.000000,16,0.000000,8.649225e-48,53,13,188,12,41,5,241,531,69,420,1599,144,8,21,264,62
30,467.000000,16,0.000000,2.798240e-47,56,16,183,14,41,5,242,418,64,401,1597,140,10,22,270,62
31,477.000000,16,0.000000,1.292796e-47,54,14,188,14,41,6,240,408,72,432,1606,142,8,17,266,59
32,478.000000,16,0.000000,1.292796e-47,54,14,188,14,41,6,240,408,72,432,1606,142,8,17,266,59
33,484.000000,16,0.000000,9.151834e-48,56,14,188,14,39,6,238,355,67,403,1607,141,9,22,263,59
34,481.000000,16,0.000000,1.651803e-47,56,13,182,13,39,6,239,558,72,355,1614,141,9,22,258,64
35,468.000000,16,0.000000,1.669512e-47,54,15,188,13,38,6,239,538,72,407,1610,144,7,19,268,59
36,476.000000,16,0.000000,1.556931e-47,55,13,185,14,42,4,242,433,64,497,1614,137,9,20,268,63
37,478.000000,16,0.000000,1.713953e-47,53,14,182,14,42,5,239,456,67,394,1604,143,10,21,268,63
38,478.000000,16,0.000000,1.310447e-47,56,13,188,14,42,6,242,407,70,355,1607,136,7,22,268,61
39,480.000000,16,0.000000,7.456098e-48,56,13,187,11,40,5,240,549,64,338,1614,141,9,22,266,60
40,471.000000,16,0.000000,9.962331e-48,56,15,185,13,41,3,241,511,69,331,1611,144,9,15,270,64
41,496.000000,16,0.000000,6.137758e-48,56,13,183,13,40,6,241,310,71,454,1604,139,7,22,267,62
42,480.000000,16,0.000000,6.137758e-48,56,13,183,13,40,6,241,310,71,454,1604,139,7,22,267,62
43,549.000000,16,0.000000,9.494636e-48,54,14,180,13,42,3,240,560,69,498,1611,141,8,20,269,55
44,464.000000,16,0.000000,1.319374e-47,55,16,185,13,39,6,241,316,71,498,1605,143,8,19,263,64
45,489.000000,16,0.000000,1.258628e-47,53,14,178,13,42,4,241,436,69,433,1608,141,10,21,269,60
46,482.000000,16,0.000000,1.220517e-47,56,14,182,13,40,3,242,559,68,425,1600,139,9,20,268,60
47,464.000000,16,0.000000,1.919036e-47,56,11,181,14,41,6,238,466,72,423,1607,140,9,22,270,59
48,473.000000,16,0.000000,2.548705e-47,55,16,186,14,40,6,241,380,66,371,1608,143,9,22,266,59
49,479.000000,16,0.000000,8.175907e-48,55,14,182,13,38,4,242,571,70,408,1612,144,6,22,270,56
50,482.000000,16,0.000000,8.723118e-48,54,12,179,12,39,6,240,401,70,506,1609,142,8,22,269,61
