Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
1,8254.983000,3,0.001600,9.620050e-47,56,13,188,14,42,6,242,343,72,340,1614,144,10,22,270,64
2,8427.809000,3,0.004800,1.412826e-46,56,13,188,14,42,6,242,364,72,368,1614,144,10,22,270,64
3,8448.809000,3,0.001900,9.730203e-47,56,13,188,14,42,6,242,349,72,334,1614,144,10,22,270,64
4,8405.079000,3,0.002200,8.564048e-47,56,13,188,14,42,6,242,341,72,328,1614,144,10,22,270,64
5,8607.099000,3,0.004000,1.090517e-46,56,13,188,14,42,6,242,353,72,344,1614,144,10,22,270,64
6,8233.369000,3,0.002500,9.864590e-47,56,13,188,14,42,6,242,344,72,342,1614,144,10,22,270,64
7,8550.966000,3,0.002500,1.279246e-46,56,14,188,14,42,6,242,347,72,343,1614,144,10,22,270,64
8,7275.823000,3,0.001200,7.578543e-47,56,13,188,14,42,6,242,329,72,329,1614,144,10,22,270,64
9,7447.618000,3,0.003200,1.315083e-46,56,13,188,14,42,6,242,364,72,357,1614,144,10,22,270,64
10,7926.193000,3,0.003300,9.730203e-47,56,13,188,14,42,6,242,349,72,334,1614,144,10,22,270,64
11,8175.970000,3,0.002700,1.036322e-46,56,13,188,14,42,6,242,355,72,335,1614,144,10,22,270,64
12,8337.130000,3,0.003300,1.387931e-46,56,14,188,14,42,6,242,351,72,349,1614,144,10,22,270,64
13,8203.946000,3,0.003300,8.824927e-47,56,12,188,14,42,6,242,352,72,356,1614,144,10,22,270,64
14,8600.766000,3,0.001800,1.004157e-46,56,13,188,14,42,6,242,349,72,338,1614,144,10,22,270,64
15,8403.069000,3,0.001400,8.511174e-47,56,13,188,14,42,6,242,338,72,331,1614,144,10,22,270,64
16,8141.277000,3,0.003400,1.083908e-46,56,13,188,14,42,6,242,363,72,332,1614,144,10,22,270,64
17,7940.307000,3,0.002000,9.233045e-47,56,13,188,14,42,6,242,342,72,336,1614,144,10,22,270,64
18,7403.314000,3,0.003500,1.407758e-46,56,14,188,14,42,6,242,351,72,351,1614,144,10,22,270,64
19,7630.278000,3,0.001800,1.240913e-46,56,13,188,14,42,6,242,362,72,351,1614,144,10,22,270,64
20,8166.623000,3,0.003900,1.360393e-46,56,14,188,14,42,6,242,357,72,339,1614,144,10,22,270,64
21,8308.172000,3,0.001400,1.055635e-46,56,13,188,14,42,6,242,358,72,334,1614,144,10,22,270,64
22,8356.460000,3,0.000900,9.088377e-47,56,13,188,14,42,6,242,347,72,328,1614,144,10,22,270,64
23,7884.486000,3,0.001900,8.331991e-47,56,13,188,14,42,6,242,336,72,331,1614,144,10,22,270,64
24,8310.633000,3,0.004500,1.393439e-46,56,14,188,14,42,6,242,353,72,347,1614,144,10,22,270,64
25,8180.470000,3,0.002600,1.555915e-46,56,14,188,14,42,6,242,356,72,359,1614,144,10,22,270,64
26,7903.432000,3,0.003900,1.126794e-46,56,13,188,14,42,6,242,355,72,346,1614,144,10,22,270,64
27,7856.561000,3,0.002500,1.136635e-46,56,13,188,14,42,6,242,352,72,351,1614,144,10,22,270,64
28,7489.879000,3,0.004800,1.452628e-46,56,13,188,14,42,6,242,374,72,360,1614,144,10,22,270,64
29,7384.465000,3,0.000700,4.516283e-47,56,12,188,14,42,6,242,325,72,309,1614,144,10,22,270,64
30,8221.706000,3,0.001400,9.765452e-47,56,13,188,14,42,6,242,352,72,331,1614,144,10,22,270,64
31,9189.215000,3,0.004600,1.258391e-46,56,13,188,14,42,6,242,362,72,353,1614,144,10,22,270,64
32,9193.257000,3,0.004300,1.241427e-46,56,13,188,14,42,6,242,358,72,356,1614,144,10,22,270,64
33,9311.524000,3,0.001900,1.260153e-46,56,13,188,14,42,6,242,363,72,352,1614,144,10,22,270,64
34,9257.918000,3,0.003900,1.161750e-46,56,13,188,14,42,6,242,356,72,349,1614,144,10,22,270,64
35,9341.112000,3,0.003900,1.344971e-46,56,13,188,14,42,6,242,354,72,374,1614,144,10,22,270,64
36,9112.651000,3,0.000200,2.828185e-47,56,12,188,14,42,6,242,308,72,288,1614,144,10,22,270,64
37,8250.325000,3,0.004300,1.256481e-46,56,13,188,14,42,6,242,361,72,354,1614,144,10,22,270,64
38,7470.089000,3,0.002300,1.230045e-46,56,14,188,14,42,6,242,343,72,343,1614,144,10,22,270,64
39,7408.967000,3,0.001900,6.291953e-47,56,12,188,14,42,6,242,339,72,328,1614,144,10,22,270,64
40,8017.943000,3,0.002900,9.812451e-47,56,13,188,14,42,6,242,345,72,340,1614,144,10,22,270,64
41,7856.357000,3,0.001400,9.160344e-47,56,13,188,14,42,6,242,342,72,335,1614,144,10,22,270,64
42,7886.995000,3,0.001300,5.622222e-47,56,12,188,14,42,6,242,331,72,325,1614,144,10,22,270,64
43,7849.474000,3,0.003100,1.066430e-46,56,13,188,14,42,6,242,349,72,346,1614,144,10,22,270,64
44,8176.433000,3,0.002100,9.852106e-47,56,13,188,14,42,6,242,347,72,338,1614,144,10,22,270,64
