Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
1,7806.945000,3,0.017400,4.461206e-48,56,10,188,14,42,6,242,288,72,263,1614,144,10,22,270,64
2,7984.672000,3,0.004800,3.855364e-48,56,10,188,14,42,6,242,285,72,259,1614,144,10,22,270,64
3,7703.240000,3,0.002800,4.086685e-48,56,10,188,14,42,6,242,285,72,262,1614,144,10,22,270,64
4,8171.492000,3,0.012600,1.810185e-48,56,10,188,14,42,6,242,277,72,238,1614,144,10,22,270,64
5,7971.077000,3,0.009100,3.056753e-48,56,10,188,14,42,6,242,280,72,254,1614,144,10,22,270,64
6,7811.112000,3,0.004100,1.784483e-48,56,10,188,14,42,6,242,270,72,245,1614,144,10,22,270,64
7,7819.579000,3,0.003800,1.635776e-48,56,10,188,14,42,6,242,270,72,242,1614,144,10,22,270,64
8,7591.536000,3,0.007100,1.437500e-48,56,10,188,14,42,6,242,270,72,238,1614,144,10,22,270,64
9,7289.263000,3,0.020500,2.423371e-48,56,10,188,14,42,6,242,276,72,249,1614,144,10,22,270,64
10,7777.348000,3,0.005400,4.395114e-48,56,10,188,14,42,6,242,285,72,266,1614,144,10,22,270,64
11,7822.739000,3,0.009800,8.683747e-48,56,11,188,14,42,6,242,286,72,264,1614,144,10,22,270,64
12,7931.576000,3,0.027800,2.258142e-48,56,10,188,14,42,6,242,273,72,250,1614,144,10,22,270,64
13,7928.893000,3,0.009200,4.295977e-48,56,10,188,14,42,6,242,288,72,261,1614,144,10,22,270,64
14,8082.240000,3,0.016600,1.090517e-48,56,10,188,14,42,6,242,270,72,231,1614,144,10,22,270,64
15,8538.448000,3,0.013400,2.785041e-48,56,10,188,14,42,6,242,280,72,250,1614,144,10,22,270,64
16,7847.056000,3,0.004400,2.447238e-48,56,10,188,14,42,6,242,274,72,252,1614,144,10,22,270,64
17,7896.397000,3,0.010200,9.120689e-48,56,11,188,14,42,6,242,289,72,263,1614,144,10,22,270,64
18,7422.800000,3,0.016200,1.376916e-48,56,10,188,14,42,6,242,268,72,239,1614,144,10,22,270,64
19,7595.320000,3,0.003600,3.710328e-48,56,10,188,14,42,6,242,286,72,256,1614,144,10,22,270,64
20,8055.958000,3,0.025800,2.241619e-48,56,10,188,14,42,6,242,276,72,246,1614,144,10,22,270,64
21,8105.231000,3,0.008100,4.709051e-48,56,10,188,14,42,6,242,288,72,266,1614,144,10,22,270,64
22,8094.304000,3,0.009900,1.163218e-47,56,11,188,14,42,6,242,291,72,275,1614,144,10,22,270,64
23,7939.917000,3,0.009500,2.059866e-48,56,10,188,14,42,6,242,277,72,242,1614,144,10,22,270,64
24,8301.370000,3,0.007400,7.802521e-49,56,10,188,14,42,6,242,260,72,234,1614,144,10,22,270,64
25,8441.835000,3,0.009300,3.631385e-48,56,10,188,14,42,6,242,286,72,255,1614,144,10,22,270,64
26,8160.805000,3,0.009900,1.310824e-47,56,11,188,14,42,6,242,294,72,279,1614,144,10,22,270,64
27,7976.125000,3,0.004500,3.624042e-48,56,10,188,14,42,6,242,285,72,256,1614,144,10,22,270,64
28,7163.755000,3,0.006200,3.451468e-48,56,10,188,14,42,6,242,283,72,256,1614,144,10,22,270,64
29,7469.990000,3,0.003500,2.032327e-48,56,10,188,14,42,6,242,270,72,250,1614,144,10,22,270,64
