Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
1,489.000000,16,0.000000,6.784262e-48,54,10,185,13,42,4,242,348,70,501,1612,141,10,20,270,64
2,463.000000,16,0.000000,6.784262e-48,54,10,185,13,42,4,242,348,70,501,1612,141,10,20,270,64
3,476.000000,16,0.000000,1.150556e-47,54,12,179,14,39,6,239,405,69,496,1613,144,8,22,263,64
4,438.000000,16,0.000000,1.125097e-47,56,13,185,13,42,6,242,390,70,294,1610,142,10,21,268,53
5,431.000000,16,0.000000,1.151757e-47,56,11,185,14,40,4,242,444,72,352,1614,137,9,22,266,63
6,458.000000,16,0.000000,1.031598e-47,56,13,181,14,39,5,242,319,70,555,1613,144,10,22,260,54
7,564.000000,16,0.000000,6.185142e-48,56,13,188,14,36,5,242,580,72,387,1605,140,6,21,263,64
8,840.000000,16,0.000000,7.456918e-48,55,10,183,13,42,4,238,502,69,485,1609,142,10,21,267,61
9,812.000000,16,0.000000,1.258314e-47,56,14,185,14,41,6,241,395,71,350,1608,142,9,16,265,60
10,436.000000,16,0.000000,5.401474e-48,55,13,180,13,41,5,241,304,68,565,1602,138,10,19,268,62
11,423.000000,16,0.000000,1.322492e-47,56,16,179,14,40,4,241,456,70,335,1612,139,7,21,269,62
12,429.000000,16,0.000000,1.157309e-47,56,14,181,14,42,6,242,328,65,373,1610,142,10,17,267,64
13,418.000000,16,0.000000,1.322492e-47,56,16,179,14,40,4,241,456,70,335,1612,139,7,21,269,62
14,421.000000,16,0.000000,1.322492e-47,56,16,179,14,40,4,241,456,70,335,1612,139,7,21,269,62
15,423.000000,16,0.000000,1.231490e-47,56,16,184,12,42,5,240,347,67,506,1609,138,9,21,266,58
16,440.000000,16,0.000000,7.918471e-48,56,16,183,14,42,3,242,325,68,484,1609,143,9,17,269,55
17,418.000000,16,0.000000,2.599444e-47,55,12,174,14,42,6,241,426,70,446,1611,144,10,19,267,61
18,418.000000,16,0.000000,1.026182e-47,55,14,180,14,39,5,240,392,71,387,1611,143,7,20,267,63
19,426.000000,16,0.000000,6.236078e-48,56,12,181,14,39,5,239,531,69,284,1607,141,8,21,270,61
20,423.000000,16,0.000000,9.029284e-48,56,15,182,14,38,5,239,395,70,450,1607,140,10,18,261,61
21,419.000000,16,0.000000,7.280106e-48,53,13,185,14,42,5,239,465,71,425,1607,136,9,18,269,63
22,418.000000,16,0.000000,7.280106e-48,53,13,185,14,42,5,239,465,71,425,1607,136,9,18,269,63
23,423.000000,16,0.000000,7.280106e-48,53,13,185,14,42,5,239,465,71,425,1607,136,9,18,269,63
24,428.000000,16,0.000000,2.286383e-47,56,13,185,14,42,5,239,397,66,548,1612,142,8,22,266,58
25,422.000000,16,0.000000,7.280106e-48,53,13,185,14,42,5,239,465,71,425,1607,136,9,18,269,63
26,416.000000,16,0.000000,1.336925e-47,56,16,173,11,40,6,240,380,72,507,1613,141,7,22,270,62
27,419.000000,16,0.000000,1.007358e-47,55,15,188,12,42,5,241,365,72,440,1591,143,9,18,266,64
28,427.000000,16,0.000000,1.166571e-47,56,13,171,14,42,6,240,384,69,397,1614,143,10,20,267,56
29,433.000000,16,0.000000,6.933052e-48,55,16,188,11,37,4,242,438,69,461,1613,143,8,22,263,56
30,417.000000,16,0.000000,2.264367e-47,56,16,187,14,40,4,241,467,71,491,1611,143,6,20,267,59
31,433.000000,16,0.000000,1.331548e-47,53,16,178,14,41,5,241,389,71,308,1611,141,10,21,267,64
32,428.000000,16,0.000000,1.331548e-47,53,16,178,14,41,5,241,389,71,308,1611,141,10,21,267,64
33,447.000000,16,0.000000,1.331548e-47,53,16,178,14,41,5,241,389,71,308,1611,141,10,21,267,64
34,414.000000,16,0.000000,1.331548e-47,53,16,178,14,41,5,241,389,71,308,1611,141,10,21,267,64
35,423.000000,16,0.000000,9.650774e-48,54,15,182,14,38,6,240,312,63,554,1609,143,10,22,267,63
36,420.000000,16,0.000000,7.855854e-48,55,16,176,13,42,4,240,318,64,476,1603,143,10,22,269,62
37,419.000000,16,0.000000,7.784626e-48,55,16,187,12,37,6,242,395,69,361,1612,144,9,22,269,51
38,423.000000,16,0.000000,1.458182e-47,56,15,185,13,40,5,241,452,65,549,1602,140,9,22,270,52
39,426.000000,16,0.000000,9.119042e-48,56,14,176,12,42,6,242,546,65,303,1614,141,10,22,266,54
40,423.000000,16,0.000000,1.473378e-47,55,11,188,14,42,5,242,381,68,496,1608,141,10,22,268,54
41,431.000000,16,0.000000,8.693764e-48,54,14,186,14,42,6,239,408,71,346,1597,139,8,20,269,63
42,420.000000,16,0.000000,8.693764e-48,54,14,186,14,42,6,239,408,71,346,1597,139,8,20,269,63
43,430.000000,16,0.000000,5.658067e-48,54,13,186,14,41,5,242,287,70,628,1596,144,8,18,269,62
44,427.000000,16,0.000000,8.122960e-48,56,14,187,13,38,6,242,508,60,374,1612,143,9,21,270,64
45,414.000000,16,0.000000,1.829949e-47,56,12,188,14,42,5,240,424,70,470,1602,144,10,19,266,54
46,422.000000,16,0.000000,5.680125e-48,55,15,186,13,38,4,242,376,66,424,1601,136,10,21,270,61
47,428.000000,16,0.000000,1.055513e-47,56,16,188,14,41,4,242,376,69,273,1608,143,10,22,268,53
48,416.000000,16,0.000000,1.051712e-47,56,15,186,14,41,4,242,535,64,389,1608,144,6,22,270,57
49,430.000000,16,0.000000,8.919417e-48,55,12,184,14,38,5,242,502,64,312,1605,144,10,22,268,61
50,423.000000,16,0.000000,1.849860e-47,55,16,178,12,42,5,240,461,69,310,1611,143,10,20,268,61
