Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
1,309.000000,16,0.000000,8.029624e-48,56,12,187,14,39,6,237,408,69,312,1612,143,9,20,268,61
2,275.000000,16,0.000000,3.346383e-48,55,15,186,14,41,4,238,296,69,387,1611,137,10,18,270,61
3,287.000000,16,0.000000,3.398928e-48,55,15,184,14,39,3,239,361,71,275,1610,140,10,19,269,63
4,263.000000,16,0.000000,4.912641e-48,55,12,182,13,42,6,239,479,72,281,1609,139,7,22,267,63
5,269.000000,16,0.000000,2.763595e-48,54,10,187,14,39,6,241,345,66,331,1611,141,10,22,269,64
6,273.000000,16,0.000000,3.511018e-48,56,14,188,13,42,4,242,348,70,263,1614,143,8,19,266,57
7,266.000000,16,0.000000,2.027482e-48,54,14,177,13,42,3,242,356,66,438,1599,139,8,21,267,64
8,271.000000,16,0.000000,3.062648e-48,54,15,187,14,42,5,242,312,72,341,1606,143,7,17,264,61
9,275.000000,16,0.000000,2.996926e-48,54,13,180,14,42,6,242,416,63,453,1612,142,7,20,268,53
10,266.000000,16,0.000000,6.035420e-48,56,14,188,14,39,5,241,573,63,305,1611,138,8,19,267,62
11,268.000000,16,0.000000,2.942871e-48,55,16,186,14,42,5,241,349,69,244,1614,140,10,17,265,59
12,267.000000,16,0.000000,2.942871e-48,55,16,186,14,42,5,241,349,69,244,1614,140,10,17,265,59
13,262.000000,16,0.000000,2.942871e-48,55,16,186,14,42,5,241,349,69,244,1614,140,10,17,265,59
14,263.000000,16,0.000000,2.942871e-48,55,16,186,14,42,5,241,349,69,244,1614,140,10,17,265,59
15,266.000000,16,0.000000,2.942871e-48,55,16,186,14,42,5,241,349,69,244,1614,140,10,17,265,59
16,274.000000,16,0.000000,1.084463e-47,55,12,184,13,41,5,242,404,69,487,1604,140,8,20,265,63
17,269.000000,16,0.000000,6.377241e-48,54,16,186,13,40,6,241,388,71,261,1610,143,7,22,269,60
18,267.000000,16,0.000000,5.621584e-48,55,12,173,13,40,6,240,343,71,526,1601,142,8,21,267,64
19,270.000000,16,0.000000,8.688727e-48,56,16,183,13,41,3,240,320,71,315,1606,144,9,21,270,63
20,269.000000,16,0.000000,1.376256e-47,55,13,182,14,40,6,242,349,71,320,1610,143,10,22,266,57
21,277.000000,16,0.000000,3.284656e-48,55,12,188,13,37,6,242,353,69,426,1594,142,8,22,268,58
22,266.000000,16,0.000000,3.284656e-48,55,12,188,13,37,6,242,353,69,426,1594,142,8,22,268,58
