Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,11959.399000, 1024.000000,1651.400000,3236.000000,16384.000000,18.600000
2,12194.816000, 1024.000000,2019.400000,3608.000000,16384.000000,18.600000
3,12083.422000, 1024.000000,1855.900000,3376.000000,16384.000000,18.800000
4,12301.433000, 1024.000000,2184.900000,4120.000000,16384.000000,19.000000
5,12056.404000, 1024.000000,2007.500000,3432.000000,16384.000000,18.000000
6,12126.737000, 1024.000000,1920.700000,3592.000000,16384.000000,18.800000
7,12185.982000, 1024.000000,2004.000000,3480.000000,16384.000000,19.000000
8,11035.884000, 1024.000000,2324.100000,3896.000000,16384.000000,19.100000
9,10859.693000, 1024.000000,1988.500000,3324.000000,16384.000000,19.100000
10,12731.286000, 1024.000000,1985.400000,3704.000000,16384.000000,18.300000
11,11946.519000, 1024.000000,1935.100000,3376.000000,16384.000000,19.100000
12,12121.651000, 1024.000000,2036.000000,3424.000000,16384.000000,19.200000
13,11914.151000, 1024.000000,1773.300000,3072.000000,16384.000000,18.800000
14,12302.227000, 1024.000000,1906.800000,3780.000000,16384.000000,18.400000
15,12079.349000, 1024.000000,2135.400000,3636.000000,16384.000000,19.300000
16,12037.412000, 1024.000000,1987.900000,3776.000000,16384.000000,18.900000
17,12062.264000, 1024.000000,2006.200000,3440.000000,16384.000000,19.000000
18,10985.711000, 1024.000000,2027.700000,3808.000000,16384.000000,18.900000
19,10953.084000, 1024.000000,1940.300000,3520.000000,16384.000000,19.100000
20,12896.611000, 1024.000000,2213.100000,3684.000000,16384.000000,18.900000
21,12379.049000, 1024.000000,1898.300000,3184.000000,16384.000000,19.100000
22,12518.328000, 1024.000000,1816.800000,3364.000000,16384.000000,18.700000
23,12441.214000, 1024.000000,1719.000000,3368.000000,16384.000000,18.900000
24,12772.953000, 1024.000000,2227.500000,3728.000000,16384.000000,17.900000
25,12526.070000, 1024.000000,2003.600000,3408.000000,16384.000000,18.900000
26,12510.606000, 1024.000000,2027.000000,3860.000000,16384.000000,19.100000
27,12572.167000, 1024.000000,1963.400000,3748.000000,16384.000000,18.800000
28,11956.193000, 1024.000000,1981.800000,3376.000000,16384.000000,18.800000
29,12022.308000, 1024.000000,1902.000000,3324.000000,16384.000000,18.800000
30,14039.947000, 1024.000000,2123.200000,3812.000000,16384.000000,19.000000
31,12047.628000, 1024.000000,1733.900000,3192.000000,16384.000000,19.000000
32,12219.365000, 1024.000000,1809.400000,3192.000000,16384.000000,19.100000
33,11850.987000, 1024.000000,1887.500000,3276.000000,16384.000000,17.900000
34,12406.133000, 1024.000000,2032.600000,3608.000000,16384.000000,18.000000
35,12186.612000, 1024.000000,1918.500000,3436.000000,16384.000000,18.800000
36,12138.853000, 1024.000000,2080.400000,3552.000000,16384.000000,18.900000
37,12207.769000, 1024.000000,2007.700000,3628.000000,16384.000000,19.000000
38,11160.604000, 1024.000000,1983.700000,3896.000000,16384.000000,19.100000
39,11049.539000, 1024.000000,1840.200000,3440.000000,16384.000000,19.200000
40,12814.525000, 1024.000000,2036.600000,3704.000000,16384.000000,18.900000
41,12223.052000, 1024.000000,1644.300000,3072.000000,16384.000000,19.000000
42,12419.054000, 1024.000000,1789.500000,3276.000000,16384.000000,18.100000
43,12141.376000, 1024.000000,1743.300000,3072.000000,16384.000000,18.800000
44,12639.564000, 1024.000000,2069.400000,3532.000000,16384.000000,19.300000
45,12365.576000, 1024.000000,1888.400000,3296.000000,16384.000000,19.200000
46,12274.485000, 1024.000000,2126.600000,3860.000000,16384.000000,18.600000
47,12204.471000, 1024.000000,1983.400000,3536.000000,16384.000000,19.100000
48,10770.899000, 1024.000000,1940.500000,3648.000000,16384.000000,17.900000
49,10749.367000, 1024.000000,1920.400000,3424.000000,16384.000000,18.600000
50,12627.698000, 1024.000000,2256.800000,3860.000000,16384.000000,19.100000
