Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
1,141.000000,16,0.000000,1.978257e-48,56,14,184,12,39,6,239,306,69,419,1604,144,7,22,260,61
2,133.000000,16,0.000000,6.377934e-49,55,14,187,10,42,5,242,460,71,240,1608,139,7,20,265,61
3,146.000000,16,0.000000,1.978257e-48,56,14,184,12,39,6,239,306,69,419,1604,144,7,22,260,61
4,134.000000,16,0.000000,6.035908e-49,54,13,188,13,41,2,239,383,71,377,1595,144,8,21,270,52
5,134.000000,16,0.000000,1.978257e-48,56,14,184,12,39,6,239,306,69,419,1604,144,7,22,260,61
6,138.000000,16,0.000000,8.427641e-49,56,11,187,14,41,5,242,405,66,249,1613,141,7,19,263,61
7,136.000000,16,0.000000,8.237239e-49,55,10,187,13,39,6,240,295,65,377,1610,141,10,19,267,63
8,136.000000,16,0.000000,7.382425e-49,55,11,187,13,42,5,241,336,70,316,1596,142,7,20,265,58
9,132.000000,16,0.000000,1.763384e-48,55,13,187,14,39,5,241,324,72,230,1613,141,10,21,266,60
10,131.000000,16,0.000000,9.836828e-49,55,11,187,11,42,3,238,360,70,388,1605,142,10,21,266,56
11,148.000000,16,0.000000,1.539549e-48,56,15,178,13,41,5,238,336,71,275,1609,140,9,16,269,62
12,135.000000,16,0.000000,1.539549e-48,56,15,178,13,41,5,238,336,71,275,1609,140,9,16,269,62
13,144.000000,16,0.000000,1.539549e-48,56,15,178,13,41,5,238,336,71,275,1609,140,9,16,269,62
14,134.000000,16,0.000000,1.539549e-48,56,15,178,13,41,5,238,336,71,275,1609,140,9,16,269,62
15,134.000000,16,0.000000,1.539549e-48,56,15,178,13,41,5,238,336,71,275,1609,140,9,16,269,62
16,145.000000,16,0.000000,1.400550e-48,55,15,186,14,38,5,240,405,65,292,1594,143,9,18,269,56
17,131.000000,16,0.000000,7.821058e-49,54,13,179,12,37,6,240,294,72,357,1597,142,8,22,266,63
18,134.000000,16,0.000000,9.341037e-49,55,13,186,11,42,6,239,266,70,401,1596,140,9,21,267,63
19,137.000000,16,0.000000,1.452174e-48,55,15,183,14,39,5,242,323,64,252,1610,143,8,21,266,62
