Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,22739.427000, 1024.000000,1297.500000,2204.000000,16384.000000,18.200000
2,22888.244000, 1024.000000,1641.700000,2904.000000,16384.000000,19.000000
3,22706.747000, 1024.000000,1453.700000,2540.000000,16384.000000,18.800000
4,23200.460000, 1024.000000,1504.200000,2796.000000,16384.000000,18.700000
5,22882.404000, 1024.000000,1481.800000,2564.000000,16384.000000,18.500000
6,22862.083000, 1024.000000,1496.200000,2740.000000,16384.000000,17.600000
7,22518.683000, 1024.000000,1628.400000,2956.000000,16384.000000,18.800000
8,17896.643000, 1024.000000,1423.700000,2828.000000,16384.000000,18.600000
9,17372.703000, 1024.000000,1711.500000,2856.000000,16384.000000,18.200000
10,20320.396000, 1024.000000,1440.900000,2880.000000,16384.000000,17.700000
11,21928.773000, 1024.000000,1464.900000,2484.000000,16384.000000,18.200000
12,22226.117000, 1024.000000,1472.700000,2968.000000,16384.000000,18.700000
13,21973.238000, 1024.000000,1063.000000,2664.000000,16384.000000,18.600000
14,22452.246000, 1024.000000,1217.400000,3020.000000,16384.000000,18.600000
15,22079.167000, 1024.000000,1752.700000,2988.000000,16384.000000,18.200000
16,21851.881000, 1024.000000,1559.500000,2724.000000,16384.000000,18.400000
17,21610.896000, 1024.000000,1495.800000,3096.000000,16384.000000,18.400000
18,19175.316000, 1024.000000,1532.300000,2640.000000,16384.000000,18.700000
19,19051.321000, 1024.000000,1483.800000,2736.000000,16384.000000,18.600000
20,21860.700000, 1024.000000,1510.800000,3216.000000,16384.000000,18.300000
21,17867.771000, 1024.000000,1200.500000,2496.000000,16384.000000,18.800000
22,18103.360000, 1024.000000,1200.000000,2924.000000,16384.000000,18.800000
23,17700.612000, 1024.000000,1501.900000,2604.000000,16384.000000,18.600000
24,18541.760000, 1024.000000,1471.900000,2992.000000,16384.000000,17.700000
25,18138.774000, 1024.000000,1403.100000,2676.000000,16384.000000,18.300000
26,18021.440000, 1024.000000,1367.200000,3252.000000,16384.000000,18.600000
27,18052.312000, 1024.000000,1371.600000,3208.000000,16384.000000,18.600000
28,16570.161000, 1024.000000,1913.100000,3244.000000,16384.000000,18.300000
29,16327.084000, 1024.000000,1500.600000,2660.000000,16384.000000,18.700000
30,18939.942000, 1024.000000,1704.700000,3052.000000,16384.000000,18.200000
31,18195.637000, 1024.000000,1201.900000,2220.000000,16384.000000,18.500000
32,18413.398000, 1024.000000,1536.300000,3108.000000,16384.000000,17.600000
33,18235.166000, 1024.000000,1371.400000,2852.000000,16384.000000,18.700000
34,18826.016000, 1024.000000,1533.900000,2916.000000,16384.000000,18.600000
35,18433.181000, 1024.000000,1492.800000,3164.000000,16384.000000,18.600000
36,18309.455000, 1024.000000,1432.600000,2936.000000,16384.000000,18.700000
37,18761.628000, 1024.000000,1882.000000,3404.000000,16384.000000,18.300000
38,18502.457000, 1024.000000,1396.600000,2792.000000,16384.000000,18.700000
39,18660.693000, 1024.000000,1375.300000,2904.000000,16384.000000,18.600000
40,20899.329000, 1024.000000,1954.800000,3340.000000,16384.000000,18.700000
41,21075.863000, 1024.000000,1229.100000,2040.000000,16384.000000,18.500000
42,21221.394000, 1024.000000,1707.000000,3236.000000,16384.000000,17.900000
43,20743.010000, 1024.000000,1221.000000,2640.000000,16384.000000,18.400000
44,21549.210000, 1024.000000,1494.500000,2868.000000,16384.000000,18.000000
45,21261.000000, 1024.000000,1196.600000,2648.000000,16384.000000,17.800000
46,21206.101000, 1024.000000,1384.800000,2872.000000,16384.000000,18.700000
47,20945.971000, 1024.000000,1759.300000,2944.000000,16384.000000,18.300000
48,16971.918000, 1024.000000,1436.200000,2800.000000,16384.000000,18.400000
49,16878.479000, 1024.000000,1466.900000,2892.000000,16384.000000,18.500000
50,19711.712000, 1024.000000,1563.400000,2756.000000,16384.000000,18.700000
