Run,countDM,numSol,ratioDM
1,362,40000,0.00905000000000000075
2,526,40000,0.01315000000000000023
3,252,40000,0.00630000000000000004
4,314,40000,0.00784999999999999934
5,204,40000,0.00510000000000000037
6,59,40000,0.00147499999999999997
7,114,40000,0.00285000000000000010
8,18,40000,0.00044999999999999999
9,158,40000,0.00395000000000000039
10,200,40000,0.00500000000000000010
11,148,40000,0.00370000000000000016
12,142,40000,0.00355000000000000020
13,260,40000,0.00649999999999999970
14,472,40000,0.01179999999999999973
15,131,40000,0.00327500000000000013
16,440,40000,0.01099999999999999936
17,157,40000,0.00392499999999999967
18,328,40000,0.00820000000000000069
19,32,40000,0.00080000000000000004
20,290,40000,0.00725000000000000037
21,193,40000,0.00482500000000000030
22,79,40000,0.00197500000000000019
23,72,40000,0.00179999999999999995
24,177,40000,0.00442500000000000011
25,275,40000,0.00687500000000000003
26,369,40000,0.00922500000000000056
27,342,40000,0.00855000000000000031
28,1083,40000,0.02707499999999999837
29,24,40000,0.00059999999999999995
30,464,40000,0.01159999999999999920
31,0,40000,0.00000000000000000000
32,1167,40000,0.02917499999999999954
33,372,40000,0.00929999999999999924
34,4,40000,0.00010000000000000000
35,0,40000,0.00000000000000000000
36,163,40000,0.00407499999999999963
37,319,40000,0.00797499999999999945
38,68,40000,0.00169999999999999991
39,12,40000,0.00029999999999999997
40,98,40000,0.00244999999999999992
41,1495,40000,0.03737499999999999850
42,218,40000,0.00544999999999999998
43,192,40000,0.00479999999999999958
44,27,40000,0.00067500000000000004
45,346,40000,0.00864999999999999970
46,109,40000,0.00272499999999999999
47,631,40000,0.01577500000000000083
48,197,40000,0.00492499999999999969
49,144,40000,0.00359999999999999990
50,83,40000,0.00207500000000000002
