Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,19230.944000, 1024.000000,1446.300000,3080.000000,16384.000000,18.900000
2,19691.591000, 1024.000000,1548.300000,2876.000000,16384.000000,18.600000
3,19542.780000, 1024.000000,1126.700000,2808.000000,16384.000000,18.400000
4,20074.091000, 1024.000000,2149.200000,3796.000000,16384.000000,18.600000
5,19733.491000, 1024.000000,1512.100000,2808.000000,16384.000000,18.600000
6,19705.162000, 1024.000000,1501.700000,2676.000000,16384.000000,19.100000
7,19494.379000, 1024.000000,1895.700000,3156.000000,16384.000000,18.700000
8,16844.672000, 1024.000000,1429.200000,3088.000000,16384.000000,18.300000
9,16683.958000, 1024.000000,1626.300000,2732.000000,16384.000000,18.900000
10,19415.517000, 1024.000000,1579.800000,2848.000000,16384.000000,18.700000
11,17850.269000, 1024.000000,1194.100000,2504.000000,16384.000000,18.600000
12,18207.195000, 1024.000000,1423.000000,2828.000000,16384.000000,18.700000
13,17968.999000, 1024.000000,1689.100000,2920.000000,16384.000000,18.300000
14,18430.321000, 1024.000000,1361.200000,3156.000000,16384.000000,18.400000
15,18073.656000, 1024.000000,1787.100000,3068.000000,16384.000000,18.300000
16,17713.829000, 1024.000000,1361.000000,2908.000000,16384.000000,18.600000
17,17873.067000, 1024.000000,1895.100000,3588.000000,16384.000000,18.300000
18,16733.713000, 1024.000000,1354.700000,3036.000000,16384.000000,18.600000
19,16566.760000, 1024.000000,1473.100000,2988.000000,16384.000000,18.600000
20,18988.154000, 1024.000000,2268.200000,3880.000000,16384.000000,18.400000
21,18316.379000, 1024.000000,1538.400000,2852.000000,16384.000000,18.600000
22,18532.112000, 1024.000000,1269.900000,2940.000000,16384.000000,18.700000
23,18323.542000, 1024.000000,1304.300000,2624.000000,16384.000000,18.400000
24,18924.702000, 1024.000000,1460.200000,3008.000000,16384.000000,18.800000
25,18537.908000, 1024.000000,1326.000000,2880.000000,16384.000000,18.600000
26,18435.729000, 1024.000000,1326.700000,2984.000000,16384.000000,18.900000
27,18466.176000, 1024.000000,1899.100000,3424.000000,16384.000000,18.600000
28,17086.604000, 1024.000000,1387.200000,3208.000000,16384.000000,18.600000
29,16842.139000, 1024.000000,1593.300000,2896.000000,16384.000000,18.800000
30,19373.297000, 1024.000000,1377.700000,3112.000000,16384.000000,18.200000
31,18571.807000, 1024.000000,1571.100000,2728.000000,16384.000000,18.700000
32,18865.165000, 1024.000000,1452.400000,2960.000000,16384.000000,18.800000
33,18663.564000, 1024.000000,1361.400000,2736.000000,16384.000000,18.800000
34,19168.677000, 1024.000000,1634.000000,3048.000000,16384.000000,18.700000
35,18812.830000, 1024.000000,1526.900000,2548.000000,16384.000000,18.400000
36,18426.276000, 1024.000000,1497.600000,2604.000000,16384.000000,18.500000
37,18588.294000, 1024.000000,2073.700000,3608.000000,16384.000000,18.400000
38,17402.241000, 1024.000000,1666.100000,3104.000000,16384.000000,18.600000
39,17336.956000, 1024.000000,1160.800000,3164.000000,16384.000000,18.500000
40,19875.674000, 1024.000000,1539.800000,3384.000000,16384.000000,18.400000
41,17884.172000, 1024.000000,1434.000000,2416.000000,16384.000000,18.400000
42,18218.345000, 1024.000000,1588.200000,2808.000000,16384.000000,18.600000
43,17995.208000, 1024.000000,1563.000000,2704.000000,16384.000000,18.700000
44,18445.145000, 1024.000000,1627.400000,3032.000000,16384.000000,18.300000
45,18180.547000, 1024.000000,1326.300000,2648.000000,16384.000000,18.700000
46,18076.480000, 1024.000000,1381.900000,2804.000000,16384.000000,18.200000
47,18082.152000, 1024.000000,1428.200000,2520.000000,16384.000000,18.300000
48,16415.012000, 1024.000000,1670.400000,3156.000000,16384.000000,18.800000
49,16191.780000, 1024.000000,1380.100000,2440.000000,16384.000000,18.700000
50,18820.343000, 1024.000000,1768.800000,3336.000000,16384.000000,17.600000
