Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,12091.288000, 1024.000000,1717.200000,3152.000000,16384.000000,19.100000
2,12372.326000, 1024.000000,2033.600000,3632.000000,16384.000000,19.000000
3,11991.302000, 1024.000000,1853.600000,3316.000000,16384.000000,18.800000
4,12493.047000, 1024.000000,1974.400000,3616.000000,16384.000000,19.000000
5,12140.523000, 1024.000000,2089.700000,3596.000000,16384.000000,19.000000
6,12086.679000, 1024.000000,1820.600000,3436.000000,16384.000000,19.100000
7,11939.687000, 1024.000000,2000.900000,3528.000000,16384.000000,18.900000
8,11455.206000, 1024.000000,2006.200000,3452.000000,16384.000000,18.900000
9,10927.095000, 1024.000000,2040.400000,3808.000000,16384.000000,19.200000
10,13201.672000, 1024.000000,2190.800000,3848.000000,16384.000000,19.100000
11,12125.885000, 1024.000000,1825.900000,3252.000000,16384.000000,19.000000
12,12227.606000, 1024.000000,1907.500000,3692.000000,16384.000000,18.900000
13,12049.007000, 1024.000000,1748.700000,3324.000000,16384.000000,19.100000
14,12430.713000, 1024.000000,2024.500000,3784.000000,16384.000000,18.900000
15,12205.923000, 1024.000000,1822.600000,3488.000000,16384.000000,18.800000
16,12176.914000, 1024.000000,2346.600000,4056.000000,16384.000000,18.900000
17,12229.174000, 1024.000000,1823.800000,3420.000000,16384.000000,19.300000
18,11119.290000, 1024.000000,1951.000000,3640.000000,16384.000000,18.500000
19,11082.589000, 1024.000000,1861.800000,3348.000000,16384.000000,18.800000
20,12947.246000, 1024.000000,2074.900000,4004.000000,16384.000000,18.900000
21,12357.137000, 1024.000000,1765.400000,3072.000000,16384.000000,18.800000
22,12535.935000, 1024.000000,2111.800000,3552.000000,16384.000000,19.100000
23,12205.382000, 1024.000000,1975.000000,3368.000000,16384.000000,18.900000
24,12733.134000, 1024.000000,2152.200000,3696.000000,16384.000000,19.000000
25,12527.333000, 1024.000000,1962.800000,3332.000000,16384.000000,18.800000
26,12430.727000, 1024.000000,2041.200000,3712.000000,16384.000000,19.100000
27,12416.768000, 1024.000000,2097.900000,3644.000000,16384.000000,18.800000
28,10965.784000, 1024.000000,2004.400000,3520.000000,16384.000000,18.900000
29,10827.081000, 1024.000000,1905.000000,3360.000000,16384.000000,19.000000
30,12797.321000, 1024.000000,2060.700000,3620.000000,16384.000000,18.000000
31,12011.410000, 1024.000000,1708.200000,3080.000000,16384.000000,18.000000
32,12197.238000, 1024.000000,2236.100000,3700.000000,16384.000000,18.800000
33,12000.019000, 1024.000000,1733.400000,3316.000000,16384.000000,18.900000
34,12266.205000, 1024.000000,2002.400000,3808.000000,16384.000000,18.500000
35,12428.602000, 1024.000000,1913.500000,3272.000000,16384.000000,19.200000
36,12154.090000, 1024.000000,1933.400000,3756.000000,16384.000000,19.200000
37,35914.201000, 1024.000000,1287.800000,2180.000000,16384.000000,17.900000
38,47897.488000, 1024.000000,1299.100000,2560.000000,16384.000000,17.900000
39,47866.432000, 1024.000000,1285.700000,2180.000000,16384.000000,17.900000
40,50049.435000, 1024.000000,1660.900000,2748.000000,16384.000000,17.900000
41,11887.576000, 1024.000000,1854.500000,3152.000000,16384.000000,18.800000
42,12204.786000, 1024.000000,1857.300000,3216.000000,16384.000000,18.800000
43,12014.997000, 1024.000000,1822.900000,3316.000000,16384.000000,18.000000
44,12346.810000, 1024.000000,2210.600000,3816.000000,16384.000000,18.900000
45,12028.578000, 1024.000000,1845.800000,3236.000000,16384.000000,18.900000
46,11853.485000, 1024.000000,2011.600000,3708.000000,16384.000000,19.200000
47,14499.300000, 1024.000000,1940.400000,3548.000000,16384.000000,18.500000
48,14623.677000, 1024.000000,1696.100000,3760.000000,16384.000000,18.900000
49,14602.593000, 1024.000000,1653.800000,2996.000000,16384.000000,19.000000
50,16390.031000, 1024.000000,1942.600000,3732.000000,16384.000000,18.800000
