Run,Total(s),InitHeap(MB),UsedHeap(MB),CommitHeap(MB),MaxHeap(MB),MaxNonHeap(MB)
1,23501.759000, 1024.000000,1550.800000,2784.000000,16384.000000,18.100000
2,23635.431000, 1024.000000,1687.400000,3168.000000,16384.000000,19.100000
3,23548.036000, 1024.000000,1561.400000,2732.000000,16384.000000,18.800000
4,23844.802000, 1024.000000,1629.700000,3140.000000,16384.000000,18.600000
5,23669.701000, 1024.000000,1620.400000,3072.000000,16384.000000,18.600000
6,23536.535000, 1024.000000,1749.800000,3284.000000,16384.000000,19.000000
7,18167.871000, 1024.000000,1868.200000,3608.000000,16384.000000,18.000000
8,10781.347000, 1024.000000,2064.800000,3512.000000,16384.000000,18.800000
9,10748.638000, 1024.000000,1822.000000,3252.000000,16384.000000,19.100000
10,12453.523000, 1024.000000,2052.900000,3768.000000,16384.000000,19.000000
11,12516.145000, 1024.000000,1706.000000,3104.000000,16384.000000,19.000000
12,12692.256000, 1024.000000,2105.300000,3504.000000,16384.000000,18.800000
13,12551.956000, 1024.000000,1854.800000,3108.000000,16384.000000,18.900000
14,12892.361000, 1024.000000,2086.400000,3872.000000,16384.000000,18.800000
15,12670.338000, 1024.000000,1820.000000,3272.000000,16384.000000,18.900000
16,12552.994000, 1024.000000,2108.200000,3576.000000,16384.000000,18.900000
17,12537.581000, 1024.000000,1903.800000,3528.000000,16384.000000,18.700000
18,10975.589000, 1024.000000,2069.700000,3660.000000,16384.000000,18.600000
19,10908.831000, 1024.000000,1956.300000,3352.000000,16384.000000,19.000000
20,12804.514000, 1024.000000,2029.100000,3808.000000,16384.000000,18.700000
21,12220.421000, 1024.000000,1906.200000,3304.000000,16384.000000,19.000000
22,12407.452000, 1024.000000,2067.700000,3940.000000,16384.000000,18.900000
23,12229.296000, 1024.000000,1912.600000,3184.000000,16384.000000,18.600000
24,12560.137000, 1024.000000,1927.900000,3580.000000,16384.000000,18.400000
25,12305.470000, 1024.000000,1884.300000,3348.000000,16384.000000,18.800000
26,12360.754000, 1024.000000,1895.600000,3400.000000,16384.000000,19.000000
27,12265.898000, 1024.000000,1925.900000,3560.000000,16384.000000,18.400000
28,10690.838000, 1024.000000,2244.200000,3864.000000,16384.000000,18.500000
29,10730.456000, 1024.000000,1915.000000,3464.000000,16384.000000,19.200000
30,12540.609000, 1024.000000,2157.300000,3856.000000,16384.000000,19.000000
31,15095.617000, 1024.000000,1834.400000,3072.000000,16384.000000,18.900000
32,15329.669000, 1024.000000,1842.700000,3072.000000,16384.000000,19.100000
33,15247.994000, 1024.000000,1547.500000,2780.000000,16384.000000,19.000000
34,15572.333000, 1024.000000,1873.100000,3716.000000,16384.000000,19.100000
35,15261.999000, 1024.000000,1602.300000,3072.000000,16384.000000,18.800000
36,15301.729000, 1024.000000,1888.400000,3276.000000,16384.000000,19.000000
37,14913.098000, 1024.000000,2126.300000,3584.000000,16384.000000,17.900000
38,11037.938000, 1024.000000,1976.500000,3436.000000,16384.000000,19.000000
39,11038.319000, 1024.000000,2065.900000,3580.000000,16384.000000,19.200000
40,12957.687000, 1024.000000,1934.200000,3616.000000,16384.000000,19.200000
41,11961.494000, 1024.000000,1771.400000,3324.000000,16384.000000,19.100000
42,12205.667000, 1024.000000,1880.500000,3180.000000,16384.000000,18.400000
43,12044.149000, 1024.000000,1862.800000,3100.000000,16384.000000,18.800000
44,12204.999000, 1024.000000,2068.700000,3424.000000,16384.000000,18.400000
45,12046.313000, 1024.000000,1787.800000,3192.000000,16384.000000,18.600000
46,12146.053000, 1024.000000,2068.100000,3616.000000,16384.000000,18.900000
47,12325.686000, 1024.000000,2068.500000,3432.000000,16384.000000,19.000000
48,11916.080000, 1024.000000,2030.200000,3440.000000,16384.000000,19.000000
49,11850.658000, 1024.000000,1946.700000,3276.000000,16384.000000,19.000000
50,13678.513000, 1024.000000,2162.100000,3588.000000,16384.000000,19.100000
