Run,countDM,numSol,ratioDM
1,57,40000,0.00142500000000000005
2,2,40000,0.00005000000000000000
3,33,40000,0.00082500000000000000
4,28,40000,0.00069999999999999999
5,62,40000,0.00154999999999999995
6,2,40000,0.00005000000000000000
7,34,40000,0.00084999999999999995
8,86,40000,0.00215000000000000000
9,11,40000,0.00027500000000000002
10,22,40000,0.00055000000000000003
11,80,40000,0.00200000000000000004
12,22,40000,0.00055000000000000003
13,8,40000,0.00020000000000000001
14,14,40000,0.00035000000000000000
15,10,40000,0.00025000000000000001
16,13,40000,0.00032499999999999999
17,78,40000,0.00194999999999999991
18,3,40000,0.00007499999999999999
19,43,40000,0.00107500000000000000
20,54,40000,0.00135000000000000007
21,133,40000,0.00332499999999999983
22,33,40000,0.00082500000000000000
23,21,40000,0.00052499999999999997
24,34,40000,0.00084999999999999995
25,1,40000,0.00002500000000000000
26,38,40000,0.00095000000000000000
27,7,40000,0.00017500000000000000
28,52,40000,0.00129999999999999994
29,0,40000,0.00000000000000000000
30,10,40000,0.00025000000000000001
31,10,40000,0.00025000000000000001
32,8,40000,0.00020000000000000001
33,34,40000,0.00084999999999999995
34,42,40000,0.00104999999999999994
35,17,40000,0.00042499999999999998
36,16,40000,0.00040000000000000002
37,146,40000,0.00365000000000000003
38,14,40000,0.00035000000000000000
39,16,40000,0.00040000000000000002
40,38,40000,0.00095000000000000000
41,85,40000,0.00212500000000000015
42,0,40000,0.00000000000000000000
43,54,40000,0.00135000000000000007
44,26,40000,0.00064999999999999997
45,21,13760,0.00152616279069767440
46,36,40000,0.00089999999999999998
47,87,40000,0.00217499999999999985
48,1,40000,0.00002500000000000000
49,50,40000,0.00125000000000000003
50,88,40000,0.00220000000000000013
